ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
13.04.2026,ПАРАЋИН,45587
13.04.2026,ПЕТРОВАЦ НА МЛАВИ,30681
13.04.2026,ПЕЋ,3944
13.04.2026,ПЕЋИНЦИ,15487
13.04.2026,ПИРОТ - ГРАД,44430
13.04.2026,ПЛАНДИШТЕ,8309
13.04.2026,ПОДУЈЕВО,413
13.04.2026,ПОЖАРЕВАЦ,56957
13.04.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11344
13.04.2026,ПОЖЕГА,22519
13.04.2026,ПРЕШЕВО,44148
13.04.2026,ПРИБОЈ,26741
13.04.2026,ПРИЗРЕН,4631
13.04.2026,ПРИЈЕПОЉЕ,31572
13.04.2026,ПРИШТИНА - ГРАД,13919
13.04.2026,ПРОКУПЉЕ - ГРАД,35453
13.04.2026,РАЖАЊ,5924
13.04.2026,РАЧА,8908
13.04.2026,РАШКА,19540
13.04.2026,РЕКОВАЦ,7874
13.04.2026,РУМА,45327
13.04.2026,СВИЛАЈНАЦ,23481
13.04.2026,СВРЉИГ,9855
13.04.2026,СЕНТА,19361
13.04.2026,СЕЧАЊ,10169
13.04.2026,СЈЕНИЦА,27826
13.04.2026,СМЕДЕРЕВО - ГРАД,94017
13.04.2026,СМЕДЕРЕВСКА ПАЛАНКА,38881
13.04.2026,СОКОБАЊА,12849
13.04.2026,СОМБОР - ГРАД,69860
13.04.2026,СРБИЦА,292
13.04.2026,СРБОБРАН,13050
13.04.2026,СРЕМСКА МИТРОВИЦА - ГРАД,68050
13.04.2026,СРЕМСКИ КАРЛОВЦИ,7910
13.04.2026,СТАРА ПАЗОВА,56819
13.04.2026,СУБОТИЦА - ГРАД,124471
13.04.2026,СУРДУЛИЦА,16144
13.04.2026,ТЕМЕРИН,24776
13.04.2026,ТИТЕЛ,12565
13.04.2026,ТОПОЛА,17229
13.04.2026,ТРГОВИШТЕ,4397
13.04.2026,ТРСТЕНИК,33443
13.04.2026,ТУТИН,33684
13.04.2026,ЋИЋЕВАЦ,7142
13.04.2026,ЋУПРИЈА,27922
13.04.2026,УБ,22410
13.04.2026,УЖИЦЕ - ГРАД,56910
13.04.2026,УЖИЦЕ-СЕВОЈНО,5542
13.04.2026,УРОШЕВАЦ,3864
13.04.2026,ЦРНА ТРАВА,941
13.04.2026,ЧАЈЕТИНА,14405
13.04.2026,ЧАЧАК - ГРАД,93722
13.04.2026,ЧОКА,8522
13.04.2026,ШАБАЦ - ГРАД,99134
13.04.2026,ШИД,28850
13.04.2026,ШТРПЦЕ,5844
