ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
11.05.2026,АДА,14326
11.05.2026,АЛЕКСАНДРОВАЦ,20715
11.05.2026,АЛЕКСИНАЦ,39276
11.05.2026,АЛИБУНАР,16702
11.05.2026,АПАТИН,23495
11.05.2026,АРАНЂЕЛОВАЦ,36810
11.05.2026,АРИЉЕ,14749
11.05.2026,БАБУШНИЦА,7970
11.05.2026,БАЈИНА БАШТА,21408
11.05.2026,БАТОЧИНА,9667
11.05.2026,БАЧ,11828
11.05.2026,БАЧКА ПАЛАНКА,44507
11.05.2026,БАЧКА ТОПОЛА,26757
11.05.2026,БАЧКИ ПЕТРОВАЦ,11625
11.05.2026,БЕЛА ПАЛАНКА,8304
11.05.2026,БЕЛА ЦРКВА,15409
11.05.2026,БЕОГРАД-БАРАЈЕВО,23999
11.05.2026,БЕОГРАД-ВОЖДОВАЦ,162831
11.05.2026,БЕОГРАД-ВРАЧАР,62989
11.05.2026,БЕОГРАД-ГРОЦКА,73668
11.05.2026,БЕОГРАД-ЗВЕЗДАРА,164152
11.05.2026,БЕОГРАД-ЗЕМУН,170869
11.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,49692
11.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,45166
11.05.2026,БЕОГРАД-НОВИ БЕОГРАД,202448
11.05.2026,БЕОГРАД-ОБРЕНОВАЦ,64220
11.05.2026,БЕОГРАД-ПАЛИЛУЛА,175455
11.05.2026,БЕОГРАД-РАКОВИЦА,99004
11.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,41086
11.05.2026,БЕОГРАД-СОПОТ,17321
11.05.2026,БЕОГРАД-СТАРИ ГРАД,52926
11.05.2026,БЕОГРАД-СУРЧИН,40899
11.05.2026,БЕОГРАД-ЧУКАРИЦА,163164
11.05.2026,БЕОЧИН,13283
11.05.2026,БЕЧЕЈ,30497
11.05.2026,БЛАЦЕ,8179
11.05.2026,БОГАТИЋ,23826
11.05.2026,БОЈНИК,8066
11.05.2026,БОЉЕВАЦ,9424
11.05.2026,БОР - ГРАД,38377
11.05.2026,БОСИЛЕГРАД,7006
11.05.2026,БРУС,12331
11.05.2026,БУЈАНОВАЦ,44085
11.05.2026,ВАЉЕВО - ГРАД,74351
11.05.2026,ВАРВАРИН,14590
11.05.2026,ВЕЛИКА ПЛАНА,34995
11.05.2026,ВЕЛИКО ГРАДИШТЕ,18671
11.05.2026,ВИТИНА,2434
11.05.2026,ВЛАДИМИРЦИ,13539
11.05.2026,ВЛАДИЧИН ХАН,15871
11.05.2026,ВЛАСОТИНЦЕ,22428
11.05.2026,ВРАЊЕ - ГРАД,59787
11.05.2026,ВРАЊЕ-ВРАЊСКА БАЊА,7887
11.05.2026,ВРБАС,33458
11.05.2026,ВРЊАЧКА БАЊА,23495
11.05.2026,ВРШАЦ - ГРАД,43580
11.05.2026,ВУЧИТРН,3616
11.05.2026,ГАЏИН ХАН,5291
11.05.2026,ГЊИЛАНЕ,7928
11.05.2026,ГОЛУБАЦ,7869
11.05.2026,ГОРА,6920
11.05.2026,ГОРЊИ МИЛАНОВАЦ,34229
11.05.2026,ДЕСПОТОВАЦ,21181
11.05.2026,ДИМИТРОВГРАД,7750
11.05.2026,ДОЉЕВАЦ,13690
11.05.2026,ЖАБАЉ,21121
11.05.2026,ЖАБАРИ,11031
11.05.2026,ЖАГУБИЦА,10282
11.05.2026,ЖИТИШТЕ,13327
11.05.2026,ЖИТОРАЂА,11749
11.05.2026,ЗАЈЕЧАР - ГРАД,46907
11.05.2026,ЗВЕЧАН,5515
11.05.2026,ЗРЕЊАНИН - ГРАД,98227
11.05.2026,ЗУБИН ПОТОК,4309
11.05.2026,ИВАЊИЦА,24130
11.05.2026,ИНЂИЈА,40526
11.05.2026,ИРИГ,8982
11.05.2026,ИСТОК,3084
11.05.2026,ЈАГОДИНА - ГРАД,63532
11.05.2026,КАЊИЖА,20693
11.05.2026,КИКИНДА - ГРАД,45887
11.05.2026,КЛАДОВО,21073
11.05.2026,КЛИНА,1916
11.05.2026,КНИЋ,10272
11.05.2026,КЊАЖЕВАЦ,22223
11.05.2026,КОВАЧИЦА,20787
11.05.2026,КОВИН,27197
11.05.2026,КОСЈЕРИЋ,8820
11.05.2026,КОСОВО ПОЉЕ,4887
11.05.2026,КОСОВСКА КАМЕНИЦА,6259
11.05.2026,КОСОВСКА МИТРОВИЦА,14778
11.05.2026,КОЦЕЉЕВА,10369
11.05.2026,КРАГУЈЕВАЦ - ГРАД,152534
11.05.2026,КРАЉЕВО - ГРАД,97922
11.05.2026,КРУПАЊ,12619
11.05.2026,КРУШЕВАЦ - ГРАД,103708
11.05.2026,КУЛА,33225
11.05.2026,КУРШУМЛИЈА,13547
11.05.2026,КУЧЕВО,15254
11.05.2026,ЛАЈКОВАЦ,11265
11.05.2026,ЛАПОВО,6389
11.05.2026,ЛЕБАНЕ,16359
11.05.2026,ЛЕПОСАВИЋ,9004
11.05.2026,ЛЕСКОВАЦ - ГРАД,112409
11.05.2026,ЛИПЉАН,6025
11.05.2026,ЛОЗНИЦА - ГРАД,76494
11.05.2026,ЛУЧАНИ,14608
11.05.2026,ЉИГ,8442
11.05.2026,ЉУБОВИЈА,13090
11.05.2026,МАЈДАНПЕК,15364
11.05.2026,МАЛИ ЗВОРНИК,16170
11.05.2026,МАЛИ ИЂОШ,9799
11.05.2026,МАЛО ЦРНИЋЕ,11555
11.05.2026,МЕДВЕЂА,5976
11.05.2026,МЕРОШИНА,9698
11.05.2026,МИОНИЦА,10622
11.05.2026,НЕГОТИН,35438
11.05.2026,НИШ-МЕДИЈАНА,76528
11.05.2026,НИШ-НИШКА БАЊА,11566
11.05.2026,НИШ-ПАЛИЛУЛА,63261
11.05.2026,НИШ-ПАНТЕЛЕЈ,46368
11.05.2026,НИШ-ЦРВЕНИ КРСТ,29301
11.05.2026,НОВА ВАРОШ,12145
11.05.2026,НОВА ЦРЊА,7754
11.05.2026,НОВИ БЕЧЕЈ,18135
11.05.2026,НОВИ КНЕЖЕВАЦ,8320
11.05.2026,НОВИ ПАЗАР - ГРАД,94277
11.05.2026,НОВИ САД - ГРАД,343943
11.05.2026,НОВО БРДО,962
11.05.2026,ОБИЛИЋ,3570
11.05.2026,ОПОВО,7985
11.05.2026,ОРАХОВАЦ,1551
11.05.2026,ОСЕЧИНА,8902
11.05.2026,ОЏАЦИ,23340
11.05.2026,ПАНЧЕВО - ГРАД,106228
11.05.2026,ПАРАЋИН,45579
11.05.2026,ПЕТРОВАЦ НА МЛАВИ,30640
11.05.2026,ПЕЋ,3930
11.05.2026,ПЕЋИНЦИ,15471
11.05.2026,ПИРОТ - ГРАД,44415
11.05.2026,ПЛАНДИШТЕ,8290
11.05.2026,ПОДУЈЕВО,411
11.05.2026,ПОЖАРЕВАЦ,56948
11.05.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11345
11.05.2026,ПОЖЕГА,22492
11.05.2026,ПРЕШЕВО,44227
11.05.2026,ПРИБОЈ,26715
11.05.2026,ПРИЗРЕН,4607
11.05.2026,ПРИЈЕПОЉЕ,31576
11.05.2026,ПРИШТИНА - ГРАД,13875
11.05.2026,ПРОКУПЉЕ - ГРАД,35420
11.05.2026,РАЖАЊ,5919
11.05.2026,РАЧА,8914
11.05.2026,РАШКА,19545
11.05.2026,РЕКОВАЦ,7867
11.05.2026,РУМА,45288
11.05.2026,СВИЛАЈНАЦ,23479
11.05.2026,СВРЉИГ,9836
11.05.2026,СЕНТА,19353
11.05.2026,СЕЧАЊ,10160
11.05.2026,СЈЕНИЦА,27828
11.05.2026,СМЕДЕРЕВО - ГРАД,93963
11.05.2026,СМЕДЕРЕВСКА ПАЛАНКА,38863
11.05.2026,СОКОБАЊА,12842
11.05.2026,СОМБОР - ГРАД,69813
11.05.2026,СРБИЦА,292
11.05.2026,СРБОБРАН,13064
11.05.2026,СРЕМСКА МИТРОВИЦА - ГРАД,68023
11.05.2026,СРЕМСКИ КАРЛОВЦИ,7902
11.05.2026,СТАРА ПАЗОВА,56823
11.05.2026,СУБОТИЦА - ГРАД,124429
11.05.2026,СУРДУЛИЦА,16123
11.05.2026,ТЕМЕРИН,24780
11.05.2026,ТИТЕЛ,12565
11.05.2026,ТОПОЛА,17211
