ПЕРИОД_ОД,ПЕРИОД_ДО,ОПШТИНА_ГРАД,ВРСТА_ПРОМЕНЕ,БРОЈ_ПРОМЕНА
14.09.2026,20.09.2026,АЛЕКСИНАЦ,Упис за гласање по месту боравишта у земљи,4
14.09.2026,20.09.2026,АЛЕКСИНАЦ,Упис за гласање по месту боравишта у иностранству,47
14.09.2026,20.09.2026,АЛЕКСИНАЦ,Исправка техничке грешке,1
14.09.2026,20.09.2026,АЛИБУНАР,Упис по основу стицања пунолетства,13
14.09.2026,20.09.2026,АЛИБУНАР,Упис по основу пријаве пребивалишта,13
14.09.2026,20.09.2026,АЛИБУНАР,Промена личних података,5
14.09.2026,20.09.2026,АЛИБУНАР,Промена адресе пребивалишта,4
14.09.2026,20.09.2026,АЛИБУНАР,Брисање по основу одјаве пребивалишта,5
14.09.2026,20.09.2026,АЛИБУНАР,Брисање по основу губитка пословне способности,1
14.09.2026,20.09.2026,АЛИБУНАР,Брисање по основу смрти лица,7
14.09.2026,20.09.2026,АЛИБУНАР,Упис за гласање по месту боравишта у иностранству,15
14.09.2026,20.09.2026,АЛИБУНАР,Потврда о изборном праву,4
14.09.2026,20.09.2026,АПАТИН,Упис по основу стицања пунолетства,21
14.09.2026,20.09.2026,АПАТИН,Упис по основу пријаве пребивалишта,5
14.09.2026,20.09.2026,АПАТИН,Промена личних података,1
14.09.2026,20.09.2026,АПАТИН,Промена адресе пребивалишта,11
14.09.2026,20.09.2026,АПАТИН,Брисање по основу одјаве пребивалишта,18
14.09.2026,20.09.2026,АПАТИН,Брисање по основу смрти лица,6
14.09.2026,20.09.2026,АПАТИН,Упис за гласање по месту боравишта у земљи,1
14.09.2026,20.09.2026,АПАТИН,Упис за гласање по месту боравишта у иностранству,41
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Упис по основу стицања пунолетства,23
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Упис по основу пријаве пребивалишта,6
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,1
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Промена личних података,14
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Промена адресе пребивалишта,19
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Промена адресе боравишта интерно расељеног лица,1
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Брисање по основу одјаве пребивалишта,15
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Брисање по основу губитка пословне способности,2
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Брисање по основу смрти лица,8
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Упис за гласање по месту боравишта у земљи,4
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Упис за гласање по месту боравишта у иностранству,58
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Потврда о упису у бирачки списак,1
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Исправка техничке грешке,1
14.09.2026,20.09.2026,АРАНЂЕЛОВАЦ,Брисање по службеној дужности,2
14.09.2026,20.09.2026,АРИЉЕ,Упис по основу стицања пунолетства,20
14.09.2026,20.09.2026,АРИЉЕ,Упис по основу пријаве пребивалишта,9
14.09.2026,20.09.2026,АРИЉЕ,Промена личних података,19
14.09.2026,20.09.2026,АРИЉЕ,Промена адресе пребивалишта,117
14.09.2026,20.09.2026,АРИЉЕ,Брисање по основу одјаве пребивалишта,6
14.09.2026,20.09.2026,АРИЉЕ,Брисање по основу смрти лица,5
14.09.2026,20.09.2026,АРИЉЕ,Брисање боравишта интерно расељеног лица,3
14.09.2026,20.09.2026,АРИЉЕ,Упис за гласање по месту боравишта у земљи,2
14.09.2026,20.09.2026,АРИЉЕ,Упис за гласање по месту боравишта у иностранству,13
14.09.2026,20.09.2026,БАБУШНИЦА,Упис по основу стицања пунолетства,4
14.09.2026,20.09.2026,БАБУШНИЦА,Упис по основу пријаве пребивалишта,4
14.09.2026,20.09.2026,БАБУШНИЦА,Промена адресе пребивалишта,9
14.09.2026,20.09.2026,БАБУШНИЦА,Брисање по основу одјаве пребивалишта,8
14.09.2026,20.09.2026,БАБУШНИЦА,Брисање по основу смрти лица,3
14.09.2026,20.09.2026,БАБУШНИЦА,Упис за гласање по месту боравишта у земљи,1
14.09.2026,20.09.2026,БАБУШНИЦА,Упис за гласање по месту боравишта у иностранству,4
14.09.2026,20.09.2026,БАЈИНА БАШТА,Упис по основу стицања пунолетства,37
14.09.2026,20.09.2026,БАЈИНА БАШТА,Упис по основу пријаве пребивалишта,9
14.09.2026,20.09.2026,БАЈИНА БАШТА,Промена личних података,2
14.09.2026,20.09.2026,БАЈИНА БАШТА,Промена адресе пребивалишта,47
14.09.2026,20.09.2026,БАЈИНА БАШТА,Брисање по основу одјаве пребивалишта,9
14.09.2026,20.09.2026,БАЈИНА БАШТА,Брисање по основу смрти лица,6
14.09.2026,20.09.2026,БАЈИНА БАШТА,Упис за гласање по месту боравишта у земљи,5
14.09.2026,20.09.2026,БАЈИНА БАШТА,Упис за гласање по месту боравишта у иностранству,137
14.09.2026,20.09.2026,БАЈИНА БАШТА,Брисање по службеној дужности,1
14.09.2026,20.09.2026,БАТОЧИНА,Упис по основу стицања пунолетства,14
14.09.2026,20.09.2026,БАТОЧИНА,Упис по основу пријаве пребивалишта,12
14.09.2026,20.09.2026,БАТОЧИНА,Промена личних података,4
14.09.2026,20.09.2026,БАТОЧИНА,Промена адресе пребивалишта,19
14.09.2026,20.09.2026,БАТОЧИНА,Брисање по основу одјаве пребивалишта,10
14.09.2026,20.09.2026,БАТОЧИНА,Брисање по основу смрти лица,1
14.09.2026,20.09.2026,БАТОЧИНА,Упис за гласање по месту боравишта у иностранству,15
14.09.2026,20.09.2026,БАЧ,Упис по основу стицања пунолетства,14
14.09.2026,20.09.2026,БАЧ,Упис по основу пријаве пребивалишта,4
14.09.2026,20.09.2026,БАЧ,Промена личних података,2
14.09.2026,20.09.2026,БАЧ,Промена адресе пребивалишта,4
14.09.2026,20.09.2026,БАЧ,Брисање по основу одјаве пребивалишта,9
14.09.2026,20.09.2026,БАЧ,Брисање по основу смрти лица,2
14.09.2026,20.09.2026,БАЧ,Упис за гласање по месту боравишта у земљи,1
14.09.2026,20.09.2026,БАЧ,Упис за гласање по месту боравишта у иностранству,30
14.09.2026,20.09.2026,БАЧ,Потврда о изборном праву,1
14.09.2026,20.09.2026,БАЧКА ПАЛАНКА,Упис по основу стицања пунолетства,56
14.09.2026,20.09.2026,БАЧКА ПАЛАНКА,Упис по основу пријаве пребивалишта,49
14.09.2026,20.09.2026,БАЧКА ПАЛАНКА,Промена личних података,12
14.09.2026,20.09.2026,БАЧКА ПАЛАНКА,Промена адресе пребивалишта,19
14.09.2026,20.09.2026,БАЧКА ПАЛАНКА,Брисање по основу одјаве пребивалишта,39
14.09.2026,20.09.2026,БАЧКА ПАЛАНКА,Брисање по основу смрти лица,11
14.09.2026,20.09.2026,БАЧКА ПАЛАНКА,Упис за гласање по месту боравишта у земљи,2
14.09.2026,20.09.2026,БАЧКА ПАЛАНКА,Упис за гласање по месту боравишта у иностранству,138
14.09.2026,20.09.2026,БАЧКА ПАЛАНКА,Брисање по службеној дужности,3
14.09.2026,20.09.2026,БАЧКА ПАЛАНКА,Упис по основу последњег пребивалишта,1
14.09.2026,20.09.2026,БАЧКА ТОПОЛА,Упис по основу стицања пунолетства,36
14.09.2026,20.09.2026,БАЧКА ТОПОЛА,Упис по основу пријаве пребивалишта,29
14.09.2026,20.09.2026,БАЧКА ТОПОЛА,Промена личних података,37
14.09.2026,20.09.2026,БАЧКА ТОПОЛА,Промена адресе пребивалишта,45
14.09.2026,20.09.2026,БАЧКА ТОПОЛА,Брисање по основу одјаве пребивалишта,8
14.09.2026,20.09.2026,БАЧКА ТОПОЛА,Брисање по основу смрти лица,8
14.09.2026,20.09.2026,БАЧКА ТОПОЛА,Упис за гласање по месту боравишта у земљи,1
14.09.2026,20.09.2026,БАЧКА ТОПОЛА,Упис за гласање по месту боравишта у иностранству,19
14.09.2026,20.09.2026,БАЧКИ ПЕТРОВАЦ,Упис по основу стицања пунолетства,3
14.09.2026,20.09.2026,БАЧКИ ПЕТРОВАЦ,Упис по основу пријаве пребивалишта,3
14.09.2026,20.09.2026,БАЧКИ ПЕТРОВАЦ,Промена личних података,2
14.09.2026,20.09.2026,БАЧКИ ПЕТРОВАЦ,Промена адресе пребивалишта,5
14.09.2026,20.09.2026,БАЧКИ ПЕТРОВАЦ,Брисање по основу одјаве пребивалишта,6
14.09.2026,20.09.2026,БАЧКИ ПЕТРОВАЦ,Брисање по основу смрти лица,3
14.09.2026,20.09.2026,БАЧКИ ПЕТРОВАЦ,Упис за гласање по месту боравишта у иностранству,38
14.09.2026,20.09.2026,БАЧКИ ПЕТРОВАЦ,Потврда о изборном праву,4
14.09.2026,20.09.2026,БЕЛА ПАЛАНКА,Упис по основу стицања пунолетства,2
14.09.2026,20.09.2026,БЕЛА ПАЛАНКА,Упис по основу пријаве пребивалишта,1
14.09.2026,20.09.2026,БЕЛА ПАЛАНКА,Промена адресе пребивалишта,8
14.09.2026,20.09.2026,БЕЛА ПАЛАНКА,Брисање по основу одјаве пребивалишта,7
14.09.2026,20.09.2026,БЕЛА ПАЛАНКА,Брисање по основу смрти лица,4
14.09.2026,20.09.2026,БЕЛА ПАЛАНКА,Упис за гласање по месту боравишта у земљи,1
14.09.2026,20.09.2026,БЕЛА ПАЛАНКА,Упис за гласање по месту боравишта у иностранству,3
14.09.2026,20.09.2026,БЕЛА ПАЛАНКА,Упис по основу последњег пребивалишта,1
14.09.2026,20.09.2026,БЕЛА ЦРКВА,Упис по основу стицања пунолетства,26
14.09.2026,20.09.2026,БЕЛА ЦРКВА,Упис по основу пријаве пребивалишта,24
14.09.2026,20.09.2026,БЕЛА ЦРКВА,Промена личних података,2
14.09.2026,20.09.2026,БЕЛА ЦРКВА,Промена адресе пребивалишта,9
14.09.2026,20.09.2026,БЕЛА ЦРКВА,Брисање по основу одјаве пребивалишта,6
14.09.2026,20.09.2026,БЕЛА ЦРКВА,Брисање по основу смрти лица,5
14.09.2026,20.09.2026,БЕЛА ЦРКВА,Упис за гласање по месту боравишта у земљи,1
14.09.2026,20.09.2026,БЕЛА ЦРКВА,Упис за гласање по месту боравишта у иностранству,20
14.09.2026,20.09.2026,БЕЛА ЦРКВА,Промена гласања по месту боравишта у иностранству,1
14.09.2026,20.09.2026,БЕОГРАД-БАРАЈЕВО,Упис по основу стицања пунолетства,9
14.09.2026,20.09.2026,БЕОГРАД-БАРАЈЕВО,Упис по основу пријаве пребивалишта,9
14.09.2026,20.09.2026,БЕОГРАД-БАРАЈЕВО,Упис по основу пријема у држављанство,2
14.09.2026,20.09.2026,БЕОГРАД-БАРАЈЕВО,Упис по основу пријаве боравишта интерно расељеног лица,1
14.09.2026,20.09.2026,БЕОГРАД-БАРАЈЕВО,Промена личних података,4
14.09.2026,20.09.2026,БЕОГРАД-БАРАЈЕВО,Промена адресе пребивалишта,16
14.09.2026,20.09.2026,БЕОГРАД-БАРАЈЕВО,Промена адресе боравишта интерно расељеног лица,1
14.09.2026,20.09.2026,БЕОГРАД-БАРАЈЕВО,Брисање по основу одјаве пребивалишта,11
14.09.2026,20.09.2026,БЕОГРАД-БАРАЈЕВО,Брисање по основу смрти лица,7
14.09.2026,20.09.2026,БЕОГРАД-БАРАЈЕВО,Упис за гласање по месту боравишта у земљи,1
14.09.2026,20.09.2026,БЕОГРАД-БАРАЈЕВО,Упис за гласање по месту боравишта у иностранству,27
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу стицања пунолетства,174
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријаве пребивалишта,168
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,1
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Промена личних података,91
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Промена адресе пребивалишта,35
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по основу одјаве пребивалишта,188
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по основу смрти лица,45
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање боравишта интерно расељеног лица,3
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Упис за гласање по месту боравишта у земљи,29
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Упис за гласање по месту боравишта у иностранству,1021
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Промена гласања по месту боравишта у иностранству,4
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Исправка техничке грешке,2
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по службеној дужности,87
14.09.2026,20.09.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу последњег пребивалишта,9
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Упис по основу стицања пунолетства,17
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Упис по основу пријаве пребивалишта,70
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Промена личних података,26
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Промена адресе пребивалишта,14
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Брисање по основу одјаве пребивалишта,105
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Брисање по основу смрти лица,19
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Упис за гласање по месту боравишта у земљи,20
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Упис за гласање по месту боравишта у иностранству,595
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Промена гласања по месту боравишта у иностранству,6
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Потврда о упису у бирачки списак,4
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Брисање по службеној дужности,11
14.09.2026,20.09.2026,БЕОГРАД-ВРАЧАР,Упис по основу последњег пребивалишта,10
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Упис по основу стицања пунолетства,129
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Упис по основу пријаве пребивалишта,47
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Упис по основу пријема у држављанство,1
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Упис по основу пријаве боравишта интерно расељеног лица,2
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Промена личних података,21
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Промена адресе пребивалишта,31
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Промена адресе боравишта интерно расељеног лица,2
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Брисање по основу одјаве пребивалишта,43
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Брисање по основу смрти лица,16
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Брисање боравишта интерно расељеног лица,5
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Упис за гласање по месту боравишта у иностранству,150
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Промена гласања по месту боравишта у иностранству,3
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Исправка техничке грешке,1
14.09.2026,20.09.2026,БЕОГРАД-ГРОЦКА,Брисање по службеној дужности,6
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу стицања пунолетства,233
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријаве пребивалишта,134
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријема у држављанство,1
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријаве боравишта интерно расељеног лица,2
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Промена личних података,98
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Промена адресе пребивалишта,115
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање по основу одјаве пребивалишта,229
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање по основу смрти лица,46
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Упис за гласање по месту боравишта у земљи,36
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Упис за гласање по месту боравишта у иностранству,1310
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Промена гласања по месту боравишта у иностранству,6
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Потврда о упису у бирачки списак,1
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Потврда о изборном праву,4
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Потврда о изборном праву кандидата за одборнике,1
14.09.2026,20.09.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу последњег пребивалишта,11
14.09.2026,20.09.2026,БЕОГРАД-ЗЕМУН,Упис по основу стицања пунолетства,173
14.09.2026,20.09.2026,БЕОГРАД-ЗЕМУН,Упис по основу пријаве пребивалишта,112
14.09.2026,20.09.2026,БЕОГРАД-ЗЕМУН,Промена личних података,52
14.09.2026,20.09.2026,БЕОГРАД-ЗЕМУН,Промена адресе пребивалишта,49
14.09.2026,20.09.2026,БЕОГРАД-ЗЕМУН,Брисање по основу одјаве пребивалишта,156
14.09.2026,20.09.2026,БЕОГРАД-ЗЕМУН,Брисање по основу смрти лица,58
14.09.2026,20.09.2026,БЕОГРАД-ЗЕМУН,Упис за гласање по месту боравишта у земљи,25
14.09.2026,20.09.2026,БЕОГРАД-ЗЕМУН,Упис за гласање по месту боравишта у иностранству,817
14.09.2026,20.09.2026,БЕОГРАД-ЗЕМУН,Промена гласања по месту боравишта у иностранству,3
14.09.2026,20.09.2026,БЕОГРАД-ЗЕМУН,Брисање по службеној дужности,10
14.09.2026,20.09.2026,БЕОГРАД-ЗЕМУН,Упис по основу последњег пребивалишта,6
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу стицања пунолетства,86
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу пријаве пребивалишта,51
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,1
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Промена личних података,15
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Промена адресе пребивалишта,37
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу одјаве пребивалишта,23
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу смрти лица,9
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање боравишта интерно расељеног лица,3
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис за гласање по месту боравишта у земљи,7
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис за гласање по месту боравишта у иностранству,80
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Потврда о упису у бирачки списак,6
14.09.2026,20.09.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по службеној дужности,3
14.09.2026,20.09.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу стицања пунолетства,12
14.09.2026,20.09.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу пријаве пребивалишта,70
14.09.2026,20.09.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена личних података,39
14.09.2026,20.09.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена адресе пребивалишта,25
14.09.2026,20.09.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу одјаве пребивалишта,24
14.09.2026,20.09.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу смрти лица,17
14.09.2026,20.09.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање боравишта интерно расељеног лица,6
14.09.2026,20.09.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис за гласање по месту боравишта у земљи,2
14.09.2026,20.09.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис за гласање по месту боравишта у иностранству,78
14.09.2026,20.09.2026,БЕОГРАД-МЛАДЕНОВАЦ,Потврда о изборном праву,4
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу стицања пунолетства,122
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријаве пребивалишта,125
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријема у држављанство,1
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријаве боравишта интерно расељеног лица,1
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена личних података,59
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена адресе пребивалишта,49
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу одјаве пребивалишта,239
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу смрти лица,69
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис за гласање по месту боравишта у земљи,35
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис за гласање по месту боравишта у иностранству,1446
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена гласања по месту боравишта у иностранству,3
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по службеној дужности,29
14.09.2026,20.09.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу последњег пребивалишта,14
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу стицања пунолетства,27
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу пријаве пребивалишта,30
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена личних података,17
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена адресе пребивалишта,49
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу одјаве пребивалишта,21
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу смрти лица,21
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање боравишта интерно расељеног лица,2
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис за гласање по месту боравишта у земљи,2
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис за гласање по месту боравишта у иностранству,125
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Исправка техничке грешке,1
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по службеној дужности,7
14.09.2026,20.09.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу последњег пребивалишта,1
14.09.2026,20.09.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу стицања пунолетства,38
14.09.2026,20.09.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу пријаве пребивалишта,426
14.09.2026,20.09.2026,БЕОГРАД-ПАЛИЛУЛА,Промена личних података,141
14.09.2026,20.09.2026,БЕОГРАД-ПАЛИЛУЛА,Промена адресе пребивалишта,56
14.09.2026,20.09.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу дуплог уписа,1
14.09.2026,20.09.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу одјаве пребивалишта,168
14.09.2026,20.09.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу смрти лица,41
14.09.2026,20.09.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање боравишта интерно расељеног лица,3
14.09.2026,20.09.2026,БЕОГРАД-ПАЛИЛУЛА,Упис за гласање по месту боравишта у земљи,18
14.09.2026,20.09.2026,БЕОГРАД-ПАЛИЛУЛА,Упис за гласање по месту боравишта у иностранству,643
14.09.2026,20.09.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу последњег пребивалишта,5
14.09.2026,20.09.2026,БЕОГРАД-РАКОВИЦА,Упис по основу стицања пунолетства,16
14.09.2026,20.09.2026,БЕОГРАД-РАКОВИЦА,Упис по основу пријаве пребивалишта,34
14.09.2026,20.09.2026,БЕОГРАД-РАКОВИЦА,Промена личних података,10
14.09.2026,20.09.2026,БЕОГРАД-РАКОВИЦА,Промена адресе пребивалишта,11
