ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
06.04.2026,АДА,14320
06.04.2026,АЛЕКСАНДРОВАЦ,20740
06.04.2026,АЛЕКСИНАЦ,39322
06.04.2026,АЛИБУНАР,16710
06.04.2026,АПАТИН,23510
06.04.2026,АРАНЂЕЛОВАЦ,36812
06.04.2026,АРИЉЕ,14760
06.04.2026,БАБУШНИЦА,7989
06.04.2026,БАЈИНА БАШТА,21443
06.04.2026,БАТОЧИНА,9664
06.04.2026,БАЧ,11842
06.04.2026,БАЧКА ПАЛАНКА,44537
06.04.2026,БАЧКА ТОПОЛА,26795
06.04.2026,БАЧКИ ПЕТРОВАЦ,11632
06.04.2026,БЕЛА ПАЛАНКА,8321
06.04.2026,БЕЛА ЦРКВА,15418
06.04.2026,БЕОГРАД-БАРАЈЕВО,23842
06.04.2026,БЕОГРАД-ВОЖДОВАЦ,162711
06.04.2026,БЕОГРАД-ВРАЧАР,62931
06.04.2026,БЕОГРАД-ГРОЦКА,73611
06.04.2026,БЕОГРАД-ЗВЕЗДАРА,163884
06.04.2026,БЕОГРАД-ЗЕМУН,170726
06.04.2026,БЕОГРАД-ЛАЗАРЕВАЦ,49700
06.04.2026,БЕОГРАД-МЛАДЕНОВАЦ,45132
06.04.2026,БЕОГРАД-НОВИ БЕОГРАД,202397
06.04.2026,БЕОГРАД-ОБРЕНОВАЦ,64197
06.04.2026,БЕОГРАД-ПАЛИЛУЛА,175159
06.04.2026,БЕОГРАД-РАКОВИЦА,98997
06.04.2026,БЕОГРАД-САВСКИ ВЕНАЦ,41030
06.04.2026,БЕОГРАД-СОПОТ,17325
06.04.2026,БЕОГРАД-СТАРИ ГРАД,52948
06.04.2026,БЕОГРАД-СУРЧИН,40851
06.04.2026,БЕОГРАД-ЧУКАРИЦА,163165
06.04.2026,БЕОЧИН,13292
06.04.2026,БЕЧЕЈ,30507
06.04.2026,БЛАЦЕ,8192
06.04.2026,БОГАТИЋ,23833
06.04.2026,БОЈНИК,8066
06.04.2026,БОЉЕВАЦ,9447
06.04.2026,БОР - ГРАД,38441
06.04.2026,БОСИЛЕГРАД,7016
06.04.2026,БРУС,12351
06.04.2026,БУЈАНОВАЦ,44056
06.04.2026,ВАЉЕВО - ГРАД,74380
06.04.2026,ВАРВАРИН,14607
06.04.2026,ВЕЛИКА ПЛАНА,34991
06.04.2026,ВЕЛИКО ГРАДИШТЕ,18671
06.04.2026,ВИТИНА,2443
06.04.2026,ВЛАДИМИРЦИ,13544
06.04.2026,ВЛАДИЧИН ХАН,15888
06.04.2026,ВЛАСОТИНЦЕ,22472
06.04.2026,ВРАЊЕ - ГРАД,59801
06.04.2026,ВРАЊЕ-ВРАЊСКА БАЊА,7891
06.04.2026,ВРБАС,33485
06.04.2026,ВРЊАЧКА БАЊА,23510
06.04.2026,ВРШАЦ - ГРАД,43579
06.04.2026,ВУЧИТРН,3626
06.04.2026,ГАЏИН ХАН,5321
06.04.2026,ГЊИЛАНЕ,7925
06.04.2026,ГОЛУБАЦ,7884
06.04.2026,ГОРА,6919
06.04.2026,ГОРЊИ МИЛАНОВАЦ,34243
06.04.2026,ДЕСПОТОВАЦ,21209
06.04.2026,ДИМИТРОВГРАД,7755
06.04.2026,ДОЉЕВАЦ,13724
06.04.2026,ЖАБАЉ,21137
06.04.2026,ЖАБАРИ,11036
06.04.2026,ЖАГУБИЦА,10284
06.04.2026,ЖИТИШТЕ,13342
06.04.2026,ЖИТОРАЂА,11755
06.04.2026,ЗАЈЕЧАР - ГРАД,46957
06.04.2026,ЗВЕЧАН,5528
06.04.2026,ЗРЕЊАНИН - ГРАД,98248
06.04.2026,ЗУБИН ПОТОК,4312
06.04.2026,ИВАЊИЦА,24168
06.04.2026,ИНЂИЈА,40538
06.04.2026,ИРИГ,8977
06.04.2026,ИСТОК,3106
06.04.2026,ЈАГОДИНА - ГРАД,63495
06.04.2026,КАЊИЖА,20721
06.04.2026,КИКИНДА - ГРАД,45972
06.04.2026,КЛАДОВО,21069
06.04.2026,КЛИНА,1921
06.04.2026,КНИЋ,10282
06.04.2026,КЊАЖЕВАЦ,22245
06.04.2026,КОВАЧИЦА,20793
06.04.2026,КОВИН,27203
06.04.2026,КОСЈЕРИЋ,8830
