ПЕРИОД_ОД,ПЕРИОД_ДО,ОПШТИНА_ГРАД,ВРСТА_ПРОМЕНЕ,БРОЈ_ПРОМЕНА
18.05.2026,24.05.2026,БАЈИНА БАШТА,Упис по основу пријаве пребивалишта,4
18.05.2026,24.05.2026,БАЈИНА БАШТА,Промена личних података,7
18.05.2026,24.05.2026,БАЈИНА БАШТА,Промена адресе пребивалишта,44
18.05.2026,24.05.2026,БАЈИНА БАШТА,Брисање по основу одјаве пребивалишта,3
18.05.2026,24.05.2026,БАЈИНА БАШТА,Брисање по основу смрти лица,3
18.05.2026,24.05.2026,БАЈИНА БАШТА,Брисање по службеној дужности,2
18.05.2026,24.05.2026,БАТОЧИНА,Упис по основу пријаве пребивалишта,2
18.05.2026,24.05.2026,БАТОЧИНА,Промена личних података,2
18.05.2026,24.05.2026,БАТОЧИНА,Промена адресе пребивалишта,14
18.05.2026,24.05.2026,БАТОЧИНА,Промена адресе боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БАТОЧИНА,Брисање по основу одјаве пребивалишта,3
18.05.2026,24.05.2026,БАТОЧИНА,Брисање по основу смрти лица,2
18.05.2026,24.05.2026,БАЧ,Упис по основу стицања пунолетства,1
18.05.2026,24.05.2026,БАЧ,Упис по основу пријаве пребивалишта,2
18.05.2026,24.05.2026,БАЧ,Промена личних података,3
18.05.2026,24.05.2026,БАЧ,Промена адресе пребивалишта,2
18.05.2026,24.05.2026,БАЧ,Брисање по основу одјаве пребивалишта,4
18.05.2026,24.05.2026,БАЧ,Брисање по основу смрти лица,4
18.05.2026,24.05.2026,БАЧКА ПАЛАНКА,Упис по основу стицања пунолетства,10
18.05.2026,24.05.2026,БАЧКА ПАЛАНКА,Упис по основу пријаве пребивалишта,11
18.05.2026,24.05.2026,БАЧКА ПАЛАНКА,Промена личних података,6
18.05.2026,24.05.2026,БАЧКА ПАЛАНКА,Промена адресе пребивалишта,29
18.05.2026,24.05.2026,БАЧКА ПАЛАНКА,Брисање по основу одјаве пребивалишта,11
18.05.2026,24.05.2026,БАЧКА ПАЛАНКА,Брисање по основу смрти лица,14
18.05.2026,24.05.2026,БАЧКА ПАЛАНКА,Брисање по службеној дужности,2
18.05.2026,24.05.2026,БАЧКА ТОПОЛА,Упис по основу стицања пунолетства,8
18.05.2026,24.05.2026,БАЧКА ТОПОЛА,Упис по основу пријаве пребивалишта,5
18.05.2026,24.05.2026,БАЧКА ТОПОЛА,Промена личних података,17
18.05.2026,24.05.2026,БАЧКА ТОПОЛА,Промена адресе пребивалишта,9
18.05.2026,24.05.2026,БАЧКА ТОПОЛА,Брисање по основу дуплог уписа,1
18.05.2026,24.05.2026,БАЧКА ТОПОЛА,Брисање по основу одјаве пребивалишта,8
18.05.2026,24.05.2026,БАЧКА ТОПОЛА,Брисање по основу смрти лица,18
18.05.2026,24.05.2026,БАЧКА ТОПОЛА,Брисање по службеној дужности,15
18.05.2026,24.05.2026,БАЧКИ ПЕТРОВАЦ,Упис по основу стицања пунолетства,2
18.05.2026,24.05.2026,БАЧКИ ПЕТРОВАЦ,Упис по основу пријаве пребивалишта,4
18.05.2026,24.05.2026,БАЧКИ ПЕТРОВАЦ,Промена личних података,2
18.05.2026,24.05.2026,БАЧКИ ПЕТРОВАЦ,Промена адресе пребивалишта,1
18.05.2026,24.05.2026,БАЧКИ ПЕТРОВАЦ,Брисање по основу одјаве пребивалишта,3
18.05.2026,24.05.2026,БАЧКИ ПЕТРОВАЦ,Брисање по основу смрти лица,4
18.05.2026,24.05.2026,БЕЛА ПАЛАНКА,Упис по основу стицања пунолетства,1
18.05.2026,24.05.2026,БЕЛА ПАЛАНКА,Упис по основу пријаве пребивалишта,2
18.05.2026,24.05.2026,БЕЛА ПАЛАНКА,Промена адресе пребивалишта,3
18.05.2026,24.05.2026,БЕЛА ПАЛАНКА,Брисање по основу одјаве пребивалишта,2
18.05.2026,24.05.2026,БЕЛА ПАЛАНКА,Брисање по основу смрти лица,6
18.05.2026,24.05.2026,БЕЛА ЦРКВА,Упис по основу стицања пунолетства,3
18.05.2026,24.05.2026,БЕЛА ЦРКВА,Упис по основу пријаве пребивалишта,2
18.05.2026,24.05.2026,БЕЛА ЦРКВА,Промена личних података,2
18.05.2026,24.05.2026,БЕЛА ЦРКВА,Промена адресе пребивалишта,5
18.05.2026,24.05.2026,БЕЛА ЦРКВА,Брисање по основу одјаве пребивалишта,4
18.05.2026,24.05.2026,БЕЛА ЦРКВА,Брисање по основу смрти лица,3
18.05.2026,24.05.2026,БЕОГРАД-БАРАЈЕВО,Упис по основу стицања пунолетства,1
18.05.2026,24.05.2026,БЕОГРАД-БАРАЈЕВО,Упис по основу пријаве пребивалишта,14
18.05.2026,24.05.2026,БЕОГРАД-БАРАЈЕВО,Упис по основу враћања пословне способности,1
18.05.2026,24.05.2026,БЕОГРАД-БАРАЈЕВО,Промена личних података,10
18.05.2026,24.05.2026,БЕОГРАД-БАРАЈЕВО,Промена адресе пребивалишта,16
18.05.2026,24.05.2026,БЕОГРАД-БАРАЈЕВО,Брисање по основу одјаве пребивалишта,7
18.05.2026,24.05.2026,БЕОГРАД-БАРАЈЕВО,Брисање по основу смрти лица,12
18.05.2026,24.05.2026,БЕОГРАД-БАРАЈЕВО,Брисање боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу стицања пунолетства,30
18.05.2026,24.05.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријаве пребивалишта,92
18.05.2026,24.05.2026,БЕОГРАД-ВОЖДОВАЦ,Промена личних података,46
18.05.2026,24.05.2026,БЕОГРАД-ВОЖДОВАЦ,Промена адресе пребивалишта,46
18.05.2026,24.05.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по основу отпуста из држављанства,1
18.05.2026,24.05.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по основу одјаве пребивалишта,72
18.05.2026,24.05.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по основу смрти лица,41
18.05.2026,24.05.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по службеној дужности,5
18.05.2026,24.05.2026,БЕОГРАД-ВРАЧАР,Упис по основу стицања пунолетства,14
18.05.2026,24.05.2026,БЕОГРАД-ВРАЧАР,Упис по основу пријаве пребивалишта,39
18.05.2026,24.05.2026,БЕОГРАД-ВРАЧАР,Промена личних података,76
18.05.2026,24.05.2026,БЕОГРАД-ВРАЧАР,Промена адресе пребивалишта,10
18.05.2026,24.05.2026,БЕОГРАД-ВРАЧАР,Брисање по основу одјаве пребивалишта,37
18.05.2026,24.05.2026,БЕОГРАД-ВРАЧАР,Брисање по основу смрти лица,13
18.05.2026,24.05.2026,БЕОГРАД-ВРАЧАР,Брисање по службеној дужности,2
18.05.2026,24.05.2026,БЕОГРАД-ГРОЦКА,Упис по основу стицања пунолетства,17
18.05.2026,24.05.2026,БЕОГРАД-ГРОЦКА,Упис по основу пријаве пребивалишта,32
18.05.2026,24.05.2026,БЕОГРАД-ГРОЦКА,Упис по основу пријаве боравишта интерно расељеног лица,2
18.05.2026,24.05.2026,БЕОГРАД-ГРОЦКА,Промена личних података,21
18.05.2026,24.05.2026,БЕОГРАД-ГРОЦКА,Промена адресе пребивалишта,31
18.05.2026,24.05.2026,БЕОГРАД-ГРОЦКА,Промена адресе боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БЕОГРАД-ГРОЦКА,Брисање по основу одјаве пребивалишта,14
18.05.2026,24.05.2026,БЕОГРАД-ГРОЦКА,Брисање по основу смрти лица,21
18.05.2026,24.05.2026,БЕОГРАД-ГРОЦКА,Брисање боравишта интерно расељеног лица,2
18.05.2026,24.05.2026,БЕОГРАД-ГРОЦКА,Брисање по службеној дужности,11
18.05.2026,24.05.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу стицања пунолетства,36
18.05.2026,24.05.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријаве пребивалишта,114
18.05.2026,24.05.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријаве боравишта интерно расељеног лица,3
18.05.2026,24.05.2026,БЕОГРАД-ЗВЕЗДАРА,Промена личних података,101
18.05.2026,24.05.2026,БЕОГРАД-ЗВЕЗДАРА,Промена адресе пребивалишта,60
18.05.2026,24.05.2026,БЕОГРАД-ЗВЕЗДАРА,Промена адресе боравишта интерно расељеног лица,2
18.05.2026,24.05.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање по основу одјаве пребивалишта,85
18.05.2026,24.05.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање по основу смрти лица,27
18.05.2026,24.05.2026,БЕОГРАД-ЗЕМУН,Упис по основу стицања пунолетства,29
18.05.2026,24.05.2026,БЕОГРАД-ЗЕМУН,Упис по основу пријаве пребивалишта,84
18.05.2026,24.05.2026,БЕОГРАД-ЗЕМУН,Упис по основу пријаве боравишта интерно расељеног лица,3
18.05.2026,24.05.2026,БЕОГРАД-ЗЕМУН,Промена личних података,35
18.05.2026,24.05.2026,БЕОГРАД-ЗЕМУН,Промена адресе пребивалишта,65
18.05.2026,24.05.2026,БЕОГРАД-ЗЕМУН,Промена адресе боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БЕОГРАД-ЗЕМУН,Брисање по основу одјаве пребивалишта,40
18.05.2026,24.05.2026,БЕОГРАД-ЗЕМУН,Брисање по основу смрти лица,37
18.05.2026,24.05.2026,БЕОГРАД-ЗЕМУН,Брисање по службеној дужности,18
18.05.2026,24.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу стицања пунолетства,16
18.05.2026,24.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу пријаве пребивалишта,10
18.05.2026,24.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,2
18.05.2026,24.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Промена личних података,2
18.05.2026,24.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Промена адресе пребивалишта,39
18.05.2026,24.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу одјаве пребивалишта,15
18.05.2026,24.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу смрти лица,12
18.05.2026,24.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу стицања пунолетства,10
18.05.2026,24.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу пријаве пребивалишта,12
18.05.2026,24.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена личних података,13
18.05.2026,24.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена адресе пребивалишта,20
18.05.2026,24.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена адресе боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу одјаве пребивалишта,6
18.05.2026,24.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу смрти лица,9
18.05.2026,24.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу стицања пунолетства,37
18.05.2026,24.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријаве пребивалишта,73
18.05.2026,24.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена личних података,45
18.05.2026,24.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена адресе пребивалишта,60
18.05.2026,24.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу одјаве пребивалишта,60
18.05.2026,24.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу смрти лица,58
18.05.2026,24.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање боравишта интерно расељеног лица,2
18.05.2026,24.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по службеној дужности,23
18.05.2026,24.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу стицања пунолетства,20
18.05.2026,24.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу пријаве пребивалишта,26
18.05.2026,24.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена личних података,14
18.05.2026,24.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена адресе пребивалишта,50
18.05.2026,24.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу одјаве пребивалишта,3
18.05.2026,24.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу смрти лица,20
18.05.2026,24.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање боравишта интерно расељеног лица,2
18.05.2026,24.05.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу стицања пунолетства,27
18.05.2026,24.05.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу пријаве пребивалишта,11
18.05.2026,24.05.2026,БЕОГРАД-ПАЛИЛУЛА,Промена личних података,394
18.05.2026,24.05.2026,БЕОГРАД-ПАЛИЛУЛА,Промена адресе пребивалишта,61
18.05.2026,24.05.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу одјаве пребивалишта,71
18.05.2026,24.05.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу смрти лица,56
18.05.2026,24.05.2026,БЕОГРАД-ПАЛИЛУЛА,Потврда о изборном праву,1
18.05.2026,24.05.2026,БЕОГРАД-РАКОВИЦА,Упис по основу стицања пунолетства,7
18.05.2026,24.05.2026,БЕОГРАД-РАКОВИЦА,Упис по основу пријаве пребивалишта,65
18.05.2026,24.05.2026,БЕОГРАД-РАКОВИЦА,Упис по основу пријема у држављанство,1
18.05.2026,24.05.2026,БЕОГРАД-РАКОВИЦА,Промена личних података,32
18.05.2026,24.05.2026,БЕОГРАД-РАКОВИЦА,Промена адресе пребивалишта,16
18.05.2026,24.05.2026,БЕОГРАД-РАКОВИЦА,Брисање по основу одјаве пребивалишта,44
18.05.2026,24.05.2026,БЕОГРАД-РАКОВИЦА,Брисање по основу смрти лица,33
18.05.2026,24.05.2026,БЕОГРАД-РАКОВИЦА,Брисање боравишта интерно расељеног лица,2
18.05.2026,24.05.2026,БЕОГРАД-РАКОВИЦА,Брисање по службеној дужности,2
18.05.2026,24.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу стицања пунолетства,6
18.05.2026,24.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу пријаве пребивалишта,15
18.05.2026,24.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу пријема у држављанство,1
18.05.2026,24.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Промена личних података,18
18.05.2026,24.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Промена адресе пребивалишта,8
18.05.2026,24.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу отпуста из држављанства,1
18.05.2026,24.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу одјаве пребивалишта,21
18.05.2026,24.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу смрти лица,11
18.05.2026,24.05.2026,БЕОГРАД-СОПОТ,Упис по основу стицања пунолетства,2
18.05.2026,24.05.2026,БЕОГРАД-СОПОТ,Упис по основу пријаве пребивалишта,2
18.05.2026,24.05.2026,БЕОГРАД-СОПОТ,Упис по основу пријаве боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БЕОГРАД-СОПОТ,Промена личних података,12
18.05.2026,24.05.2026,БЕОГРАД-СОПОТ,Промена адресе пребивалишта,10
18.05.2026,24.05.2026,БЕОГРАД-СОПОТ,Промена адресе боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БЕОГРАД-СОПОТ,Брисање по основу одјаве пребивалишта,7
18.05.2026,24.05.2026,БЕОГРАД-СОПОТ,Брисање по основу смрти лица,9
18.05.2026,24.05.2026,БЕОГРАД-СТАРИ ГРАД,Упис по основу стицања пунолетства,13
18.05.2026,24.05.2026,БЕОГРАД-СТАРИ ГРАД,Упис по основу пријаве пребивалишта,84
18.05.2026,24.05.2026,БЕОГРАД-СТАРИ ГРАД,Промена личних података,25
18.05.2026,24.05.2026,БЕОГРАД-СТАРИ ГРАД,Промена адресе пребивалишта,9
18.05.2026,24.05.2026,БЕОГРАД-СТАРИ ГРАД,Брисање по основу одјаве пребивалишта,30
18.05.2026,24.05.2026,БЕОГРАД-СТАРИ ГРАД,Брисање по основу смрти лица,14
18.05.2026,24.05.2026,БЕОГРАД-СУРЧИН,Упис по основу стицања пунолетства,7
18.05.2026,24.05.2026,БЕОГРАД-СУРЧИН,Упис по основу пријаве пребивалишта,24
18.05.2026,24.05.2026,БЕОГРАД-СУРЧИН,Промена личних података,11
18.05.2026,24.05.2026,БЕОГРАД-СУРЧИН,Промена адресе пребивалишта,19
18.05.2026,24.05.2026,БЕОГРАД-СУРЧИН,Брисање по основу одјаве пребивалишта,9
18.05.2026,24.05.2026,БЕОГРАД-СУРЧИН,Брисање по основу смрти лица,12
18.05.2026,24.05.2026,БЕОГРАД-СУРЧИН,Брисање по службеној дужности,2
18.05.2026,24.05.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу стицања пунолетства,34
18.05.2026,24.05.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу пријаве пребивалишта,68
18.05.2026,24.05.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу пријема у држављанство,1
18.05.2026,24.05.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу пријаве боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БЕОГРАД-ЧУКАРИЦА,Промена личних података,34
18.05.2026,24.05.2026,БЕОГРАД-ЧУКАРИЦА,Промена адресе пребивалишта,47
18.05.2026,24.05.2026,БЕОГРАД-ЧУКАРИЦА,Промена адресе боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по основу одјаве пребивалишта,47
18.05.2026,24.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по основу смрти лица,52
18.05.2026,24.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање боравишта интерно расељеног лица,4
18.05.2026,24.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по службеној дужности,21
18.05.2026,24.05.2026,БЕОЧИН,Упис по основу стицања пунолетства,2
18.05.2026,24.05.2026,БЕОЧИН,Упис по основу пријаве пребивалишта,5
18.05.2026,24.05.2026,БЕОЧИН,Упис по основу пријема у држављанство,3
18.05.2026,24.05.2026,БЕОЧИН,Промена личних података,2
18.05.2026,24.05.2026,БЕОЧИН,Промена адресе пребивалишта,6
18.05.2026,24.05.2026,БЕОЧИН,Брисање по основу одјаве пребивалишта,3
18.05.2026,24.05.2026,БЕОЧИН,Брисање по службеној дужности,1
18.05.2026,24.05.2026,БЕЧЕЈ,Упис по основу стицања пунолетства,7
18.05.2026,24.05.2026,БЕЧЕЈ,Упис по основу пријаве пребивалишта,7
18.05.2026,24.05.2026,БЕЧЕЈ,Промена личних података,30
18.05.2026,24.05.2026,БЕЧЕЈ,Промена адресе пребивалишта,23
18.05.2026,24.05.2026,БЕЧЕЈ,Брисање по основу одјаве пребивалишта,3
18.05.2026,24.05.2026,БЕЧЕЈ,Брисање по основу смрти лица,9
18.05.2026,24.05.2026,БЕЧЕЈ,Брисање по службеној дужности,1
18.05.2026,24.05.2026,БЛАЦЕ,Упис по основу стицања пунолетства,1
18.05.2026,24.05.2026,БЛАЦЕ,Промена адресе пребивалишта,3
18.05.2026,24.05.2026,БЛАЦЕ,Брисање по основу одјаве пребивалишта,2
18.05.2026,24.05.2026,БЛАЦЕ,Брисање по основу смрти лица,1
18.05.2026,24.05.2026,БОГАТИЋ,Упис по основу стицања пунолетства,12
18.05.2026,24.05.2026,БОГАТИЋ,Упис по основу пријаве пребивалишта,13
18.05.2026,24.05.2026,БОГАТИЋ,Промена личних података,6
18.05.2026,24.05.2026,БОГАТИЋ,Промена адресе пребивалишта,10
18.05.2026,24.05.2026,БОГАТИЋ,Брисање по основу одјаве пребивалишта,4
18.05.2026,24.05.2026,БОГАТИЋ,Брисање по основу смрти лица,3
18.05.2026,24.05.2026,БОЈНИК,Упис по основу стицања пунолетства,2
18.05.2026,24.05.2026,БОЈНИК,Промена адресе пребивалишта,6
18.05.2026,24.05.2026,БОЈНИК,Брисање по основу одјаве пребивалишта,1
18.05.2026,24.05.2026,БОЈНИК,Брисање по основу смрти лица,4
18.05.2026,24.05.2026,БОЉЕВАЦ,Упис по основу стицања пунолетства,1
18.05.2026,24.05.2026,БОЉЕВАЦ,Упис по основу пријаве пребивалишта,1
18.05.2026,24.05.2026,БОЉЕВАЦ,Промена личних података,1
18.05.2026,24.05.2026,БОЉЕВАЦ,Промена адресе пребивалишта,5
18.05.2026,24.05.2026,БОЉЕВАЦ,Брисање по основу одјаве пребивалишта,7
18.05.2026,24.05.2026,БОЉЕВАЦ,Брисање по основу смрти лица,9
18.05.2026,24.05.2026,БОЉЕВАЦ,Брисање боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БОР - ГРАД,Упис по основу стицања пунолетства,5
18.05.2026,24.05.2026,БОР - ГРАД,Упис по основу пријаве пребивалишта,8
18.05.2026,24.05.2026,БОР - ГРАД,Промена личних података,6
18.05.2026,24.05.2026,БОР - ГРАД,Промена адресе пребивалишта,18
18.05.2026,24.05.2026,БОР - ГРАД,Промена адресе боравишта интерно расељеног лица,1
18.05.2026,24.05.2026,БОР - ГРАД,Брисање по основу одјаве пребивалишта,10
18.05.2026,24.05.2026,БОР - ГРАД,Брисање по основу смрти лица,16
18.05.2026,24.05.2026,БОР - ГРАД,Брисање по службеној дужности,8
18.05.2026,24.05.2026,БОСИЛЕГРАД,Упис по основу стицања пунолетства,1
18.05.2026,24.05.2026,БОСИЛЕГРАД,Промена адресе пребивалишта,12
18.05.2026,24.05.2026,БОСИЛЕГРАД,Брисање по основу одјаве пребивалишта,1
18.05.2026,24.05.2026,БОСИЛЕГРАД,Брисање по основу смрти лица,4
18.05.2026,24.05.2026,БРУС,Упис по основу стицања пунолетства,1
18.05.2026,24.05.2026,БРУС,Упис по основу пријаве пребивалишта,2
18.05.2026,24.05.2026,БРУС,Промена личних података,1
18.05.2026,24.05.2026,БРУС,Промена адресе пребивалишта,20
18.05.2026,24.05.2026,БРУС,Брисање по основу одјаве пребивалишта,1
18.05.2026,24.05.2026,БРУС,Брисање по основу смрти лица,2
18.05.2026,24.05.2026,БУЈАНОВАЦ,Упис по основу стицања пунолетства,19
18.05.2026,24.05.2026,БУЈАНОВАЦ,Упис по основу пријаве пребивалишта,6
18.05.2026,24.05.2026,БУЈАНОВАЦ,Промена личних података,76
18.05.2026,24.05.2026,БУЈАНОВАЦ,Промена адресе пребивалишта,74
18.05.2026,24.05.2026,БУЈАНОВАЦ,Брисање по основу одјаве пребивалишта,4
18.05.2026,24.05.2026,БУЈАНОВАЦ,Брисање по основу смрти лица,6
18.05.2026,24.05.2026,БУЈАНОВАЦ,Исправка техничке грешке,1
18.05.2026,24.05.2026,БУЈАНОВАЦ,Брисање по службеној дужности,1
18.05.2026,24.05.2026,ВАЉЕВО - ГРАД,Упис по основу стицања пунолетства,17
18.05.2026,24.05.2026,ВАЉЕВО - ГРАД,Упис по основу пријаве пребивалишта,9
