ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
10.08.2026,АДА,14300
10.08.2026,АЛЕКСАНДРОВАЦ,20647
10.08.2026,АЛЕКСИНАЦ,39227
10.08.2026,АЛИБУНАР,16686
10.08.2026,АПАТИН,23424
10.08.2026,АРАНЂЕЛОВАЦ,36819
10.08.2026,АРИЉЕ,14760
10.08.2026,БАБУШНИЦА,7927
10.08.2026,БАЈИНА БАШТА,21392
10.08.2026,БАТОЧИНА,9673
10.08.2026,БАЧ,11802
10.08.2026,БАЧКА ПАЛАНКА,44434
10.08.2026,БАЧКА ТОПОЛА,26643
10.08.2026,БАЧКИ ПЕТРОВАЦ,11635
10.08.2026,БЕЛА ПАЛАНКА,8277
10.08.2026,БЕЛА ЦРКВА,15388
10.08.2026,БЕОГРАД-БАРАЈЕВО,24020
10.08.2026,БЕОГРАД-ВОЖДОВАЦ,163036
10.08.2026,БЕОГРАД-ВРАЧАР,62913
10.08.2026,БЕОГРАД-ГРОЦКА,73809
10.08.2026,БЕОГРАД-ЗВЕЗДАРА,164429
10.08.2026,БЕОГРАД-ЗЕМУН,171116
10.08.2026,БЕОГРАД-ЛАЗАРЕВАЦ,49662
10.08.2026,БЕОГРАД-МЛАДЕНОВАЦ,45254
10.08.2026,БЕОГРАД-НОВИ БЕОГРАД,202231
10.08.2026,БЕОГРАД-ОБРЕНОВАЦ,64280
10.08.2026,БЕОГРАД-ПАЛИЛУЛА,175697
10.08.2026,БЕОГРАД-РАКОВИЦА,99000
10.08.2026,БЕОГРАД-САВСКИ ВЕНАЦ,41208
10.08.2026,БЕОГРАД-СОПОТ,17355
10.08.2026,БЕОГРАД-СТАРИ ГРАД,52916
10.08.2026,БЕОГРАД-СУРЧИН,41073
10.08.2026,БЕОГРАД-ЧУКАРИЦА,163176
10.08.2026,БЕОЧИН,13289
10.08.2026,БЕЧЕЈ,30427
10.08.2026,БЛАЦЕ,8166
10.08.2026,БОГАТИЋ,23831
10.08.2026,БОЈНИК,8039
10.08.2026,БОЉЕВАЦ,9399
10.08.2026,БОР - ГРАД,38255
10.08.2026,БОСИЛЕГРАД,6984
10.08.2026,БРУС,12287
10.08.2026,БУЈАНОВАЦ,44401
10.08.2026,ВАЉЕВО - ГРАД,74260
10.08.2026,ВАРВАРИН,14578
10.08.2026,ВЕЛИКА ПЛАНА,34960
10.08.2026,ВЕЛИКО ГРАДИШТЕ,18665
10.08.2026,ВИТИНА,2411
10.08.2026,ВЛАДИМИРЦИ,13530
10.08.2026,ВЛАДИЧИН ХАН,15869
10.08.2026,ВЛАСОТИНЦЕ,22374
10.08.2026,ВРАЊЕ - ГРАД,59705
10.08.2026,ВРАЊЕ-ВРАЊСКА БАЊА,7891
10.08.2026,ВРБАС,33426
10.08.2026,ВРЊАЧКА БАЊА,23569
10.08.2026,ВРШАЦ - ГРАД,43536
10.08.2026,ВУЧИТРН,3602
10.08.2026,ГАЏИН ХАН,5267
10.08.2026,ГЊИЛАНЕ,8016
10.08.2026,ГОЛУБАЦ,7847
10.08.2026,ГОРА,6903
10.08.2026,ГОРЊИ МИЛАНОВАЦ,34184
10.08.2026,ДЕСПОТОВАЦ,21128
10.08.2026,ДИМИТРОВГРАД,7721
10.08.2026,ДОЉЕВАЦ,13699
10.08.2026,ЖАБАЉ,21115
10.08.2026,ЖАБАРИ,11037
10.08.2026,ЖАГУБИЦА,10269
10.08.2026,ЖИТИШТЕ,13298
10.08.2026,ЖИТОРАЂА,11732
10.08.2026,ЗАЈЕЧАР - ГРАД,46801
10.08.2026,ЗВЕЧАН,5483
10.08.2026,ЗРЕЊАНИН - ГРАД,98138
10.08.2026,ЗУБИН ПОТОК,4276
10.08.2026,ИВАЊИЦА,24048
10.08.2026,ИНЂИЈА,40540
