ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
04.05.2026,НИШ-ЦРВЕНИ КРСТ,29293
04.05.2026,НОВА ВАРОШ,12152
04.05.2026,НОВА ЦРЊА,7757
04.05.2026,НОВИ БЕЧЕЈ,18136
04.05.2026,НОВИ КНЕЖЕВАЦ,8322
04.05.2026,НОВИ ПАЗАР - ГРАД,94245
04.05.2026,НОВИ САД - ГРАД,343877
04.05.2026,НОВО БРДО,962
04.05.2026,ОБИЛИЋ,3570
04.05.2026,ОПОВО,7986
04.05.2026,ОРАХОВАЦ,1552
04.05.2026,ОСЕЧИНА,8906
04.05.2026,ОЏАЦИ,23353
04.05.2026,ПАНЧЕВО - ГРАД,106231
04.05.2026,ПАРАЋИН,45590
04.05.2026,ПЕТРОВАЦ НА МЛАВИ,30654
04.05.2026,ПЕЋ,3933
04.05.2026,ПЕЋИНЦИ,15469
04.05.2026,ПИРОТ - ГРАД,44416
04.05.2026,ПЛАНДИШТЕ,8295
04.05.2026,ПОДУЈЕВО,411
04.05.2026,ПОЖАРЕВАЦ,56953
04.05.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11339
04.05.2026,ПОЖЕГА,22511
04.05.2026,ПРЕШЕВО,44195
04.05.2026,ПРИБОЈ,26722
04.05.2026,ПРИЗРЕН,4619
04.05.2026,ПРИЈЕПОЉЕ,31586
04.05.2026,ПРИШТИНА - ГРАД,13882
04.05.2026,ПРОКУПЉЕ - ГРАД,35420
04.05.2026,РАЖАЊ,5918
04.05.2026,РАЧА,8918
04.05.2026,РАШКА,19534
04.05.2026,РЕКОВАЦ,7873
04.05.2026,РУМА,45320
04.05.2026,СВИЛАЈНАЦ,23484
04.05.2026,СВРЉИГ,9840
04.05.2026,СЕНТА,19352
04.05.2026,СЕЧАЊ,10163
04.05.2026,СЈЕНИЦА,27836
04.05.2026,СМЕДЕРЕВО - ГРАД,93977
04.05.2026,СМЕДЕРЕВСКА ПАЛАНКА,38862
04.05.2026,СОКОБАЊА,12844
04.05.2026,СОМБОР - ГРАД,69818
04.05.2026,СРБИЦА,292
04.05.2026,СРБОБРАН,13066
04.05.2026,СРЕМСКА МИТРОВИЦА - ГРАД,68027
04.05.2026,СРЕМСКИ КАРЛОВЦИ,7908
04.05.2026,СТАРА ПАЗОВА,56831
04.05.2026,СУБОТИЦА - ГРАД,124449
04.05.2026,СУРДУЛИЦА,16127
04.05.2026,ТЕМЕРИН,24779
04.05.2026,ТИТЕЛ,12558
04.05.2026,ТОПОЛА,17226
04.05.2026,ТРГОВИШТЕ,4393
04.05.2026,ТРСТЕНИК,33440
04.05.2026,ТУТИН,33694
04.05.2026,ЋИЋЕВАЦ,7140
04.05.2026,ЋУПРИЈА,27879
04.05.2026,УБ,22420
04.05.2026,УЖИЦЕ - ГРАД,56903
04.05.2026,УЖИЦЕ-СЕВОЈНО,5538
04.05.2026,УРОШЕВАЦ,3865
04.05.2026,ЦРНА ТРАВА,938
04.05.2026,ЧАЈЕТИНА,14427
04.05.2026,ЧАЧАК - ГРАД,93777
04.05.2026,ЧОКА,8522
04.05.2026,ШАБАЦ - ГРАД,99088
04.05.2026,ШИД,28833
04.05.2026,ШТРПЦЕ,5840
