ПЕРИОД_ОД,ПЕРИОД_ДО,ОПШТИНА_ГРАД,ВРСТА_ПРОМЕНЕ,БРОЈ_ПРОМЕНА
25.05.2026,31.05.2026,АРАНЂЕЛОВАЦ,Упис по основу пријаве пребивалишта,15
25.05.2026,31.05.2026,АРАНЂЕЛОВАЦ,Промена личних података,3
25.05.2026,31.05.2026,АРАНЂЕЛОВАЦ,Промена адресе пребивалишта,11
25.05.2026,31.05.2026,АРАНЂЕЛОВАЦ,Брисање по основу одјаве пребивалишта,11
25.05.2026,31.05.2026,АРАНЂЕЛОВАЦ,Брисање по основу смрти лица,6
25.05.2026,31.05.2026,АРИЉЕ,Упис по основу стицања пунолетства,3
25.05.2026,31.05.2026,АРИЉЕ,Упис по основу пријаве пребивалишта,2
25.05.2026,31.05.2026,АРИЉЕ,Промена личних података,3
25.05.2026,31.05.2026,АРИЉЕ,Промена адресе пребивалишта,16
25.05.2026,31.05.2026,АРИЉЕ,Брисање по основу одјаве пребивалишта,1
25.05.2026,31.05.2026,АРИЉЕ,Брисање по основу смрти лица,2
25.05.2026,31.05.2026,АРИЉЕ,Потврда о упису у бирачки списак,1
25.05.2026,31.05.2026,БАБУШНИЦА,Упис по основу стицања пунолетства,3
25.05.2026,31.05.2026,БАБУШНИЦА,Упис по основу пријаве пребивалишта,1
25.05.2026,31.05.2026,БАБУШНИЦА,Промена личних података,2
25.05.2026,31.05.2026,БАБУШНИЦА,Промена адресе пребивалишта,5
25.05.2026,31.05.2026,БАБУШНИЦА,Брисање по основу одјаве пребивалишта,2
25.05.2026,31.05.2026,БАБУШНИЦА,Брисање по основу смрти лица,3
25.05.2026,31.05.2026,БАЈИНА БАШТА,Упис по основу стицања пунолетства,2
25.05.2026,31.05.2026,БАЈИНА БАШТА,Упис по основу пријаве пребивалишта,6
25.05.2026,31.05.2026,БАЈИНА БАШТА,Промена личних података,12
25.05.2026,31.05.2026,БАЈИНА БАШТА,Промена адресе пребивалишта,25
25.05.2026,31.05.2026,БАЈИНА БАШТА,Брисање по основу одјаве пребивалишта,3
25.05.2026,31.05.2026,БАЈИНА БАШТА,Брисање по основу смрти лица,1
25.05.2026,31.05.2026,БАЈИНА БАШТА,Брисање по службеној дужности,2
25.05.2026,31.05.2026,БАТОЧИНА,Упис по основу стицања пунолетства,2
25.05.2026,31.05.2026,БАТОЧИНА,Упис по основу пријаве пребивалишта,2
25.05.2026,31.05.2026,БАТОЧИНА,Промена адресе пребивалишта,9
25.05.2026,31.05.2026,БАТОЧИНА,Брисање по основу одјаве пребивалишта,3
25.05.2026,31.05.2026,БАТОЧИНА,Брисање по основу смрти лица,1
25.05.2026,31.05.2026,БАЧ,Упис по основу стицања пунолетства,2
25.05.2026,31.05.2026,БАЧ,Упис по основу пријаве пребивалишта,3
25.05.2026,31.05.2026,БАЧ,Промена личних података,1
25.05.2026,31.05.2026,БАЧ,Промена адресе пребивалишта,3
25.05.2026,31.05.2026,БАЧ,Брисање по основу смрти лица,4
25.05.2026,31.05.2026,БАЧКА ПАЛАНКА,Упис по основу стицања пунолетства,7
25.05.2026,31.05.2026,БАЧКА ПАЛАНКА,Упис по основу пријаве пребивалишта,12
25.05.2026,31.05.2026,БАЧКА ПАЛАНКА,Промена личних података,3
25.05.2026,31.05.2026,БАЧКА ПАЛАНКА,Промена адресе пребивалишта,31
25.05.2026,31.05.2026,БАЧКА ПАЛАНКА,Брисање по основу одјаве пребивалишта,2
25.05.2026,31.05.2026,БАЧКА ПАЛАНКА,Брисање по основу смрти лица,17
25.05.2026,31.05.2026,БАЧКА ТОПОЛА,Упис по основу стицања пунолетства,1
25.05.2026,31.05.2026,БАЧКА ТОПОЛА,Упис по основу пријаве пребивалишта,2
25.05.2026,31.05.2026,БАЧКА ТОПОЛА,Промена личних података,58
25.05.2026,31.05.2026,БАЧКА ТОПОЛА,Промена адресе пребивалишта,17
25.05.2026,31.05.2026,БАЧКА ТОПОЛА,Брисање по основу дуплог уписа,3
25.05.2026,31.05.2026,БАЧКА ТОПОЛА,Брисање по основу одјаве пребивалишта,4
25.05.2026,31.05.2026,БАЧКА ТОПОЛА,Брисање по основу смрти лица,9
25.05.2026,31.05.2026,БАЧКА ТОПОЛА,Брисање по службеној дужности,2
25.05.2026,31.05.2026,БАЧКИ ПЕТРОВАЦ,Упис по основу стицања пунолетства,2
25.05.2026,31.05.2026,БАЧКИ ПЕТРОВАЦ,Упис по основу пријаве пребивалишта,4
25.05.2026,31.05.2026,БАЧКИ ПЕТРОВАЦ,Упис по основу пријема у држављанство,1
25.05.2026,31.05.2026,БАЧКИ ПЕТРОВАЦ,Промена личних података,1
25.05.2026,31.05.2026,БАЧКИ ПЕТРОВАЦ,Промена адресе пребивалишта,5
25.05.2026,31.05.2026,БАЧКИ ПЕТРОВАЦ,Брисање по основу смрти лица,7
25.05.2026,31.05.2026,БЕЛА ПАЛАНКА,Упис по основу стицања пунолетства,3
25.05.2026,31.05.2026,БЕЛА ПАЛАНКА,Упис по основу пријаве пребивалишта,3
25.05.2026,31.05.2026,БЕЛА ПАЛАНКА,Промена адресе пребивалишта,6
25.05.2026,31.05.2026,БЕЛА ПАЛАНКА,Брисање по основу одјаве пребивалишта,6
25.05.2026,31.05.2026,БЕЛА ПАЛАНКА,Брисање по основу смрти лица,6
25.05.2026,31.05.2026,БЕЛА ЦРКВА,Упис по основу стицања пунолетства,5
25.05.2026,31.05.2026,БЕЛА ЦРКВА,Упис по основу пријаве пребивалишта,5
25.05.2026,31.05.2026,БЕЛА ЦРКВА,Промена личних података,3
25.05.2026,31.05.2026,БЕЛА ЦРКВА,Промена адресе пребивалишта,3
25.05.2026,31.05.2026,БЕЛА ЦРКВА,Брисање по основу одјаве пребивалишта,1
25.05.2026,31.05.2026,БЕЛА ЦРКВА,Брисање по основу смрти лица,5
25.05.2026,31.05.2026,БЕОГРАД-БАРАЈЕВО,Брисање по основу одјаве пребивалишта,11
25.05.2026,31.05.2026,БЕОГРАД-БАРАЈЕВО,Брисање по основу смрти лица,6
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу стицања пунолетства,30
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријаве пребивалишта,114
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,1
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Промена личних података,51
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Промена адресе пребивалишта,45
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Промена адресе боравишта интерно расељеног лица,2
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по основу одјаве пребивалишта,61
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по основу смрти лица,41
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање боравишта интерно расељеног лица,2
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Потврда о упису у бирачки списак,1
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Потврда о изборном праву,1
25.05.2026,31.05.2026,БЕОГРАД-ВОЖДОВАЦ,Исправка техничке грешке,1
25.05.2026,31.05.2026,БЕОГРАД-ВРАЧАР,Упис по основу стицања пунолетства,7
25.05.2026,31.05.2026,БЕОГРАД-ВРАЧАР,Упис по основу пријаве пребивалишта,43
25.05.2026,31.05.2026,БЕОГРАД-ВРАЧАР,Промена личних података,70
25.05.2026,31.05.2026,БЕОГРАД-ВРАЧАР,Промена адресе пребивалишта,9
25.05.2026,31.05.2026,БЕОГРАД-ВРАЧАР,Брисање по основу одјаве пребивалишта,47
25.05.2026,31.05.2026,БЕОГРАД-ВРАЧАР,Брисање по основу смрти лица,13
25.05.2026,31.05.2026,БЕОГРАД-ВРАЧАР,Брисање по службеној дужности,8
25.05.2026,31.05.2026,БЕОГРАД-ГРОЦКА,Упис по основу стицања пунолетства,13
25.05.2026,31.05.2026,БЕОГРАД-ГРОЦКА,Упис по основу пријаве пребивалишта,21
25.05.2026,31.05.2026,БЕОГРАД-ГРОЦКА,Упис по основу пријаве боравишта интерно расељеног лица,2
25.05.2026,31.05.2026,БЕОГРАД-ГРОЦКА,Промена личних података,23
25.05.2026,31.05.2026,БЕОГРАД-ГРОЦКА,Промена адресе пребивалишта,26
25.05.2026,31.05.2026,БЕОГРАД-ГРОЦКА,Брисање по основу одјаве пребивалишта,11
25.05.2026,31.05.2026,БЕОГРАД-ГРОЦКА,Брисање по основу смрти лица,21
25.05.2026,31.05.2026,БЕОГРАД-ГРОЦКА,Брисање боравишта интерно расељеног лица,1
25.05.2026,31.05.2026,БЕОГРАД-ГРОЦКА,Брисање по службеној дужности,6
25.05.2026,31.05.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу стицања пунолетства,40
25.05.2026,31.05.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријаве пребивалишта,110
25.05.2026,31.05.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријаве боравишта интерно расељеног лица,3
25.05.2026,31.05.2026,БЕОГРАД-ЗВЕЗДАРА,Промена личних података,190
25.05.2026,31.05.2026,БЕОГРАД-ЗВЕЗДАРА,Промена адресе пребивалишта,69
25.05.2026,31.05.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање по основу одјаве пребивалишта,84
25.05.2026,31.05.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање по основу смрти лица,38
25.05.2026,31.05.2026,БЕОГРАД-ЗЕМУН,Упис по основу стицања пунолетства,31
25.05.2026,31.05.2026,БЕОГРАД-ЗЕМУН,Упис по основу пријаве пребивалишта,85
25.05.2026,31.05.2026,БЕОГРАД-ЗЕМУН,Упис по основу пријаве боравишта интерно расељеног лица,1
25.05.2026,31.05.2026,БЕОГРАД-ЗЕМУН,Промена личних података,15
25.05.2026,31.05.2026,БЕОГРАД-ЗЕМУН,Промена адресе пребивалишта,53
25.05.2026,31.05.2026,БЕОГРАД-ЗЕМУН,Брисање по основу одјаве пребивалишта,40
25.05.2026,31.05.2026,БЕОГРАД-ЗЕМУН,Брисање по основу смрти лица,37
25.05.2026,31.05.2026,БЕОГРАД-ЗЕМУН,Брисање по службеној дужности,7
25.05.2026,31.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу стицања пунолетства,10
25.05.2026,31.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу пријаве пребивалишта,22
25.05.2026,31.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Промена личних података,24
25.05.2026,31.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Промена адресе пребивалишта,34
25.05.2026,31.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Промена адресе боравишта интерно расељеног лица,1
25.05.2026,31.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу одјаве пребивалишта,5
25.05.2026,31.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу смрти лица,17
25.05.2026,31.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по службеној дужности,1
25.05.2026,31.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу стицања пунолетства,6
25.05.2026,31.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу пријаве пребивалишта,15
25.05.2026,31.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,3
25.05.2026,31.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена личних података,70
25.05.2026,31.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена адресе пребивалишта,15
25.05.2026,31.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу одјаве пребивалишта,6
25.05.2026,31.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу смрти лица,10
25.05.2026,31.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање боравишта интерно расељеног лица,2
25.05.2026,31.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по службеној дужности,4
25.05.2026,31.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу стицања пунолетства,43
25.05.2026,31.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријаве пребивалишта,88
25.05.2026,31.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријема у држављанство,1
25.05.2026,31.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријаве боравишта интерно расељеног лица,1
25.05.2026,31.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена личних података,31
25.05.2026,31.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена адресе пребивалишта,62
25.05.2026,31.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу одјаве пребивалишта,64
25.05.2026,31.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу смрти лица,55
25.05.2026,31.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по службеној дужности,2
25.05.2026,31.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу стицања пунолетства,16
25.05.2026,31.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу пријаве пребивалишта,9
25.05.2026,31.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена личних података,17
25.05.2026,31.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена адресе пребивалишта,43
25.05.2026,31.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу одјаве пребивалишта,8
25.05.2026,31.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу смрти лица,22
25.05.2026,31.05.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу стицања пунолетства,31
25.05.2026,31.05.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу пријаве пребивалишта,8
25.05.2026,31.05.2026,БЕОГРАД-ПАЛИЛУЛА,Промена личних података,380
25.05.2026,31.05.2026,БЕОГРАД-ПАЛИЛУЛА,Промена адресе пребивалишта,40
25.05.2026,31.05.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу одјаве пребивалишта,49
25.05.2026,31.05.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу смрти лица,44
25.05.2026,31.05.2026,БЕОГРАД-РАКОВИЦА,Упис по основу стицања пунолетства,27
25.05.2026,31.05.2026,БЕОГРАД-РАКОВИЦА,Упис по основу пријаве пребивалишта,67
25.05.2026,31.05.2026,БЕОГРАД-РАКОВИЦА,Упис по основу пријаве боравишта интерно расељеног лица,4
25.05.2026,31.05.2026,БЕОГРАД-РАКОВИЦА,Промена личних података,21
25.05.2026,31.05.2026,БЕОГРАД-РАКОВИЦА,Промена адресе пребивалишта,24
25.05.2026,31.05.2026,БЕОГРАД-РАКОВИЦА,Брисање по основу одјаве пребивалишта,31
25.05.2026,31.05.2026,БЕОГРАД-РАКОВИЦА,Брисање по основу смрти лица,20
25.05.2026,31.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу стицања пунолетства,12
25.05.2026,31.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу пријаве пребивалишта,34
25.05.2026,31.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу пријема у држављанство,1
25.05.2026,31.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Промена личних података,15
25.05.2026,31.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Промена адресе пребивалишта,6
25.05.2026,31.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу одјаве пребивалишта,19
25.05.2026,31.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу смрти лица,7
25.05.2026,31.05.2026,БЕОГРАД-СОПОТ,Упис по основу стицања пунолетства,7
25.05.2026,31.05.2026,БЕОГРАД-СОПОТ,Упис по основу пријаве пребивалишта,24
25.05.2026,31.05.2026,БЕОГРАД-СОПОТ,Промена личних података,11
25.05.2026,31.05.2026,БЕОГРАД-СОПОТ,Промена адресе пребивалишта,12
25.05.2026,31.05.2026,БЕОГРАД-СОПОТ,Промена адресе боравишта интерно расељеног лица,1
25.05.2026,31.05.2026,БЕОГРАД-СОПОТ,Брисање по основу одјаве пребивалишта,5
25.05.2026,31.05.2026,БЕОГРАД-СОПОТ,Брисање по основу смрти лица,3
25.05.2026,31.05.2026,БЕОГРАД-СТАРИ ГРАД,Упис по основу стицања пунолетства,7
25.05.2026,31.05.2026,БЕОГРАД-СТАРИ ГРАД,Упис по основу пријаве пребивалишта,30
25.05.2026,31.05.2026,БЕОГРАД-СТАРИ ГРАД,Промена личних података,14
25.05.2026,31.05.2026,БЕОГРАД-СТАРИ ГРАД,Промена адресе пребивалишта,13
25.05.2026,31.05.2026,БЕОГРАД-СТАРИ ГРАД,Брисање по основу одјаве пребивалишта,21
25.05.2026,31.05.2026,БЕОГРАД-СТАРИ ГРАД,Брисање по основу смрти лица,7
25.05.2026,31.05.2026,БЕОГРАД-СУРЧИН,Упис по основу стицања пунолетства,5
25.05.2026,31.05.2026,БЕОГРАД-СУРЧИН,Упис по основу пријаве пребивалишта,29
25.05.2026,31.05.2026,БЕОГРАД-СУРЧИН,Промена личних података,9
25.05.2026,31.05.2026,БЕОГРАД-СУРЧИН,Промена адресе пребивалишта,4
25.05.2026,31.05.2026,БЕОГРАД-СУРЧИН,Брисање по основу одјаве пребивалишта,12
25.05.2026,31.05.2026,БЕОГРАД-СУРЧИН,Брисање по основу смрти лица,7
25.05.2026,31.05.2026,БЕОГРАД-СУРЧИН,Брисање по службеној дужности,4
25.05.2026,31.05.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу стицања пунолетства,29
25.05.2026,31.05.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу пријаве пребивалишта,52
25.05.2026,31.05.2026,БЕОГРАД-ЧУКАРИЦА,Промена личних података,30
25.05.2026,31.05.2026,БЕОГРАД-ЧУКАРИЦА,Промена адресе пребивалишта,32
25.05.2026,31.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по основу одјаве пребивалишта,51
25.05.2026,31.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по основу смрти лица,39
25.05.2026,31.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање боравишта интерно расељеног лица,1
25.05.2026,31.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по службеној дужности,7
25.05.2026,31.05.2026,БЕОЧИН,Упис по основу стицања пунолетства,7
25.05.2026,31.05.2026,БЕОЧИН,Упис по основу пријаве пребивалишта,2
25.05.2026,31.05.2026,БЕОЧИН,Промена личних података,4
25.05.2026,31.05.2026,БЕОЧИН,Промена адресе пребивалишта,6
25.05.2026,31.05.2026,БЕОЧИН,Брисање по основу одјаве пребивалишта,3
25.05.2026,31.05.2026,БЕОЧИН,Брисање по основу смрти лица,1
25.05.2026,31.05.2026,БЕОЧИН,Брисање боравишта интерно расељеног лица,7
25.05.2026,31.05.2026,БЕЧЕЈ,Упис по основу стицања пунолетства,6
25.05.2026,31.05.2026,БЕЧЕЈ,Упис по основу пријаве пребивалишта,5
25.05.2026,31.05.2026,БЕЧЕЈ,Промена личних података,25
25.05.2026,31.05.2026,БЕЧЕЈ,Промена адресе пребивалишта,9
25.05.2026,31.05.2026,БЕЧЕЈ,Брисање по основу одјаве пребивалишта,7
25.05.2026,31.05.2026,БЕЧЕЈ,Брисање по основу смрти лица,10
25.05.2026,31.05.2026,БЛАЦЕ,Упис по основу стицања пунолетства,3
25.05.2026,31.05.2026,БЛАЦЕ,Упис по основу пријаве пребивалишта,10
25.05.2026,31.05.2026,БЛАЦЕ,Промена личних података,1
25.05.2026,31.05.2026,БЛАЦЕ,Промена адресе пребивалишта,6
25.05.2026,31.05.2026,БЛАЦЕ,Брисање по основу одјаве пребивалишта,2
25.05.2026,31.05.2026,БЛАЦЕ,Брисање по основу смрти лица,3
25.05.2026,31.05.2026,БОГАТИЋ,Упис по основу стицања пунолетства,1
25.05.2026,31.05.2026,БОГАТИЋ,Упис по основу пријаве пребивалишта,7
25.05.2026,31.05.2026,БОГАТИЋ,Промена личних података,7
25.05.2026,31.05.2026,БОГАТИЋ,Промена адресе пребивалишта,7
25.05.2026,31.05.2026,БОГАТИЋ,Брисање по основу отпуста из држављанства,1
25.05.2026,31.05.2026,БОГАТИЋ,Брисање по основу одјаве пребивалишта,6
25.05.2026,31.05.2026,БОГАТИЋ,Брисање по основу смрти лица,5
25.05.2026,31.05.2026,БОГАТИЋ,Брисање по службеној дужности,1
25.05.2026,31.05.2026,БОЈНИК,Упис по основу стицања пунолетства,5
25.05.2026,31.05.2026,БОЈНИК,Упис по основу пријаве пребивалишта,2
25.05.2026,31.05.2026,БОЈНИК,Промена адресе пребивалишта,12
25.05.2026,31.05.2026,БОЈНИК,Брисање по основу одјаве пребивалишта,2
25.05.2026,31.05.2026,БОЈНИК,Брисање по основу смрти лица,5
25.05.2026,31.05.2026,БОЉЕВАЦ,Упис по основу стицања пунолетства,1
25.05.2026,31.05.2026,БОЉЕВАЦ,Промена личних података,1
25.05.2026,31.05.2026,БОЉЕВАЦ,Промена адресе пребивалишта,5
25.05.2026,31.05.2026,БОЉЕВАЦ,Брисање по основу одјаве пребивалишта,2
25.05.2026,31.05.2026,БОЉЕВАЦ,Брисање по основу смрти лица,1
25.05.2026,31.05.2026,БОР - ГРАД,Упис по основу стицања пунолетства,9
25.05.2026,31.05.2026,БОР - ГРАД,Упис по основу пријаве пребивалишта,14
25.05.2026,31.05.2026,БОР - ГРАД,Промена личних података,11
25.05.2026,31.05.2026,БОР - ГРАД,Промена адресе пребивалишта,11
25.05.2026,31.05.2026,БОР - ГРАД,Брисање по основу одјаве пребивалишта,10
25.05.2026,31.05.2026,БОР - ГРАД,Брисање по основу смрти лица,13
25.05.2026,31.05.2026,БОР - ГРАД,Брисање по службеној дужности,1
25.05.2026,31.05.2026,БОСИЛЕГРАД,Упис по основу стицања пунолетства,1
25.05.2026,31.05.2026,БОСИЛЕГРАД,Упис по основу пријаве пребивалишта,4
25.05.2026,31.05.2026,БОСИЛЕГРАД,Промена личних података,1
25.05.2026,31.05.2026,БОСИЛЕГРАД,Промена адресе пребивалишта,15
25.05.2026,31.05.2026,БОСИЛЕГРАД,Брисање по основу смрти лица,3
25.05.2026,31.05.2026,БРУС,Упис по основу стицања пунолетства,1
25.05.2026,31.05.2026,БРУС,Промена личних података,2
25.05.2026,31.05.2026,БРУС,Промена адресе пребивалишта,27
25.05.2026,31.05.2026,БРУС,Брисање по основу смрти лица,3
25.05.2026,31.05.2026,БУЈАНОВАЦ,Упис по основу стицања пунолетства,14
25.05.2026,31.05.2026,БУЈАНОВАЦ,Упис по основу пријаве пребивалишта,6
25.05.2026,31.05.2026,БУЈАНОВАЦ,Промена личних података,30
25.05.2026,31.05.2026,БУЈАНОВАЦ,Промена адресе пребивалишта,69
25.05.2026,31.05.2026,БУЈАНОВАЦ,Брисање по основу одјаве пребивалишта,4
25.05.2026,31.05.2026,БУЈАНОВАЦ,Брисање по основу смрти лица,3
25.05.2026,31.05.2026,ВАЉЕВО - ГРАД,Упис по основу стицања пунолетства,11
25.05.2026,31.05.2026,ВАЉЕВО - ГРАД,Упис по основу пријаве пребивалишта,9
25.05.2026,31.05.2026,ВАЉЕВО - ГРАД,Упис по основу пријема у држављанство,1
25.05.2026,31.05.2026,ВАЉЕВО - ГРАД,Промена личних података,11
25.05.2026,31.05.2026,ВАЉЕВО - ГРАД,Промена адресе пребивалишта,25
25.05.2026,31.05.2026,ВАЉЕВО - ГРАД,Брисање по основу отпуста из држављанства,1
25.05.2026,31.05.2026,ВАЉЕВО - ГРАД,Брисање по основу одјаве пребивалишта,7
25.05.2026,31.05.2026,ВАЉЕВО - ГРАД,Брисање по основу смрти лица,25
25.05.2026,31.05.2026,ВАЉЕВО - ГРАД,Брисање по службеној дужности,2
25.05.2026,31.05.2026,ВАРВАРИН,Упис по основу пријаве пребивалишта,1
25.05.2026,31.05.2026,ВАРВАРИН,Упис по основу пријаве боравишта интерно расељеног лица,1
25.05.2026,31.05.2026,ВАРВАРИН,Промена личних података,1
25.05.2026,31.05.2026,ВАРВАРИН,Промена адресе пребивалишта,41
25.05.2026,31.05.2026,ВАРВАРИН,Брисање по основу одјаве пребивалишта,3
25.05.2026,31.05.2026,ВАРВАРИН,Брисање по основу смрти лица,5
25.05.2026,31.05.2026,ВАРВАРИН,Брисање боравишта интерно расељеног лица,3
25.05.2026,31.05.2026,ВЕЛИКА ПЛАНА,Упис по основу стицања пунолетства,4
25.05.2026,31.05.2026,ВЕЛИКА ПЛАНА,Упис по основу пријаве пребивалишта,9
25.05.2026,31.05.2026,ВЕЛИКА ПЛАНА,Промена личних података,1
25.05.2026,31.05.2026,ВЕЛИКА ПЛАНА,Промена адресе пребивалишта,23
25.05.2026,31.05.2026,ВЕЛИКА ПЛАНА,Брисање по основу одјаве пребивалишта,6
25.05.2026,31.05.2026,ВЕЛИКА ПЛАНА,Брисање по основу смрти лица,12
25.05.2026,31.05.2026,ВЕЛИКА ПЛАНА,Брисање боравишта интерно расељеног лица,1
