ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
24.08.2026,АДА,14300
24.08.2026,АЛЕКСАНДРОВАЦ,20642
24.08.2026,АЛЕКСИНАЦ,39210
24.08.2026,АЛИБУНАР,16688
24.08.2026,АПАТИН,23395
24.08.2026,АРАНЂЕЛОВАЦ,36815
24.08.2026,АРИЉЕ,14745
24.08.2026,БАБУШНИЦА,7921
24.08.2026,БАЈИНА БАШТА,21383
24.08.2026,БАТОЧИНА,9673
24.08.2026,БАЧ,11804
24.08.2026,БАЧКА ПАЛАНКА,44411
24.08.2026,БАЧКА ТОПОЛА,26626
24.08.2026,БАЧКИ ПЕТРОВАЦ,11623
24.08.2026,БЕЛА ПАЛАНКА,8281
24.08.2026,БЕЛА ЦРКВА,15371
24.08.2026,БЕОГРАД-БАРАЈЕВО,23989
24.08.2026,БЕОГРАД-ВОЖДОВАЦ,163042
24.08.2026,БЕОГРАД-ВРАЧАР,62916
24.08.2026,БЕОГРАД-ГРОЦКА,73855
24.08.2026,БЕОГРАД-ЗВЕЗДАРА,164463
24.08.2026,БЕОГРАД-ЗЕМУН,171201
24.08.2026,БЕОГРАД-ЛАЗАРЕВАЦ,49661
24.08.2026,БЕОГРАД-МЛАДЕНОВАЦ,45254
24.08.2026,БЕОГРАД-НОВИ БЕОГРАД,202243
24.08.2026,БЕОГРАД-ОБРЕНОВАЦ,64321
24.08.2026,БЕОГРАД-ПАЛИЛУЛА,175676
24.08.2026,БЕОГРАД-РАКОВИЦА,99056
24.08.2026,БЕОГРАД-САВСКИ ВЕНАЦ,41238
24.08.2026,БЕОГРАД-СОПОТ,17373
24.08.2026,БЕОГРАД-СТАРИ ГРАД,52907
24.08.2026,БЕОГРАД-СУРЧИН,41118
24.08.2026,БЕОГРАД-ЧУКАРИЦА,163213
24.08.2026,БЕОЧИН,13292
24.08.2026,БЕЧЕЈ,30416
24.08.2026,БЛАЦЕ,8161
24.08.2026,БОГАТИЋ,23821
24.08.2026,БОЈНИК,8042
24.08.2026,БОЉЕВАЦ,9396
24.08.2026,БОР - ГРАД,38245
24.08.2026,БОСИЛЕГРАД,6976
24.08.2026,БРУС,12277
24.08.2026,БУЈАНОВАЦ,44452
24.08.2026,ВАЉЕВО - ГРАД,74262
24.08.2026,ВАРВАРИН,14574
24.08.2026,ВЕЛИКА ПЛАНА,34968
24.08.2026,ВЕЛИКО ГРАДИШТЕ,18688
24.08.2026,ВИТИНА,2406
24.08.2026,ВЛАДИМИРЦИ,13530
24.08.2026,ВЛАДИЧИН ХАН,15848
24.08.2026,ВЛАСОТИНЦЕ,22367
24.08.2026,ВРАЊЕ - ГРАД,59730
24.08.2026,ВРАЊЕ-ВРАЊСКА БАЊА,7888
24.08.2026,ВРБАС,33438
24.08.2026,ВРЊАЧКА БАЊА,23554
24.08.2026,ВРШАЦ - ГРАД,43530
24.08.2026,ВУЧИТРН,3603
24.08.2026,ГАЏИН ХАН,5268
24.08.2026,ГЊИЛАНЕ,8006
24.08.2026,ГОЛУБАЦ,7845
24.08.2026,ГОРА,6901
24.08.2026,ГОРЊИ МИЛАНОВАЦ,34190
24.08.2026,ДЕСПОТОВАЦ,21123
24.08.2026,ДИМИТРОВГРАД,7718
24.08.2026,ДОЉЕВАЦ,13681
24.08.2026,ЖАБАЉ,21120
24.08.2026,ЖАБАРИ,11044
24.08.2026,ЖАГУБИЦА,10277
24.08.2026,ЖИТИШТЕ,13315
24.08.2026,ЖИТОРАЂА,11733
24.08.2026,ЗАЈЕЧАР - ГРАД,46798
24.08.2026,ЗВЕЧАН,5481
24.08.2026,ЗРЕЊАНИН - ГРАД,98059
24.08.2026,ЗУБИН ПОТОК,4268
24.08.2026,ИВАЊИЦА,24036
24.08.2026,ИНЂИЈА,40572
24.08.2026,ИРИГ,8978
24.08.2026,ИСТОК,3054
24.08.2026,ЈАГОДИНА - ГРАД,63497
24.08.2026,КАЊИЖА,20661
24.08.2026,КИКИНДА - ГРАД,45784
24.08.2026,КЛАДОВО,21053
24.08.2026,КЛИНА,1888
24.08.2026,КНИЋ,10246
24.08.2026,КЊАЖЕВАЦ,22157
24.08.2026,КОВАЧИЦА,20769
24.08.2026,КОВИН,27168
