ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
20.07.2026,АДА,14288
20.07.2026,АЛЕКСАНДРОВАЦ,20653
20.07.2026,АЛЕКСИНАЦ,39226
20.07.2026,АЛИБУНАР,16684
20.07.2026,АПАТИН,23453
20.07.2026,АРАНЂЕЛОВАЦ,36820
20.07.2026,АРИЉЕ,14753
20.07.2026,БАБУШНИЦА,7931
20.07.2026,БАЈИНА БАШТА,21406
20.07.2026,БАТОЧИНА,9665
20.07.2026,БАЧ,11805
20.07.2026,БАЧКА ПАЛАНКА,44437
20.07.2026,БАЧКА ТОПОЛА,26636
20.07.2026,БАЧКИ ПЕТРОВАЦ,11636
20.07.2026,БЕЛА ПАЛАНКА,8273
20.07.2026,БЕЛА ЦРКВА,15395
20.07.2026,БЕОГРАД-БАРАЈЕВО,24029
20.07.2026,БЕОГРАД-ВОЖДОВАЦ,162917
20.07.2026,БЕОГРАД-ВРАЧАР,62940
20.07.2026,БЕОГРАД-ГРОЦКА,73736
20.07.2026,БЕОГРАД-ЗВЕЗДАРА,164380
20.07.2026,БЕОГРАД-ЗЕМУН,170959
20.07.2026,БЕОГРАД-ЛАЗАРЕВАЦ,49667
20.07.2026,БЕОГРАД-МЛАДЕНОВАЦ,45216
20.07.2026,БЕОГРАД-НОВИ БЕОГРАД,202295
20.07.2026,БЕОГРАД-ОБРЕНОВАЦ,64229
20.07.2026,БЕОГРАД-ПАЛИЛУЛА,175479
20.07.2026,БЕОГРАД-РАКОВИЦА,99026
20.07.2026,БЕОГРАД-САВСКИ ВЕНАЦ,41172
20.07.2026,БЕОГРАД-СОПОТ,17319
20.07.2026,БЕОГРАД-СТАРИ ГРАД,52920
20.07.2026,БЕОГРАД-СУРЧИН,41019
20.07.2026,БЕОГРАД-ЧУКАРИЦА,163115
20.07.2026,БЕОЧИН,13273
20.07.2026,БЕЧЕЈ,30423
20.07.2026,БЛАЦЕ,8175
20.07.2026,БОГАТИЋ,23821
20.07.2026,БОЈНИК,8045
20.07.2026,БОЉЕВАЦ,9400
20.07.2026,БОР - ГРАД,38283
