ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
25.05.2026,ЖАГУБИЦА,10280
25.05.2026,ЖИТИШТЕ,13322
25.05.2026,ЖИТОРАЂА,11747
25.05.2026,ЗАЈЕЧАР - ГРАД,46883
25.05.2026,ЗВЕЧАН,5515
25.05.2026,ЗРЕЊАНИН - ГРАД,98208
25.05.2026,ЗУБИН ПОТОК,4306
25.05.2026,ИВАЊИЦА,24119
25.05.2026,ИНЂИЈА,40523
25.05.2026,ИРИГ,8971
25.05.2026,ИСТОК,3076
25.05.2026,ЈАГОДИНА - ГРАД,63508
25.05.2026,КАЊИЖА,20683
25.05.2026,КИКИНДА - ГРАД,45861
25.05.2026,КЛАДОВО,21061
25.05.2026,КЛИНА,1912
25.05.2026,КНИЋ,10268
25.05.2026,КЊАЖЕВАЦ,22209
25.05.2026,КОВАЧИЦА,20792
25.05.2026,КОВИН,27189
25.05.2026,КОСЈЕРИЋ,8820
25.05.2026,КОСОВО ПОЉЕ,4885
25.05.2026,КОСОВСКА КАМЕНИЦА,6248
25.05.2026,КОСОВСКА МИТРОВИЦА,14768
25.05.2026,КОЦЕЉЕВА,10361
25.05.2026,КРАГУЈЕВАЦ - ГРАД,152568
25.05.2026,КРАЉЕВО - ГРАД,97923
25.05.2026,КРУПАЊ,12607
25.05.2026,КРУШЕВАЦ - ГРАД,103711
25.05.2026,КУЛА,33215
25.05.2026,КУРШУМЛИЈА,13537
25.05.2026,КУЧЕВО,15247
25.05.2026,ЛАЈКОВАЦ,11265
25.05.2026,ЛАПОВО,6395
25.05.2026,ЛЕБАНЕ,16362
25.05.2026,ЛЕПОСАВИЋ,9005
25.05.2026,ЛЕСКОВАЦ - ГРАД,112382
25.05.2026,ЛИПЉАН,6028
25.05.2026,ЛОЗНИЦА - ГРАД,76513
25.05.2026,ЛУЧАНИ,14601
25.05.2026,ЉИГ,8447
25.05.2026,ЉУБОВИЈА,13087
25.05.2026,МАЈДАНПЕК,15355
25.05.2026,МАЛИ ЗВОРНИК,16173
25.05.2026,МАЛИ ИЂОШ,9805
25.05.2026,МАЛО ЦРНИЋЕ,11546
25.05.2026,МЕДВЕЂА,5981
25.05.2026,МЕРОШИНА,9695
25.05.2026,МИОНИЦА,10622
25.05.2026,НЕГОТИН,35450
25.05.2026,НИШ-МЕДИЈАНА,76490
25.05.2026,НИШ-НИШКА БАЊА,11560
25.05.2026,НИШ-ПАЛИЛУЛА,63277
25.05.2026,НИШ-ПАНТЕЛЕЈ,46383
25.05.2026,НИШ-ЦРВЕНИ КРСТ,29299
25.05.2026,НОВА ВАРОШ,12132
25.05.2026,НОВА ЦРЊА,7746
25.05.2026,НОВИ БЕЧЕЈ,18135
25.05.2026,НОВИ КНЕЖЕВАЦ,8296
25.05.2026,НОВИ ПАЗАР - ГРАД,94332
25.05.2026,НОВИ САД - ГРАД,344021
25.05.2026,НОВО БРДО,959
25.05.2026,ОБИЛИЋ,3570
25.05.2026,ОПОВО,7982
25.05.2026,ОРАХОВАЦ,1548
25.05.2026,ОСЕЧИНА,8902
25.05.2026,ОЏАЦИ,23354
25.05.2026,ПАНЧЕВО - ГРАД,106233
25.05.2026,ПАРАЋИН,45568
25.05.2026,ПЕТРОВАЦ НА МЛАВИ,30628
25.05.2026,ПЕЋ,3920
25.05.2026,ПЕЋИНЦИ,15484
25.05.2026,ПИРОТ - ГРАД,44401
25.05.2026,ПЛАНДИШТЕ,8287
25.05.2026,ПОДУЈЕВО,411
25.05.2026,ПОЖАРЕВАЦ,56945
25.05.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11349
25.05.2026,ПОЖЕГА,22487
25.05.2026,ПРЕШЕВО,44215
25.05.2026,ПРИБОЈ,26706
25.05.2026,ПРИЗРЕН,4608
25.05.2026,ПРИЈЕПОЉЕ,31575
25.05.2026,ПРИШТИНА - ГРАД,13860
25.05.2026,ПРОКУПЉЕ - ГРАД,35403
25.05.2026,РАЖАЊ,5917
25.05.2026,РАЧА,8917
25.05.2026,РАШКА,19527
25.05.2026,РЕКОВАЦ,7857
25.05.2026,РУМА,45289
25.05.2026,СВИЛАЈНАЦ,23463
25.05.2026,СВРЉИГ,9833
25.05.2026,СЕНТА,19348
25.05.2026,СЕЧАЊ,10154
25.05.2026,СЈЕНИЦА,27832
25.05.2026,СМЕДЕРЕВО - ГРАД,93939
25.05.2026,СМЕДЕРЕВСКА ПАЛАНКА,38829
25.05.2026,СОКОБАЊА,12835
25.05.2026,СОМБОР - ГРАД,69777
25.05.2026,СРБИЦА,292
25.05.2026,СРБОБРАН,13056
25.05.2026,СРЕМСКА МИТРОВИЦА - ГРАД,68013
25.05.2026,СРЕМСКИ КАРЛОВЦИ,7901
25.05.2026,СТАРА ПАЗОВА,56841
25.05.2026,СУБОТИЦА - ГРАД,124399
25.05.2026,СУРДУЛИЦА,16126
25.05.2026,ТЕМЕРИН,24791
25.05.2026,ТИТЕЛ,12558
25.05.2026,ТОПОЛА,17205
25.05.2026,ТРГОВИШТЕ,4382
25.05.2026,ТРСТЕНИК,33436
25.05.2026,ТУТИН,33696
25.05.2026,ЋИЋЕВАЦ,7138
25.05.2026,ЋУПРИЈА,27905
25.05.2026,УБ,22414
25.05.2026,УЖИЦЕ - ГРАД,56876
25.05.2026,УЖИЦЕ-СЕВОЈНО,5536
25.05.2026,УРОШЕВАЦ,3854
25.05.2026,ЦРНА ТРАВА,936
25.05.2026,ЧАЈЕТИНА,14443
25.05.2026,ЧАЧАК - ГРАД,93796
25.05.2026,ЧОКА,8526
25.05.2026,ШАБАЦ - ГРАД,99041
25.05.2026,ШИД,28830
25.05.2026,ШТРПЦЕ,5828
