ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
15.06.2026,АДА,14309
15.06.2026,АЛЕКСАНДРОВАЦ,20686
15.06.2026,АЛЕКСИНАЦ,39241
15.06.2026,АЛИБУНАР,16702
15.06.2026,АПАТИН,23478
15.06.2026,АРАНЂЕЛОВАЦ,36806
15.06.2026,АРИЉЕ,14768
15.06.2026,БАБУШНИЦА,7951
15.06.2026,БАЈИНА БАШТА,21399
15.06.2026,БАТОЧИНА,9662
15.06.2026,БАЧ,11818
15.06.2026,БАЧКА ПАЛАНКА,44473
15.06.2026,БАЧКА ТОПОЛА,26686
15.06.2026,БАЧКИ ПЕТРОВАЦ,11627
15.06.2026,БЕЛА ПАЛАНКА,8283
15.06.2026,БЕЛА ЦРКВА,15401
15.06.2026,БЕОГРАД-БАРАЈЕВО,24020
15.06.2026,БЕОГРАД-ВОЖДОВАЦ,162875
15.06.2026,БЕОГРАД-ВРАЧАР,62961
15.06.2026,БЕОГРАД-ГРОЦКА,73691
15.06.2026,БЕОГРАД-ЗВЕЗДАРА,164277
15.06.2026,БЕОГРАД-ЗЕМУН,170969
15.06.2026,БЕОГРАД-ЛАЗАРЕВАЦ,49691
15.06.2026,БЕОГРАД-МЛАДЕНОВАЦ,45200
15.06.2026,БЕОГРАД-НОВИ БЕОГРАД,202448
15.06.2026,БЕОГРАД-ОБРЕНОВАЦ,64229
15.06.2026,БЕОГРАД-ПАЛИЛУЛА,175405
15.06.2026,БЕОГРАД-РАКОВИЦА,99043
15.06.2026,БЕОГРАД-САВСКИ ВЕНАЦ,41128
15.06.2026,БЕОГРАД-СОПОТ,17318
15.06.2026,БЕОГРАД-СТАРИ ГРАД,52950
15.06.2026,БЕОГРАД-СУРЧИН,40948
15.06.2026,БЕОГРАД-ЧУКАРИЦА,163119
15.06.2026,БЕОЧИН,13288
15.06.2026,БЕЧЕЈ,30471
15.06.2026,БЛАЦЕ,8178
15.06.2026,БОГАТИЋ,23811
15.06.2026,БОЈНИК,8048
15.06.2026,БОЉЕВАЦ,9406
15.06.2026,БОР - ГРАД,38328
15.06.2026,БОСИЛЕГРАД,6994
15.06.2026,БРУС,12317
15.06.2026,БУЈАНОВАЦ,44135
15.06.2026,ВАЉЕВО - ГРАД,74270
15.06.2026,ВАРВАРИН,14578
15.06.2026,ВЕЛИКА ПЛАНА,34978
15.06.2026,ВЕЛИКО ГРАДИШТЕ,18682
15.06.2026,ВИТИНА,2428
15.06.2026,ВЛАДИМИРЦИ,13547
15.06.2026,ВЛАДИЧИН ХАН,15850
15.06.2026,ВЛАСОТИНЦЕ,22399
15.06.2026,ВРАЊЕ - ГРАД,59750
15.06.2026,ВРАЊЕ-ВРАЊСКА БАЊА,7885
15.06.2026,ВРБАС,33451
15.06.2026,ВРЊАЧКА БАЊА,23501
15.06.2026,ВРШАЦ - ГРАД,43552
15.06.2026,ВУЧИТРН,3611
15.06.2026,ГАЏИН ХАН,5278
15.06.2026,ГЊИЛАНЕ,8027
15.06.2026,ГОЛУБАЦ,7857
15.06.2026,ГОРА,6909
15.06.2026,ГОРЊИ МИЛАНОВАЦ,34224
15.06.2026,ДЕСПОТОВАЦ,21146
