ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
29.06.2026,ЖАГУБИЦА,10276
29.06.2026,ЖИТИШТЕ,13313
29.06.2026,ЖИТОРАЂА,11740
29.06.2026,ЗАЈЕЧАР - ГРАД,46838
29.06.2026,ЗВЕЧАН,5500
29.06.2026,ЗРЕЊАНИН - ГРАД,98172
29.06.2026,ЗУБИН ПОТОК,4293
29.06.2026,ИВАЊИЦА,24089
29.06.2026,ИНЂИЈА,40514
29.06.2026,ИРИГ,8973
29.06.2026,ИСТОК,3064
29.06.2026,ЈАГОДИНА - ГРАД,63449
29.06.2026,КАЊИЖА,20670
29.06.2026,КИКИНДА - ГРАД,45835
29.06.2026,КЛАДОВО,21064
29.06.2026,КЛИНА,1896
29.06.2026,КНИЋ,10257
29.06.2026,КЊАЖЕВАЦ,22197
29.06.2026,КОВАЧИЦА,20769
29.06.2026,КОВИН,27161
29.06.2026,КОСЈЕРИЋ,8800
29.06.2026,КОСОВО ПОЉЕ,4862
29.06.2026,КОСОВСКА КАМЕНИЦА,6231
29.06.2026,КОСОВСКА МИТРОВИЦА,14749
29.06.2026,КОЦЕЉЕВА,10347
29.06.2026,КРАГУЈЕВАЦ - ГРАД,152699
29.06.2026,КРАЉЕВО - ГРАД,97944
29.06.2026,КРУПАЊ,12611
29.06.2026,КРУШЕВАЦ - ГРАД,103734
29.06.2026,КУЛА,33179
29.06.2026,КУРШУМЛИЈА,13518
29.06.2026,КУЧЕВО,15255
29.06.2026,ЛАЈКОВАЦ,11246
29.06.2026,ЛАПОВО,6400
29.06.2026,ЛЕБАНЕ,16336
29.06.2026,ЛЕПОСАВИЋ,8964
29.06.2026,ЛЕСКОВАЦ - ГРАД,112310
29.06.2026,ЛИПЉАН,6021
29.06.2026,ЛОЗНИЦА - ГРАД,76556
29.06.2026,ЛУЧАНИ,14599
29.06.2026,ЉИГ,8433
29.06.2026,ЉУБОВИЈА,13071
29.06.2026,МАЈДАНПЕК,15324
29.06.2026,МАЛИ ЗВОРНИК,16132
29.06.2026,МАЛИ ИЂОШ,9794
29.06.2026,МАЛО ЦРНИЋЕ,11531
29.06.2026,МЕДВЕЂА,5973
29.06.2026,МЕРОШИНА,9700
29.06.2026,МИОНИЦА,10620
29.06.2026,НЕГОТИН,35414
29.06.2026,НИШ-МЕДИЈАНА,76536
29.06.2026,НИШ-НИШКА БАЊА,11544
29.06.2026,НИШ-ПАЛИЛУЛА,63283
29.06.2026,НИШ-ПАНТЕЛЕЈ,46435
29.06.2026,НИШ-ЦРВЕНИ КРСТ,29306
29.06.2026,НОВА ВАРОШ,12115
29.06.2026,НОВА ЦРЊА,7732
29.06.2026,НОВИ БЕЧЕЈ,18124
29.06.2026,НОВИ КНЕЖЕВАЦ,8277
29.06.2026,НОВИ ПАЗАР - ГРАД,94503
29.06.2026,НОВИ САД - ГРАД,344306
29.06.2026,НОВО БРДО,955
29.06.2026,ОБИЛИЋ,3558
29.06.2026,ОПОВО,7975
29.06.2026,ОРАХОВАЦ,1540
29.06.2026,ОСЕЧИНА,8885
29.06.2026,ОЏАЦИ,23341
29.06.2026,ПАНЧЕВО - ГРАД,106224
29.06.2026,ПАРАЋИН,45563
29.06.2026,ПЕТРОВАЦ НА МЛАВИ,30638
29.06.2026,ПЕЋ,3904
29.06.2026,ПЕЋИНЦИ,15502
29.06.2026,ПИРОТ - ГРАД,44377
29.06.2026,ПЛАНДИШТЕ,8278
29.06.2026,ПОДУЈЕВО,407
29.06.2026,ПОЖАРЕВАЦ,56912
29.06.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11341
29.06.2026,ПОЖЕГА,22491
29.06.2026,ПРЕШЕВО,44257
29.06.2026,ПРИБОЈ,26677
29.06.2026,ПРИЗРЕН,4579
29.06.2026,ПРИЈЕПОЉЕ,31568
29.06.2026,ПРИШТИНА - ГРАД,13810
29.06.2026,ПРОКУПЉЕ - ГРАД,35359
29.06.2026,РАЖАЊ,5914
29.06.2026,РАЧА,8920
29.06.2026,РАШКА,19567
29.06.2026,РЕКОВАЦ,7846
29.06.2026,РУМА,45243
29.06.2026,СВИЛАЈНАЦ,23444
29.06.2026,СВРЉИГ,9824
29.06.2026,СЕНТА,19351
29.06.2026,СЕЧАЊ,10153
29.06.2026,СЈЕНИЦА,27878
29.06.2026,СМЕДЕРЕВО - ГРАД,93905
29.06.2026,СМЕДЕРЕВСКА ПАЛАНКА,38811
29.06.2026,СОКОБАЊА,12814
29.06.2026,СОМБОР - ГРАД,69695
29.06.2026,СРБИЦА,292
29.06.2026,СРБОБРАН,13049
29.06.2026,СРЕМСКА МИТРОВИЦА - ГРАД,67994
29.06.2026,СРЕМСКИ КАРЛОВЦИ,7910
29.06.2026,СТАРА ПАЗОВА,56891
29.06.2026,СУБОТИЦА - ГРАД,124398
29.06.2026,СУРДУЛИЦА,16109
29.06.2026,ТЕМЕРИН,24797
29.06.2026,ТИТЕЛ,12551
29.06.2026,ТОПОЛА,17195
29.06.2026,ТРГОВИШТЕ,4371
29.06.2026,ТРСТЕНИК,33405
29.06.2026,ТУТИН,33707
29.06.2026,ЋИЋЕВАЦ,7125
29.06.2026,ЋУПРИЈА,27913
29.06.2026,УБ,22407
29.06.2026,УЖИЦЕ - ГРАД,56836
29.06.2026,УЖИЦЕ-СЕВОЈНО,5530
29.06.2026,УРОШЕВАЦ,3843
29.06.2026,ЦРНА ТРАВА,935
29.06.2026,ЧАЈЕТИНА,14524
29.06.2026,ЧАЧАК - ГРАД,93628
29.06.2026,ЧОКА,8513
29.06.2026,ШАБАЦ - ГРАД,98950
29.06.2026,ШИД,28802
29.06.2026,ШТРПЦЕ,5819
