ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
27.04.2026,ВЛАСОТИНЦЕ,22450
27.04.2026,ВРАЊЕ - ГРАД,59779
27.04.2026,ВРАЊЕ-ВРАЊСКА БАЊА,7889
27.04.2026,ВРБАС,33465
27.04.2026,ВРЊАЧКА БАЊА,23513
27.04.2026,ВРШАЦ - ГРАД,43560
27.04.2026,ВУЧИТРН,3623
27.04.2026,ГАЏИН ХАН,5300
27.04.2026,ГЊИЛАНЕ,7926
27.04.2026,ГОЛУБАЦ,7874
27.04.2026,ГОРА,6923
27.04.2026,ГОРЊИ МИЛАНОВАЦ,34243
27.04.2026,ДЕСПОТОВАЦ,21182
27.04.2026,ДИМИТРОВГРАД,7750
27.04.2026,ДОЉЕВАЦ,13709
27.04.2026,ЖАБАЉ,21129
27.04.2026,ЖАБАРИ,11032
27.04.2026,ЖАГУБИЦА,10284
27.04.2026,ЖИТИШТЕ,13328
27.04.2026,ЖИТОРАЂА,11766
27.04.2026,ЗАЈЕЧАР - ГРАД,46921
27.04.2026,ЗВЕЧАН,5517
27.04.2026,ЗРЕЊАНИН - ГРАД,98250
27.04.2026,ЗУБИН ПОТОК,4314
27.04.2026,ИВАЊИЦА,24146
27.04.2026,ИНЂИЈА,40529
27.04.2026,ИРИГ,8980
27.04.2026,ИСТОК,3095
27.04.2026,ЈАГОДИНА - ГРАД,63498
27.04.2026,КАЊИЖА,20702
27.04.2026,КИКИНДА - ГРАД,45910
27.04.2026,КЛАДОВО,21074
27.04.2026,КЛИНА,1915
27.04.2026,КНИЋ,10267
27.04.2026,КЊАЖЕВАЦ,22240
27.04.2026,КОВАЧИЦА,20793
27.04.2026,КОВИН,27198
27.04.2026,КОСЈЕРИЋ,8826
27.04.2026,КОСОВО ПОЉЕ,4890
27.04.2026,КОСОВСКА КАМЕНИЦА,6267
27.04.2026,КОСОВСКА МИТРОВИЦА,14801
27.04.2026,КОЦЕЉЕВА,10366
27.04.2026,КРАГУЈЕВАЦ - ГРАД,152520
27.04.2026,КРАЉЕВО - ГРАД,97928
27.04.2026,КРУПАЊ,12620
27.04.2026,КРУШЕВАЦ - ГРАД,103679
27.04.2026,КУЛА,33208
27.04.2026,КУРШУМЛИЈА,13559
27.04.2026,КУЧЕВО,15261
27.04.2026,ЛАЈКОВАЦ,11271
27.04.2026,ЛАПОВО,6393
27.04.2026,ЛЕБАНЕ,16355
27.04.2026,ЛЕПОСАВИЋ,9012
27.04.2026,ЛЕСКОВАЦ - ГРАД,112432
27.04.2026,ЛИПЉАН,6028
27.04.2026,ЛОЗНИЦА - ГРАД,76475
27.04.2026,ЛУЧАНИ,14611
27.04.2026,ЉИГ,8445
27.04.2026,ЉУБОВИЈА,13125
27.04.2026,МАЈДАНПЕК,15369
27.04.2026,МАЛИ ЗВОРНИК,16162
27.04.2026,МАЛИ ИЂОШ,9791
27.04.2026,МАЛО ЦРНИЋЕ,11555
27.04.2026,МЕДВЕЂА,5973
27.04.2026,МЕРОШИНА,9706
27.04.2026,МИОНИЦА,10621
27.04.2026,НЕГОТИН,35465
27.04.2026,НИШ-МЕДИЈАНА,76508
27.04.2026,НИШ-НИШКА БАЊА,11567
27.04.2026,НИШ-ПАЛИЛУЛА,63231
27.04.2026,НИШ-ПАНТЕЛЕЈ,46326
27.04.2026,НИШ-ЦРВЕНИ КРСТ,29296
27.04.2026,НОВА ВАРОШ,12150
27.04.2026,НОВА ЦРЊА,7760
27.04.2026,НОВИ БЕЧЕЈ,18134
27.04.2026,НОВИ КНЕЖЕВАЦ,8320
27.04.2026,НОВИ ПАЗАР - ГРАД,94214
27.04.2026,НОВИ САД - ГРАД,343782
27.04.2026,НОВО БРДО,962
27.04.2026,ОБИЛИЋ,3575
27.04.2026,ОПОВО,7990
27.04.2026,ОРАХОВАЦ,1553
27.04.2026,ОСЕЧИНА,8913
27.04.2026,ОЏАЦИ,23359
27.04.2026,ПАНЧЕВО - ГРАД,106204
27.04.2026,ПАРАЋИН,45593
27.04.2026,ПЕТРОВАЦ НА МЛАВИ,30661
27.04.2026,ПЕЋ,3937
27.04.2026,ПЕЋИНЦИ,15472
27.04.2026,ПИРОТ - ГРАД,44418
27.04.2026,ПЛАНДИШТЕ,8300
27.04.2026,ПОДУЈЕВО,413
27.04.2026,ПОЖАРЕВАЦ,56965
27.04.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11340
27.04.2026,ПОЖЕГА,22517
27.04.2026,ПРЕШЕВО,44183
27.04.2026,ПРИБОЈ,26725
27.04.2026,ПРИЗРЕН,4624
27.04.2026,ПРИЈЕПОЉЕ,31559
27.04.2026,ПРИШТИНА - ГРАД,13893
27.04.2026,ПРОКУПЉЕ - ГРАД,35413
27.04.2026,РАЖАЊ,5917
27.04.2026,РАЧА,8913
27.04.2026,РАШКА,19531
27.04.2026,РЕКОВАЦ,7873
27.04.2026,РУМА,45327
27.04.2026,СВИЛАЈНАЦ,23475
27.04.2026,СВРЉИГ,9849
27.04.2026,СЕНТА,19353
27.04.2026,СЕЧАЊ,10163
27.04.2026,СЈЕНИЦА,27833
27.04.2026,СМЕДЕРЕВО - ГРАД,93992
27.04.2026,СМЕДЕРЕВСКА ПАЛАНКА,38867
27.04.2026,СОКОБАЊА,12844
27.04.2026,СОМБОР - ГРАД,69820
27.04.2026,СРБИЦА,292
27.04.2026,СРБОБРАН,13061
27.04.2026,СРЕМСКА МИТРОВИЦА - ГРАД,68036
27.04.2026,СРЕМСКИ КАРЛОВЦИ,7916
27.04.2026,СТАРА ПАЗОВА,56821
27.04.2026,СУБОТИЦА - ГРАД,124473
27.04.2026,СУРДУЛИЦА,16135
27.04.2026,ТЕМЕРИН,24762
27.04.2026,ТИТЕЛ,12554
27.04.2026,ТОПОЛА,17224
27.04.2026,ТРГОВИШТЕ,4396
27.04.2026,ТРСТЕНИК,33435
27.04.2026,ТУТИН,33696
27.04.2026,ЋИЋЕВАЦ,7140
27.04.2026,ЋУПРИЈА,27892
27.04.2026,УБ,22411
27.04.2026,УЖИЦЕ - ГРАД,56904
27.04.2026,УЖИЦЕ-СЕВОЈНО,5539
27.04.2026,УРОШЕВАЦ,3866
27.04.2026,ЦРНА ТРАВА,941
27.04.2026,ЧАЈЕТИНА,14422
27.04.2026,ЧАЧАК - ГРАД,93730
27.04.2026,ЧОКА,8524
27.04.2026,ШАБАЦ - ГРАД,99103
27.04.2026,ШИД,28840
27.04.2026,ШТРПЦЕ,5843
