ПЕРИОД_ОД,ПЕРИОД_ДО,ОПШТИНА_ГРАД,ВРСТА_ПРОМЕНЕ,БРОЈ_ПРОМЕНА
23.02.2026,01.03.2026,АРИЉЕ,Промена адресе пребивалишта,61
23.02.2026,01.03.2026,АРИЉЕ,Брисање по основу одјаве пребивалишта,4
23.02.2026,01.03.2026,АРИЉЕ,Брисање по основу смрти лица,6
23.02.2026,01.03.2026,БАБУШНИЦА,Упис по основу стицања пунолетства,2
23.02.2026,01.03.2026,БАБУШНИЦА,Упис по основу пријаве пребивалишта,3
23.02.2026,01.03.2026,БАБУШНИЦА,Промена адресе пребивалишта,10
23.02.2026,01.03.2026,БАБУШНИЦА,Брисање по основу одјаве пребивалишта,1
23.02.2026,01.03.2026,БАБУШНИЦА,Брисање по основу смрти лица,5
23.02.2026,01.03.2026,БАЈИНА БАШТА,Упис по основу стицања пунолетства,5
23.02.2026,01.03.2026,БАЈИНА БАШТА,Упис по основу пријаве пребивалишта,13
23.02.2026,01.03.2026,БАЈИНА БАШТА,Промена личних података,9
23.02.2026,01.03.2026,БАЈИНА БАШТА,Промена адресе пребивалишта,29
23.02.2026,01.03.2026,БАЈИНА БАШТА,Брисање по основу одјаве пребивалишта,4
23.02.2026,01.03.2026,БАЈИНА БАШТА,Брисање по основу смрти лица,11
23.02.2026,01.03.2026,БАЈИНА БАШТА,Брисање по службеној дужности,1
23.02.2026,01.03.2026,БАТОЧИНА,Упис по основу стицања пунолетства,2
23.02.2026,01.03.2026,БАТОЧИНА,Упис по основу пријаве пребивалишта,2
23.02.2026,01.03.2026,БАТОЧИНА,Промена адресе пребивалишта,15
23.02.2026,01.03.2026,БАТОЧИНА,Промена адресе боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БАТОЧИНА,Брисање по основу одјаве пребивалишта,2
23.02.2026,01.03.2026,БАТОЧИНА,Брисање по основу смрти лица,3
23.02.2026,01.03.2026,БАЧ,Упис по основу стицања пунолетства,3
23.02.2026,01.03.2026,БАЧ,Промена адресе пребивалишта,1
23.02.2026,01.03.2026,БАЧ,Брисање по основу одјаве пребивалишта,4
23.02.2026,01.03.2026,БАЧ,Брисање по основу смрти лица,7
23.02.2026,01.03.2026,БАЧКА ПАЛАНКА,Упис по основу стицања пунолетства,17
23.02.2026,01.03.2026,БАЧКА ПАЛАНКА,Упис по основу пријаве пребивалишта,9
23.02.2026,01.03.2026,БАЧКА ПАЛАНКА,Промена личних података,2
23.02.2026,01.03.2026,БАЧКА ПАЛАНКА,Промена адресе пребивалишта,14
23.02.2026,01.03.2026,БАЧКА ПАЛАНКА,Брисање по основу одјаве пребивалишта,4
23.02.2026,01.03.2026,БАЧКА ПАЛАНКА,Брисање по основу смрти лица,10
23.02.2026,01.03.2026,БАЧКА ТОПОЛА,Упис по основу стицања пунолетства,7
23.02.2026,01.03.2026,БАЧКА ТОПОЛА,Упис по основу пријаве пребивалишта,4
23.02.2026,01.03.2026,БАЧКА ТОПОЛА,Промена личних података,1
23.02.2026,01.03.2026,БАЧКА ТОПОЛА,Промена адресе пребивалишта,1
23.02.2026,01.03.2026,БАЧКА ТОПОЛА,Брисање по основу дуплог уписа,1
23.02.2026,01.03.2026,БАЧКА ТОПОЛА,Брисање по основу одјаве пребивалишта,4
23.02.2026,01.03.2026,БАЧКА ТОПОЛА,Брисање по основу смрти лица,13
23.02.2026,01.03.2026,БАЧКА ТОПОЛА,Брисање по службеној дужности,1
23.02.2026,01.03.2026,БАЧКИ ПЕТРОВАЦ,Упис по основу стицања пунолетства,1
23.02.2026,01.03.2026,БАЧКИ ПЕТРОВАЦ,Упис по основу пријаве пребивалишта,9
23.02.2026,01.03.2026,БАЧКИ ПЕТРОВАЦ,Промена личних података,1
23.02.2026,01.03.2026,БАЧКИ ПЕТРОВАЦ,Промена адресе пребивалишта,1
23.02.2026,01.03.2026,БАЧКИ ПЕТРОВАЦ,Брисање по основу одјаве пребивалишта,2
23.02.2026,01.03.2026,БАЧКИ ПЕТРОВАЦ,Брисање по основу смрти лица,3
23.02.2026,01.03.2026,БЕЛА ПАЛАНКА,Упис по основу стицања пунолетства,4
23.02.2026,01.03.2026,БЕЛА ПАЛАНКА,Промена адресе пребивалишта,9
23.02.2026,01.03.2026,БЕЛА ПАЛАНКА,Брисање по основу одјаве пребивалишта,1
23.02.2026,01.03.2026,БЕЛА ПАЛАНКА,Брисање по основу смрти лица,1
23.02.2026,01.03.2026,БЕЛА ЦРКВА,Упис по основу стицања пунолетства,3
23.02.2026,01.03.2026,БЕЛА ЦРКВА,Упис по основу пријаве пребивалишта,2
23.02.2026,01.03.2026,БЕЛА ЦРКВА,Промена личних података,2
23.02.2026,01.03.2026,БЕЛА ЦРКВА,Промена адресе пребивалишта,2
23.02.2026,01.03.2026,БЕЛА ЦРКВА,Брисање по основу одјаве пребивалишта,9
23.02.2026,01.03.2026,БЕЛА ЦРКВА,Брисање по основу смрти лица,3
23.02.2026,01.03.2026,БЕОГРАД-БАРАЈЕВО,Упис по основу стицања пунолетства,14
23.02.2026,01.03.2026,БЕОГРАД-БАРАЈЕВО,Упис по основу пријаве пребивалишта,8
23.02.2026,01.03.2026,БЕОГРАД-БАРАЈЕВО,Промена личних података,3
23.02.2026,01.03.2026,БЕОГРАД-БАРАЈЕВО,Промена адресе пребивалишта,17
23.02.2026,01.03.2026,БЕОГРАД-БАРАЈЕВО,Брисање по основу одјаве пребивалишта,12
23.02.2026,01.03.2026,БЕОГРАД-БАРАЈЕВО,Брисање по основу смрти лица,4
23.02.2026,01.03.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу стицања пунолетства,32
23.02.2026,01.03.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријаве пребивалишта,168
23.02.2026,01.03.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријема у држављанство,1
23.02.2026,01.03.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-ВОЖДОВАЦ,Промена личних података,135
23.02.2026,01.03.2026,БЕОГРАД-ВОЖДОВАЦ,Промена адресе пребивалишта,52
23.02.2026,01.03.2026,БЕОГРАД-ВОЖДОВАЦ,Промена адресе боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по основу одјаве пребивалишта,118
23.02.2026,01.03.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по основу смрти лица,47
23.02.2026,01.03.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по службеној дужности,2
23.02.2026,01.03.2026,БЕОГРАД-ВРАЧАР,Упис по основу стицања пунолетства,6
23.02.2026,01.03.2026,БЕОГРАД-ВРАЧАР,Упис по основу пријаве пребивалишта,71
23.02.2026,01.03.2026,БЕОГРАД-ВРАЧАР,Упис по основу пријема у држављанство,1
23.02.2026,01.03.2026,БЕОГРАД-ВРАЧАР,Промена личних података,6
23.02.2026,01.03.2026,БЕОГРАД-ВРАЧАР,Промена адресе пребивалишта,9
23.02.2026,01.03.2026,БЕОГРАД-ВРАЧАР,Брисање по основу одјаве пребивалишта,59
23.02.2026,01.03.2026,БЕОГРАД-ВРАЧАР,Брисање по основу смрти лица,20
23.02.2026,01.03.2026,БЕОГРАД-ВРАЧАР,Брисање по службеној дужности,5
23.02.2026,01.03.2026,БЕОГРАД-ГРОЦКА,Упис по основу стицања пунолетства,19
23.02.2026,01.03.2026,БЕОГРАД-ГРОЦКА,Упис по основу пријаве пребивалишта,50
23.02.2026,01.03.2026,БЕОГРАД-ГРОЦКА,Упис по основу пријаве боравишта интерно расељеног лица,2
23.02.2026,01.03.2026,БЕОГРАД-ГРОЦКА,Промена личних података,17
23.02.2026,01.03.2026,БЕОГРАД-ГРОЦКА,Промена адресе пребивалишта,23
23.02.2026,01.03.2026,БЕОГРАД-ГРОЦКА,Промена адресе боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-ГРОЦКА,Брисање по основу одјаве пребивалишта,28
23.02.2026,01.03.2026,БЕОГРАД-ГРОЦКА,Брисање по основу смрти лица,23
23.02.2026,01.03.2026,БЕОГРАД-ГРОЦКА,Брисање боравишта интерно расељеног лица,2
23.02.2026,01.03.2026,БЕОГРАД-ГРОЦКА,Исправка техничке грешке,1
23.02.2026,01.03.2026,БЕОГРАД-ГРОЦКА,Брисање по службеној дужности,2
23.02.2026,01.03.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу стицања пунолетства,33
23.02.2026,01.03.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријаве пребивалишта,196
23.02.2026,01.03.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријема у држављанство,2
23.02.2026,01.03.2026,БЕОГРАД-ЗВЕЗДАРА,Промена личних података,61
23.02.2026,01.03.2026,БЕОГРАД-ЗВЕЗДАРА,Промена адресе пребивалишта,54
23.02.2026,01.03.2026,БЕОГРАД-ЗВЕЗДАРА,Промена адресе боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање по основу дуплог уписа,1
23.02.2026,01.03.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање по основу одјаве пребивалишта,125
23.02.2026,01.03.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање по основу смрти лица,43
23.02.2026,01.03.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање боравишта интерно расељеног лица,7
23.02.2026,01.03.2026,БЕОГРАД-ЗЕМУН,Упис по основу стицања пунолетства,38
23.02.2026,01.03.2026,БЕОГРАД-ЗЕМУН,Упис по основу пријаве пребивалишта,155
23.02.2026,01.03.2026,БЕОГРАД-ЗЕМУН,Упис по основу пријаве боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-ЗЕМУН,Промена личних података,19
23.02.2026,01.03.2026,БЕОГРАД-ЗЕМУН,Промена адресе пребивалишта,24
23.02.2026,01.03.2026,БЕОГРАД-ЗЕМУН,Брисање по основу одјаве пребивалишта,88
23.02.2026,01.03.2026,БЕОГРАД-ЗЕМУН,Брисање по основу смрти лица,45
23.02.2026,01.03.2026,БЕОГРАД-ЗЕМУН,Брисање боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-ЗЕМУН,Брисање по службеној дужности,9
23.02.2026,01.03.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу стицања пунолетства,13
23.02.2026,01.03.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу пријаве пребивалишта,12
23.02.2026,01.03.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу пријема у држављанство,1
23.02.2026,01.03.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Промена личних података,5
23.02.2026,01.03.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Промена адресе пребивалишта,58
23.02.2026,01.03.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу дуплог уписа,2
23.02.2026,01.03.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу одјаве пребивалишта,12
23.02.2026,01.03.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу смрти лица,15
23.02.2026,01.03.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање боравишта интерно расељеног лица,2
23.02.2026,01.03.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по службеној дужности,9
23.02.2026,01.03.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу стицања пунолетства,7
23.02.2026,01.03.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу пријаве пребивалишта,14
23.02.2026,01.03.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена личних података,23
23.02.2026,01.03.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена адресе пребивалишта,28
23.02.2026,01.03.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу одјаве пребивалишта,10
23.02.2026,01.03.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу смрти лица,24
23.02.2026,01.03.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање боравишта интерно расељеног лица,4
23.02.2026,01.03.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по службеној дужности,3
23.02.2026,01.03.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу стицања пунолетства,40
23.02.2026,01.03.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријаве пребивалишта,159
23.02.2026,01.03.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријаве боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена личних података,28
23.02.2026,01.03.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена адресе пребивалишта,45
23.02.2026,01.03.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу одјаве пребивалишта,117
23.02.2026,01.03.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу смрти лица,49
23.02.2026,01.03.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-НОВИ БЕОГРАД,Исправка техничке грешке,1
23.02.2026,01.03.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по службеној дужности,28
23.02.2026,01.03.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу стицања пунолетства,22
23.02.2026,01.03.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу пријаве пребивалишта,33
23.02.2026,01.03.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена личних података,9
23.02.2026,01.03.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена адресе пребивалишта,78
23.02.2026,01.03.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена адресе боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу одјаве пребивалишта,9
23.02.2026,01.03.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу смрти лица,15
23.02.2026,01.03.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по службеној дужности,7
23.02.2026,01.03.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу стицања пунолетства,12
23.02.2026,01.03.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу пријаве пребивалишта,177
23.02.2026,01.03.2026,БЕОГРАД-ПАЛИЛУЛА,Промена личних података,378
23.02.2026,01.03.2026,БЕОГРАД-ПАЛИЛУЛА,Промена адресе пребивалишта,60
23.02.2026,01.03.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу одјаве пребивалишта,113
23.02.2026,01.03.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу смрти лица,42
23.02.2026,01.03.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-РАКОВИЦА,Упис по основу стицања пунолетства,17
23.02.2026,01.03.2026,БЕОГРАД-РАКОВИЦА,Упис по основу пријаве пребивалишта,83
23.02.2026,01.03.2026,БЕОГРАД-РАКОВИЦА,Упис по основу пријаве боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-РАКОВИЦА,Промена личних података,25
23.02.2026,01.03.2026,БЕОГРАД-РАКОВИЦА,Промена адресе пребивалишта,22
23.02.2026,01.03.2026,БЕОГРАД-РАКОВИЦА,Брисање по основу одјаве пребивалишта,58
23.02.2026,01.03.2026,БЕОГРАД-РАКОВИЦА,Брисање по основу смрти лица,20
23.02.2026,01.03.2026,БЕОГРАД-РАКОВИЦА,Брисање по службеној дужности,1
23.02.2026,01.03.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу стицања пунолетства,10
23.02.2026,01.03.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу пријаве пребивалишта,32
23.02.2026,01.03.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Промена личних података,7
23.02.2026,01.03.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Промена адресе пребивалишта,5
23.02.2026,01.03.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу дуплог уписа,1
23.02.2026,01.03.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу одјаве пребивалишта,31
23.02.2026,01.03.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу смрти лица,13
23.02.2026,01.03.2026,БЕОГРАД-СОПОТ,Упис по основу стицања пунолетства,9
23.02.2026,01.03.2026,БЕОГРАД-СОПОТ,Упис по основу пријаве пребивалишта,31
23.02.2026,01.03.2026,БЕОГРАД-СОПОТ,Промена личних података,35
23.02.2026,01.03.2026,БЕОГРАД-СОПОТ,Промена адресе пребивалишта,13
23.02.2026,01.03.2026,БЕОГРАД-СОПОТ,Брисање по основу одјаве пребивалишта,7
23.02.2026,01.03.2026,БЕОГРАД-СОПОТ,Брисање по основу смрти лица,8
23.02.2026,01.03.2026,БЕОГРАД-СТАРИ ГРАД,Упис по основу стицања пунолетства,5
23.02.2026,01.03.2026,БЕОГРАД-СТАРИ ГРАД,Упис по основу пријаве пребивалишта,64
23.02.2026,01.03.2026,БЕОГРАД-СТАРИ ГРАД,Промена личних података,15
23.02.2026,01.03.2026,БЕОГРАД-СТАРИ ГРАД,Промена адресе пребивалишта,3
23.02.2026,01.03.2026,БЕОГРАД-СТАРИ ГРАД,Брисање по основу одјаве пребивалишта,47
23.02.2026,01.03.2026,БЕОГРАД-СТАРИ ГРАД,Брисање по основу смрти лица,12
23.02.2026,01.03.2026,БЕОГРАД-СУРЧИН,Упис по основу стицања пунолетства,19
23.02.2026,01.03.2026,БЕОГРАД-СУРЧИН,Упис по основу пријаве пребивалишта,44
23.02.2026,01.03.2026,БЕОГРАД-СУРЧИН,Промена личних података,6
23.02.2026,01.03.2026,БЕОГРАД-СУРЧИН,Промена адресе пребивалишта,9
23.02.2026,01.03.2026,БЕОГРАД-СУРЧИН,Брисање по основу одјаве пребивалишта,19
23.02.2026,01.03.2026,БЕОГРАД-СУРЧИН,Брисање по основу смрти лица,11
23.02.2026,01.03.2026,БЕОГРАД-СУРЧИН,Брисање по службеној дужности,4
23.02.2026,01.03.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу стицања пунолетства,38
23.02.2026,01.03.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу пријаве пребивалишта,54
23.02.2026,01.03.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу пријаве боравишта интерно расељеног лица,3
23.02.2026,01.03.2026,БЕОГРАД-ЧУКАРИЦА,Промена личних података,22
23.02.2026,01.03.2026,БЕОГРАД-ЧУКАРИЦА,Промена адресе пребивалишта,43
23.02.2026,01.03.2026,БЕОГРАД-ЧУКАРИЦА,Промена адресе боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по основу одјаве пребивалишта,86
23.02.2026,01.03.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по основу смрти лица,41
23.02.2026,01.03.2026,БЕОГРАД-ЧУКАРИЦА,Брисање боравишта интерно расељеног лица,1
23.02.2026,01.03.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по службеној дужности,15
23.02.2026,01.03.2026,БЕОЧИН,Упис по основу стицања пунолетства,6
23.02.2026,01.03.2026,БЕОЧИН,Упис по основу пријаве пребивалишта,7
23.02.2026,01.03.2026,БЕОЧИН,Упис по основу пријема у држављанство,1
23.02.2026,01.03.2026,БЕОЧИН,Промена личних података,2
23.02.2026,01.03.2026,БЕОЧИН,Промена адресе пребивалишта,11
23.02.2026,01.03.2026,БЕОЧИН,Брисање по основу одјаве пребивалишта,4
23.02.2026,01.03.2026,БЕОЧИН,Брисање по основу смрти лица,3
23.02.2026,01.03.2026,БЕЧЕЈ,Упис по основу стицања пунолетства,10
23.02.2026,01.03.2026,БЕЧЕЈ,Упис по основу пријаве пребивалишта,6
23.02.2026,01.03.2026,БЕЧЕЈ,Промена личних података,35
23.02.2026,01.03.2026,БЕЧЕЈ,Промена адресе пребивалишта,14
23.02.2026,01.03.2026,БЕЧЕЈ,Брисање по основу одјаве пребивалишта,7
23.02.2026,01.03.2026,БЕЧЕЈ,Брисање по основу смрти лица,13
23.02.2026,01.03.2026,БЕЧЕЈ,Брисање по службеној дужности,3
23.02.2026,01.03.2026,БЛАЦЕ,Упис по основу пријаве пребивалишта,14
23.02.2026,01.03.2026,БЛАЦЕ,Промена личних података,1
23.02.2026,01.03.2026,БЛАЦЕ,Промена адресе пребивалишта,5
23.02.2026,01.03.2026,БЛАЦЕ,Брисање по основу одјаве пребивалишта,5
23.02.2026,01.03.2026,БЛАЦЕ,Брисање по основу смрти лица,8
23.02.2026,01.03.2026,БОГАТИЋ,Упис по основу стицања пунолетства,2
23.02.2026,01.03.2026,БОГАТИЋ,Упис по основу пријаве пребивалишта,3
23.02.2026,01.03.2026,БОГАТИЋ,Промена личних података,1
23.02.2026,01.03.2026,БОГАТИЋ,Промена адресе пребивалишта,2
23.02.2026,01.03.2026,БОГАТИЋ,Брисање по основу одјаве пребивалишта,6
23.02.2026,01.03.2026,БОГАТИЋ,Брисање по основу смрти лица,4
23.02.2026,01.03.2026,БОЈНИК,Упис по основу стицања пунолетства,1
23.02.2026,01.03.2026,БОЈНИК,Упис по основу пријаве пребивалишта,1
23.02.2026,01.03.2026,БОЈНИК,Промена личних података,1
23.02.2026,01.03.2026,БОЈНИК,Промена адресе пребивалишта,1
23.02.2026,01.03.2026,БОЈНИК,Брисање по основу одјаве пребивалишта,7
23.02.2026,01.03.2026,БОЈНИК,Брисање по основу смрти лица,2
23.02.2026,01.03.2026,БОЉЕВАЦ,Упис по основу стицања пунолетства,3
23.02.2026,01.03.2026,БОЉЕВАЦ,Упис по основу пријаве пребивалишта,2
23.02.2026,01.03.2026,БОЉЕВАЦ,Промена личних података,1
23.02.2026,01.03.2026,БОЉЕВАЦ,Брисање по основу одјаве пребивалишта,2
23.02.2026,01.03.2026,БОЉЕВАЦ,Брисање по основу смрти лица,7
23.02.2026,01.03.2026,БОР - ГРАД,Упис по основу стицања пунолетства,14
23.02.2026,01.03.2026,БОР - ГРАД,Упис по основу пријаве пребивалишта,20
23.02.2026,01.03.2026,БОР - ГРАД,Промена личних података,4
23.02.2026,01.03.2026,БОР - ГРАД,Промена адресе пребивалишта,20
23.02.2026,01.03.2026,БОР - ГРАД,Брисање по основу отпуста из држављанства,1
23.02.2026,01.03.2026,БОР - ГРАД,Брисање по основу одјаве пребивалишта,26
23.02.2026,01.03.2026,БОР - ГРАД,Брисање по основу смрти лица,13
23.02.2026,01.03.2026,БОР - ГРАД,Брисање по службеној дужности,2
23.02.2026,01.03.2026,БОСИЛЕГРАД,Промена адресе пребивалишта,32
23.02.2026,01.03.2026,БОСИЛЕГРАД,Брисање по основу одјаве пребивалишта,2
23.02.2026,01.03.2026,БОСИЛЕГРАД,Брисање по основу смрти лица,1
23.02.2026,01.03.2026,БРУС,Упис по основу стицања пунолетства,2
23.02.2026,01.03.2026,БРУС,Упис по основу пријаве пребивалишта,2
23.02.2026,01.03.2026,БРУС,Промена личних података,3
23.02.2026,01.03.2026,БРУС,Промена адресе пребивалишта,45
23.02.2026,01.03.2026,БРУС,Брисање по основу одјаве пребивалишта,7
23.02.2026,01.03.2026,БРУС,Брисање по основу смрти лица,4
23.02.2026,01.03.2026,БУЈАНОВАЦ,Упис по основу стицања пунолетства,14
23.02.2026,01.03.2026,БУЈАНОВАЦ,Упис по основу пријаве пребивалишта,19
23.02.2026,01.03.2026,БУЈАНОВАЦ,Промена личних података,74
23.02.2026,01.03.2026,БУЈАНОВАЦ,Промена адресе пребивалишта,67
23.02.2026,01.03.2026,БУЈАНОВАЦ,Брисање по основу одјаве пребивалишта,9
23.02.2026,01.03.2026,БУЈАНОВАЦ,Брисање по основу смрти лица,5
23.02.2026,01.03.2026,БУЈАНОВАЦ,Исправка техничке грешке,2
