ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
08.06.2026,АДА,14321
08.06.2026,АЛЕКСАНДРОВАЦ,20686
08.06.2026,АЛЕКСИНАЦ,39232
08.06.2026,АЛИБУНАР,16708
08.06.2026,АПАТИН,23490
08.06.2026,АРАНЂЕЛОВАЦ,36808
08.06.2026,АРИЉЕ,14770
08.06.2026,БАБУШНИЦА,7958
08.06.2026,БАЈИНА БАШТА,21396
08.06.2026,БАТОЧИНА,9662
08.06.2026,БАЧ,11819
08.06.2026,БАЧКА ПАЛАНКА,44481
08.06.2026,БАЧКА ТОПОЛА,26698
08.06.2026,БАЧКИ ПЕТРОВАЦ,11625
08.06.2026,БЕЛА ПАЛАНКА,8287
08.06.2026,БЕЛА ЦРКВА,15399
08.06.2026,БЕОГРАД-БАРАЈЕВО,24013
08.06.2026,БЕОГРАД-ВОЖДОВАЦ,162889
08.06.2026,БЕОГРАД-ВРАЧАР,62964
08.06.2026,БЕОГРАД-ГРОЦКА,73687
08.06.2026,БЕОГРАД-ЗВЕЗДАРА,164225
08.06.2026,БЕОГРАД-ЗЕМУН,170951
08.06.2026,БЕОГРАД-ЛАЗАРЕВАЦ,49701
08.06.2026,БЕОГРАД-МЛАДЕНОВАЦ,45192
08.06.2026,БЕОГРАД-НОВИ БЕОГРАД,202416
08.06.2026,БЕОГРАД-ОБРЕНОВАЦ,64241
08.06.2026,БЕОГРАД-ПАЛИЛУЛА,175352
08.06.2026,БЕОГРАД-РАКОВИЦА,99020
08.06.2026,БЕОГРАД-САВСКИ ВЕНАЦ,41121
08.06.2026,БЕОГРАД-СОПОТ,17325
08.06.2026,БЕОГРАД-СТАРИ ГРАД,52953
08.06.2026,БЕОГРАД-СУРЧИН,40944
08.06.2026,БЕОГРАД-ЧУКАРИЦА,163112
08.06.2026,БЕОЧИН,13288
08.06.2026,БЕЧЕЈ,30472
08.06.2026,БЛАЦЕ,8184
08.06.2026,БОГАТИЋ,23808
08.06.2026,БОЈНИК,8055
08.06.2026,БОЉЕВАЦ,9412
08.06.2026,БОР - ГРАД,38333
08.06.2026,БОСИЛЕГРАД,6998
08.06.2026,БРУС,12323
08.06.2026,БУЈАНОВАЦ,44120
08.06.2026,ВАЉЕВО - ГРАД,74293
08.06.2026,ВАРВАРИН,14578
08.06.2026,ВЕЛИКА ПЛАНА,34981
08.06.2026,ВЕЛИКО ГРАДИШТЕ,18687
08.06.2026,ВИТИНА,2429
08.06.2026,ВЛАДИМИРЦИ,13544
08.06.2026,ВЛАДИЧИН ХАН,15868
08.06.2026,ВЛАСОТИНЦЕ,22413
08.06.2026,ВРАЊЕ - ГРАД,59763
08.06.2026,ВРАЊЕ-ВРАЊСКА БАЊА,7887
08.06.2026,ВРБАС,33458
08.06.2026,ВРЊАЧКА БАЊА,23507
08.06.2026,ВРШАЦ - ГРАД,43558
08.06.2026,ВУЧИТРН,3612
08.06.2026,ГАЏИН ХАН,5278
08.06.2026,ГЊИЛАНЕ,8004
08.06.2026,ГОЛУБАЦ,7864
08.06.2026,ГОРА,6913
08.06.2026,ГОРЊИ МИЛАНОВАЦ,34228
08.06.2026,ДЕСПОТОВАЦ,21150
08.06.2026,ДИМИТРОВГРАД,7740
08.06.2026,ДОЉЕВАЦ,13676
08.06.2026,ЖАБАЉ,21105
08.06.2026,ЖАБАРИ,11037
08.06.2026,ЖАГУБИЦА,10273
08.06.2026,ЖИТИШТЕ,13318
08.06.2026,ЖИТОРАЂА,11744
08.06.2026,ЗАЈЕЧАР - ГРАД,46872
08.06.2026,ЗВЕЧАН,5508
08.06.2026,ЗРЕЊАНИН - ГРАД,98190
08.06.2026,ЗУБИН ПОТОК,4294
08.06.2026,ИВАЊИЦА,24106
08.06.2026,ИНЂИЈА,40534
08.06.2026,ИРИГ,8967
08.06.2026,ИСТОК,3072
08.06.2026,ЈАГОДИНА - ГРАД,63514
08.06.2026,КАЊИЖА,20683
08.06.2026,КИКИНДА - ГРАД,45844
08.06.2026,КЛАДОВО,21067
08.06.2026,КЛИНА,1902
08.06.2026,КНИЋ,10258
08.06.2026,КЊАЖЕВАЦ,22204
08.06.2026,КОВАЧИЦА,20772
08.06.2026,КОВИН,27186
08.06.2026,КОСЈЕРИЋ,8807
08.06.2026,КОСОВО ПОЉЕ,4872
08.06.2026,КОСОВСКА КАМЕНИЦА,6242
08.06.2026,КОСОВСКА МИТРОВИЦА,14761
08.06.2026,КОЦЕЉЕВА,10353
08.06.2026,КРАГУЈЕВАЦ - ГРАД,152610
08.06.2026,КРАЉЕВО - ГРАД,97934
08.06.2026,КРУПАЊ,12606
08.06.2026,КРУШЕВАЦ - ГРАД,103711
08.06.2026,КУЛА,33188
08.06.2026,КУРШУМЛИЈА,13530
08.06.2026,КУЧЕВО,15245
08.06.2026,ЛАЈКОВАЦ,11257
08.06.2026,ЛАПОВО,6397
08.06.2026,ЛЕБАНЕ,16354
08.06.2026,ЛЕПОСАВИЋ,8994
08.06.2026,ЛЕСКОВАЦ - ГРАД,112350
08.06.2026,ЛИПЉАН,6025
08.06.2026,ЛОЗНИЦА - ГРАД,76523
08.06.2026,ЛУЧАНИ,14601
08.06.2026,ЉИГ,8444
08.06.2026,ЉУБОВИЈА,13083
08.06.2026,МАЈДАНПЕК,15340
08.06.2026,МАЛИ ЗВОРНИК,16148
08.06.2026,МАЛИ ИЂОШ,9793
08.06.2026,МАЛО ЦРНИЋЕ,11539
08.06.2026,МЕДВЕЂА,5986
08.06.2026,МЕРОШИНА,9701
08.06.2026,МИОНИЦА,10621
08.06.2026,НЕГОТИН,35425
08.06.2026,НИШ-МЕДИЈАНА,76474
08.06.2026,НИШ-НИШКА БАЊА,11557
08.06.2026,НИШ-ПАЛИЛУЛА,63288
08.06.2026,НИШ-ПАНТЕЛЕЈ,46410
08.06.2026,НИШ-ЦРВЕНИ КРСТ,29308
08.06.2026,НОВА ВАРОШ,12123
08.06.2026,НОВА ЦРЊА,7745
08.06.2026,НОВИ БЕЧЕЈ,18138
08.06.2026,НОВИ КНЕЖЕВАЦ,8286
08.06.2026,НОВИ ПАЗАР - ГРАД,94422
08.06.2026,НОВИ САД - ГРАД,344169
08.06.2026,НОВО БРДО,958
08.06.2026,ОБИЛИЋ,3563
08.06.2026,ОПОВО,7978
08.06.2026,ОРАХОВАЦ,1549
08.06.2026,ОСЕЧИНА,8900
08.06.2026,ОЏАЦИ,23348
08.06.2026,ПАНЧЕВО - ГРАД,106238
08.06.2026,ПАРАЋИН,45547
08.06.2026,ПЕТРОВАЦ НА МЛАВИ,30614
08.06.2026,ПЕЋ,3914
08.06.2026,ПЕЋИНЦИ,15489
08.06.2026,ПИРОТ - ГРАД,44399
08.06.2026,ПЛАНДИШТЕ,8288
08.06.2026,ПОДУЈЕВО,410
08.06.2026,ПОЖАРЕВАЦ,56907
08.06.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11345
08.06.2026,ПОЖЕГА,22491
08.06.2026,ПРЕШЕВО,44255
08.06.2026,ПРИБОЈ,26690
08.06.2026,ПРИЗРЕН,4595
08.06.2026,ПРИЈЕПОЉЕ,31582
08.06.2026,ПРИШТИНА - ГРАД,13840
08.06.2026,ПРОКУПЉЕ - ГРАД,35384
08.06.2026,РАЖАЊ,5914
08.06.2026,РАЧА,8921
08.06.2026,РАШКА,19524
08.06.2026,РЕКОВАЦ,7853
08.06.2026,РУМА,45282
08.06.2026,СВИЛАЈНАЦ,23461
08.06.2026,СВРЉИГ,9828
08.06.2026,СЕНТА,19341
08.06.2026,СЕЧАЊ,10149
08.06.2026,СЈЕНИЦА,27821
08.06.2026,СМЕДЕРЕВО - ГРАД,93908
08.06.2026,СМЕДЕРЕВСКА ПАЛАНКА,38820
08.06.2026,СОКОБАЊА,12827
08.06.2026,СОМБОР - ГРАД,69750
08.06.2026,СРБИЦА,292
08.06.2026,СРБОБРАН,13054
08.06.2026,СРЕМСКА МИТРОВИЦА - ГРАД,68015
08.06.2026,СРЕМСКИ КАРЛОВЦИ,7906
08.06.2026,СТАРА ПАЗОВА,56845
08.06.2026,СУБОТИЦА - ГРАД,124392
08.06.2026,СУРДУЛИЦА,16116
08.06.2026,ТЕМЕРИН,24788
08.06.2026,ТИТЕЛ,12567
08.06.2026,ТОПОЛА,17186
08.06.2026,ТРГОВИШТЕ,4377
08.06.2026,ТРСТЕНИК,33418
08.06.2026,ТУТИН,33700
08.06.2026,ЋИЋЕВАЦ,7133
08.06.2026,ЋУПРИЈА,27900
08.06.2026,УБ,22412
08.06.2026,УЖИЦЕ - ГРАД,56851
08.06.2026,УЖИЦЕ-СЕВОЈНО,5531
08.06.2026,УРОШЕВАЦ,3850
08.06.2026,ЦРНА ТРАВА,935
08.06.2026,ЧАЈЕТИНА,14483
08.06.2026,ЧАЧАК - ГРАД,93774
08.06.2026,ЧОКА,8519
08.06.2026,ШАБАЦ - ГРАД,99061
08.06.2026,ШИД,28811
08.06.2026,ШТРПЦЕ,5825
