ПЕРИОД_ОД,ПЕРИОД_ДО,ОПШТИНА_ГРАД,ВРСТА_ПРОМЕНЕ,БРОЈ_ПРОМЕНА
04.05.2026,10.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање боравишта интерно расељеног лица,3
04.05.2026,10.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по службеној дужности,3
04.05.2026,10.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу стицања пунолетства,10
04.05.2026,10.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу пријаве пребивалишта,19
04.05.2026,10.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена личних података,22
04.05.2026,10.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена адресе пребивалишта,34
04.05.2026,10.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена адресе боравишта интерно расељеног лица,1
04.05.2026,10.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу одјаве пребивалишта,7
04.05.2026,10.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу смрти лица,17
04.05.2026,10.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање боравишта интерно расељеног лица,1
04.05.2026,10.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Исправка техничке грешке,1
04.05.2026,10.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по службеној дужности,3
04.05.2026,10.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу стицања пунолетства,56
04.05.2026,10.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријаве пребивалишта,111
04.05.2026,10.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријема у држављанство,1
04.05.2026,10.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена личних података,36
04.05.2026,10.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена адресе пребивалишта,37
04.05.2026,10.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу отпуста из држављанства,2
04.05.2026,10.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу одјаве пребивалишта,61
04.05.2026,10.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу смрти лица,48
04.05.2026,10.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање боравишта интерно расељеног лица,1
04.05.2026,10.05.2026,БЕОГРАД-НОВИ БЕОГРАД,Исправка техничке грешке,2
04.05.2026,10.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу стицања пунолетства,18
04.05.2026,10.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу пријаве пребивалишта,23
04.05.2026,10.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена личних података,12
04.05.2026,10.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена адресе пребивалишта,58
04.05.2026,10.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу одјаве пребивалишта,7
04.05.2026,10.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу смрти лица,15
04.05.2026,10.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање боравишта интерно расељеног лица,1
04.05.2026,10.05.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по службеној дужности,12
04.05.2026,10.05.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу стицања пунолетства,83
04.05.2026,10.05.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу пријаве пребивалишта,46
04.05.2026,10.05.2026,БЕОГРАД-ПАЛИЛУЛА,Промена личних података,321
04.05.2026,10.05.2026,БЕОГРАД-ПАЛИЛУЛА,Промена адресе пребивалишта,51
04.05.2026,10.05.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу одјаве пребивалишта,65
04.05.2026,10.05.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу смрти лица,41
04.05.2026,10.05.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање боравишта интерно расељеног лица,1
04.05.2026,10.05.2026,БЕОГРАД-РАКОВИЦА,Упис по основу стицања пунолетства,17
04.05.2026,10.05.2026,БЕОГРАД-РАКОВИЦА,Упис по основу пријаве пребивалишта,58
04.05.2026,10.05.2026,БЕОГРАД-РАКОВИЦА,Упис по основу пријема у држављанство,1
04.05.2026,10.05.2026,БЕОГРАД-РАКОВИЦА,Упис по основу пријаве боравишта интерно расељеног лица,5
04.05.2026,10.05.2026,БЕОГРАД-РАКОВИЦА,Промена личних података,19
04.05.2026,10.05.2026,БЕОГРАД-РАКОВИЦА,Промена адресе пребивалишта,29
04.05.2026,10.05.2026,БЕОГРАД-РАКОВИЦА,Брисање по основу одјаве пребивалишта,33
04.05.2026,10.05.2026,БЕОГРАД-РАКОВИЦА,Брисање по основу смрти лица,23
04.05.2026,10.05.2026,БЕОГРАД-РАКОВИЦА,Брисање боравишта интерно расељеног лица,1
04.05.2026,10.05.2026,БЕОГРАД-РАКОВИЦА,Брисање по службеној дужности,31
04.05.2026,10.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу стицања пунолетства,12
04.05.2026,10.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу пријаве пребивалишта,41
04.05.2026,10.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Промена личних података,5
04.05.2026,10.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Промена адресе пребивалишта,7
04.05.2026,10.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу одјаве пребивалишта,25
04.05.2026,10.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу смрти лица,10
04.05.2026,10.05.2026,БЕОГРАД-СОПОТ,Упис по основу стицања пунолетства,2
04.05.2026,10.05.2026,БЕОГРАД-СОПОТ,Упис по основу пријаве пребивалишта,33
04.05.2026,10.05.2026,БЕОГРАД-СОПОТ,Упис по основу пријема у држављанство,1
04.05.2026,10.05.2026,БЕОГРАД-СОПОТ,Упис по основу пријаве боравишта интерно расељеног лица,2
04.05.2026,10.05.2026,БЕОГРАД-СОПОТ,Промена личних података,11
04.05.2026,10.05.2026,БЕОГРАД-СОПОТ,Промена адресе пребивалишта,4
04.05.2026,10.05.2026,БЕОГРАД-СОПОТ,Брисање по основу одјаве пребивалишта,7
04.05.2026,10.05.2026,БЕОГРАД-СОПОТ,Брисање по основу смрти лица,8
04.05.2026,10.05.2026,БЕОГРАД-СОПОТ,Брисање боравишта интерно расељеног лица,2
04.05.2026,10.05.2026,БЕОГРАД-СОПОТ,Исправка техничке грешке,1
04.05.2026,10.05.2026,БЕОГРАД-СТАРИ ГРАД,Упис по основу пријаве пребивалишта,1
04.05.2026,10.05.2026,БЕОГРАД-СТАРИ ГРАД,Промена личних података,8
04.05.2026,10.05.2026,БЕОГРАД-СТАРИ ГРАД,Брисање по основу одјаве пребивалишта,30
04.05.2026,10.05.2026,БЕОГРАД-СТАРИ ГРАД,Брисање по основу смрти лица,15
04.05.2026,10.05.2026,БЕОГРАД-СУРЧИН,Упис по основу стицања пунолетства,13
04.05.2026,10.05.2026,БЕОГРАД-СУРЧИН,Упис по основу пријаве пребивалишта,27
04.05.2026,10.05.2026,БЕОГРАД-СУРЧИН,Промена личних података,4
04.05.2026,10.05.2026,БЕОГРАД-СУРЧИН,Промена адресе пребивалишта,9
04.05.2026,10.05.2026,БЕОГРАД-СУРЧИН,Брисање по основу одјаве пребивалишта,18
04.05.2026,10.05.2026,БЕОГРАД-СУРЧИН,Брисање по основу смрти лица,11
04.05.2026,10.05.2026,БЕОГРАД-СУРЧИН,Брисање по службеној дужности,1
04.05.2026,10.05.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу стицања пунолетства,39
04.05.2026,10.05.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу пријаве пребивалишта,67
04.05.2026,10.05.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу пријаве боравишта интерно расељеног лица,1
04.05.2026,10.05.2026,БЕОГРАД-ЧУКАРИЦА,Промена личних података,32
04.05.2026,10.05.2026,БЕОГРАД-ЧУКАРИЦА,Промена адресе пребивалишта,43
04.05.2026,10.05.2026,БЕОГРАД-ЧУКАРИЦА,Промена адресе боравишта интерно расељеног лица,1
04.05.2026,10.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по основу одјаве пребивалишта,61
04.05.2026,10.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по основу смрти лица,45
04.05.2026,10.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање боравишта интерно расељеног лица,4
04.05.2026,10.05.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по службеној дужности,12
04.05.2026,10.05.2026,БЕОЧИН,Упис по основу стицања пунолетства,2
04.05.2026,10.05.2026,БЕОЧИН,Упис по основу пријаве пребивалишта,7
04.05.2026,10.05.2026,БЕОЧИН,Промена личних података,3
04.05.2026,10.05.2026,БЕОЧИН,Промена адресе пребивалишта,7
04.05.2026,10.05.2026,БЕОЧИН,Брисање по основу одјаве пребивалишта,6
04.05.2026,10.05.2026,БЕОЧИН,Брисање по основу смрти лица,4
04.05.2026,10.05.2026,БЕЧЕЈ,Упис по основу стицања пунолетства,9
04.05.2026,10.05.2026,БЕЧЕЈ,Упис по основу пријаве пребивалишта,10
04.05.2026,10.05.2026,БЕЧЕЈ,Промена личних података,7
04.05.2026,10.05.2026,БЕЧЕЈ,Промена адресе пребивалишта,14
04.05.2026,10.05.2026,БЕЧЕЈ,Брисање по основу отпуста из држављанства,1
04.05.2026,10.05.2026,БЕЧЕЈ,Брисање по основу одјаве пребивалишта,6
04.05.2026,10.05.2026,БЕЧЕЈ,Брисање по основу смрти лица,10
04.05.2026,10.05.2026,БЛАЦЕ,Упис по основу пријаве пребивалишта,1
04.05.2026,10.05.2026,БЛАЦЕ,Промена адресе пребивалишта,3
04.05.2026,10.05.2026,БЛАЦЕ,Брисање по основу одјаве пребивалишта,5
04.05.2026,10.05.2026,БЛАЦЕ,Брисање по основу смрти лица,3
04.05.2026,10.05.2026,БОГАТИЋ,Упис по основу стицања пунолетства,5
04.05.2026,10.05.2026,БОГАТИЋ,Упис по основу пријаве пребивалишта,11
04.05.2026,10.05.2026,БОГАТИЋ,Промена личних података,1
04.05.2026,10.05.2026,БОГАТИЋ,Промена адресе пребивалишта,8
04.05.2026,10.05.2026,БОГАТИЋ,Брисање по основу одјаве пребивалишта,6
04.05.2026,10.05.2026,БОГАТИЋ,Брисање по основу смрти лица,7
04.05.2026,10.05.2026,БОЈНИК,Упис по основу стицања пунолетства,4
04.05.2026,10.05.2026,БОЈНИК,Упис по основу пријаве пребивалишта,3
04.05.2026,10.05.2026,БОЈНИК,Промена адресе пребивалишта,16
04.05.2026,10.05.2026,БОЈНИК,Брисање по основу одјаве пребивалишта,2
04.05.2026,10.05.2026,БОЈНИК,Брисање по основу смрти лица,6
04.05.2026,10.05.2026,БОЉЕВАЦ,Упис по основу стицања пунолетства,3
04.05.2026,10.05.2026,БОЉЕВАЦ,Упис по основу пријаве пребивалишта,1
04.05.2026,10.05.2026,БОЉЕВАЦ,Промена личних података,1
04.05.2026,10.05.2026,БОЉЕВАЦ,Промена адресе пребивалишта,1
04.05.2026,10.05.2026,БОЉЕВАЦ,Брисање по основу одјаве пребивалишта,3
04.05.2026,10.05.2026,БОЉЕВАЦ,Брисање по основу смрти лица,2
04.05.2026,10.05.2026,БОР - ГРАД,Упис по основу стицања пунолетства,13
04.05.2026,10.05.2026,БОР - ГРАД,Упис по основу пријаве пребивалишта,8
04.05.2026,10.05.2026,БОР - ГРАД,Упис по основу пријаве боравишта интерно расељеног лица,1
04.05.2026,10.05.2026,БОР - ГРАД,Промена личних података,2
04.05.2026,10.05.2026,БОР - ГРАД,Промена адресе пребивалишта,15
04.05.2026,10.05.2026,БОР - ГРАД,Промена адресе боравишта интерно расељеног лица,1
04.05.2026,10.05.2026,БОР - ГРАД,Брисање по основу одјаве пребивалишта,9
04.05.2026,10.05.2026,БОР - ГРАД,Брисање по основу смрти лица,14
04.05.2026,10.05.2026,БОР - ГРАД,Брисање боравишта интерно расељеног лица,2
04.05.2026,10.05.2026,БОР - ГРАД,Брисање по службеној дужности,6
04.05.2026,10.05.2026,БОСИЛЕГРАД,Упис по основу стицања пунолетства,2
04.05.2026,10.05.2026,БОСИЛЕГРАД,Промена адресе пребивалишта,24
04.05.2026,10.05.2026,БОСИЛЕГРАД,Брисање по основу одјаве пребивалишта,3
04.05.2026,10.05.2026,БОСИЛЕГРАД,Брисање по основу смрти лица,1
04.05.2026,10.05.2026,БРУС,Упис по основу стицања пунолетства,3
04.05.2026,10.05.2026,БРУС,Промена личних података,1
04.05.2026,10.05.2026,БРУС,Промена адресе пребивалишта,34
04.05.2026,10.05.2026,БРУС,Брисање по основу одјаве пребивалишта,2
04.05.2026,10.05.2026,БРУС,Брисање по основу смрти лица,4
04.05.2026,10.05.2026,БУЈАНОВАЦ,Упис по основу стицања пунолетства,15
04.05.2026,10.05.2026,БУЈАНОВАЦ,Промена личних података,29
04.05.2026,10.05.2026,БУЈАНОВАЦ,Промена адресе пребивалишта,60
04.05.2026,10.05.2026,БУЈАНОВАЦ,Брисање по основу одјаве пребивалишта,6
04.05.2026,10.05.2026,БУЈАНОВАЦ,Брисање по основу смрти лица,8
04.05.2026,10.05.2026,БУЈАНОВАЦ,Исправка техничке грешке,2
04.05.2026,10.05.2026,ВАЉЕВО - ГРАД,Упис по основу стицања пунолетства,13
04.05.2026,10.05.2026,ВАЉЕВО - ГРАД,Упис по основу пријаве пребивалишта,17
04.05.2026,10.05.2026,ВАЉЕВО - ГРАД,Промена личних података,14
04.05.2026,10.05.2026,ВАЉЕВО - ГРАД,Промена адресе пребивалишта,26
04.05.2026,10.05.2026,ВАЉЕВО - ГРАД,Брисање по основу отпуста из држављанства,1
