ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
14.09.2026,ВРЊАЧКА БАЊА,23590
14.09.2026,ВРШАЦ - ГРАД,43524
14.09.2026,ВУЧИТРН,3595
14.09.2026,ГАЏИН ХАН,5255
14.09.2026,ГЊИЛАНЕ,7997
14.09.2026,ГОЛУБАЦ,7846
14.09.2026,ГОРА,6888
14.09.2026,ГОРЊИ МИЛАНОВАЦ,34180
14.09.2026,ДЕСПОТОВАЦ,21109
14.09.2026,ДИМИТРОВГРАД,7720
14.09.2026,ДОЉЕВАЦ,13708
14.09.2026,ЖАБАЉ,21121
14.09.2026,ЖАБАРИ,11047
14.09.2026,ЖАГУБИЦА,10275
14.09.2026,ЖИТИШТЕ,13317
14.09.2026,ЖИТОРАЂА,11737
14.09.2026,ЗАЈЕЧАР - ГРАД,46798
14.09.2026,ЗВЕЧАН,5469
14.09.2026,ЗРЕЊАНИН - ГРАД,98142
14.09.2026,ЗУБИН ПОТОК,4254
14.09.2026,ИВАЊИЦА,24022
14.09.2026,ИНЂИЈА,40585
14.09.2026,ИРИГ,8969
14.09.2026,ИСТОК,3047
14.09.2026,ЈАГОДИНА - ГРАД,63470
14.09.2026,КАЊИЖА,20634
14.09.2026,КИКИНДА - ГРАД,45758
14.09.2026,КЛАДОВО,21042
14.09.2026,КЛИНА,1881
14.09.2026,КНИЋ,10242
14.09.2026,КЊАЖЕВАЦ,22141
14.09.2026,КОВАЧИЦА,20771
14.09.2026,КОВИН,27158
14.09.2026,КОСЈЕРИЋ,8798
14.09.2026,КОСОВО ПОЉЕ,4824
14.09.2026,КОСОВСКА КАМЕНИЦА,6212
14.09.2026,КОСОВСКА МИТРОВИЦА,14661
14.09.2026,КОЦЕЉЕВА,10320
14.09.2026,КРАГУЈЕВАЦ - ГРАД,152840
14.09.2026,КРАЉЕВО - ГРАД,97981
14.09.2026,КРУПАЊ,12567
14.09.2026,КРУШЕВАЦ - ГРАД,103728
14.09.2026,КУЛА,33146
14.09.2026,КУРШУМЛИЈА,13512
14.09.2026,КУЧЕВО,15257
14.09.2026,ЛАЈКОВАЦ,11212
14.09.2026,ЛАПОВО,6396
14.09.2026,ЛЕБАНЕ,16308
14.09.2026,ЛЕПОСАВИЋ,8840
14.09.2026,ЛЕСКОВАЦ - ГРАД,112224
14.09.2026,ЛИПЉАН,6012
14.09.2026,ЛОЗНИЦА - ГРАД,76630
14.09.2026,ЛУЧАНИ,14556
14.09.2026,ЉИГ,8430
14.09.2026,ЉУБОВИЈА,13069
14.09.2026,МАЈДАНПЕК,15269
14.09.2026,МАЛИ ЗВОРНИК,16107
14.09.2026,МАЛИ ИЂОШ,9791
14.09.2026,МАЛО ЦРНИЋЕ,11547
14.09.2026,МЕДВЕЂА,5968
14.09.2026,МЕРОШИНА,9702
14.09.2026,МИОНИЦА,10615
14.09.2026,НЕГОТИН,35420
14.09.2026,НИШ-МЕДИЈАНА,76602
14.09.2026,НИШ-НИШКА БАЊА,11535
14.09.2026,НИШ-ПАЛИЛУЛА,63383
14.09.2026,НИШ-ПАНТЕЛЕЈ,46544
14.09.2026,НИШ-ЦРВЕНИ КРСТ,29310
14.09.2026,НОВА ВАРОШ,12085
14.09.2026,НОВА ЦРЊА,7705
14.09.2026,НОВИ БЕЧЕЈ,18137
14.09.2026,НОВИ КНЕЖЕВАЦ,8259
14.09.2026,НОВИ ПАЗАР - ГРАД,95009
14.09.2026,НОВИ САД - ГРАД,344949
14.09.2026,НОВО БРДО,946
14.09.2026,ОБИЛИЋ,3524
14.09.2026,ОПОВО,7975
14.09.2026,ОРАХОВАЦ,1525
14.09.2026,ОСЕЧИНА,8856
14.09.2026,ОЏАЦИ,23283
14.09.2026,ПАНЧЕВО - ГРАД,106355
14.09.2026,ПАРАЋИН,45541
14.09.2026,ПЕТРОВАЦ НА МЛАВИ,30621
14.09.2026,ПЕЋ,3871
14.09.2026,ПЕЋИНЦИ,15509
14.09.2026,ПИРОТ - ГРАД,44302
14.09.2026,ПЛАНДИШТЕ,8249
14.09.2026,ПОДУЈЕВО,403
14.09.2026,ПОЖАРЕВАЦ,56905
14.09.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11331
14.09.2026,ПОЖЕГА,22481
14.09.2026,ПРЕШЕВО,44530
14.09.2026,ПРИБОЈ,26629
14.09.2026,ПРИЗРЕН,4537
14.09.2026,ПРИЈЕПОЉЕ,31581
14.09.2026,ПРИШТИНА - ГРАД,13718
14.09.2026,ПРОКУПЉЕ - ГРАД,35355
14.09.2026,РАЖАЊ,5905
14.09.2026,РАЧА,8913
14.09.2026,РАШКА,19621
14.09.2026,РЕКОВАЦ,7843
14.09.2026,РУМА,45317
14.09.2026,СВИЛАЈНАЦ,23474
14.09.2026,СВРЉИГ,9803
14.09.2026,СЕНТА,19338
14.09.2026,СЕЧАЊ,10142
14.09.2026,СЈЕНИЦА,27915
14.09.2026,СМЕДЕРЕВО - ГРАД,93802
14.09.2026,СМЕДЕРЕВСКА ПАЛАНКА,38842
14.09.2026,СОКОБАЊА,12779
14.09.2026,СОМБОР - ГРАД,69646
14.09.2026,СРБИЦА,291
14.09.2026,СРБОБРАН,13070
14.09.2026,СРЕМСКА МИТРОВИЦА - ГРАД,67971
14.09.2026,СРЕМСКИ КАРЛОВЦИ,7903
14.09.2026,СТАРА ПАЗОВА,57069
14.09.2026,СУБОТИЦА - ГРАД,124403
14.09.2026,СУРДУЛИЦА,16109
14.09.2026,ТЕМЕРИН,24791
14.09.2026,ТИТЕЛ,12566
14.09.2026,ТОПОЛА,17183
14.09.2026,ТРГОВИШТЕ,4371
14.09.2026,ТРСТЕНИК,33298
14.09.2026,ТУТИН,33745
14.09.2026,ЋИЋЕВАЦ,7114
14.09.2026,ЋУПРИЈА,27946
14.09.2026,УБ,22440
14.09.2026,УЖИЦЕ - ГРАД,56770
14.09.2026,УЖИЦЕ-СЕВОЈНО,5518
14.09.2026,УРОШЕВАЦ,3819
14.09.2026,ЦРНА ТРАВА,928
14.09.2026,ЧАЈЕТИНА,14592
14.09.2026,ЧАЧАК - ГРАД,93791
14.09.2026,ЧОКА,8472
14.09.2026,ШАБАЦ - ГРАД,98997
14.09.2026,ШИД,28823
14.09.2026,ШТРПЦЕ,5816
