ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
01.06.2026,КИКИНДА - ГРАД,45853
01.06.2026,КЛАДОВО,21066
01.06.2026,КЛИНА,1906
01.06.2026,КНИЋ,10266
01.06.2026,КЊАЖЕВАЦ,22197
01.06.2026,КОВАЧИЦА,20791
01.06.2026,КОВИН,27187
01.06.2026,КОСЈЕРИЋ,8811
01.06.2026,КОСОВО ПОЉЕ,4878
01.06.2026,КОСОВСКА КАМЕНИЦА,6245
01.06.2026,КОСОВСКА МИТРОВИЦА,14762
01.06.2026,КОЦЕЉЕВА,10357
01.06.2026,КРАГУЈЕВАЦ - ГРАД,152582
01.06.2026,КРАЉЕВО - ГРАД,97921
01.06.2026,КРУПАЊ,12608
01.06.2026,КРУШЕВАЦ - ГРАД,103717
01.06.2026,КУЛА,33199
01.06.2026,КУРШУМЛИЈА,13530
01.06.2026,КУЧЕВО,15247
01.06.2026,ЛАЈКОВАЦ,11265
01.06.2026,ЛАПОВО,6397
01.06.2026,ЛЕБАНЕ,16352
01.06.2026,ЛЕПОСАВИЋ,9000
01.06.2026,ЛЕСКОВАЦ - ГРАД,112366
01.06.2026,ЛИПЉАН,6026
01.06.2026,ЛОЗНИЦА - ГРАД,76513
01.06.2026,ЛУЧАНИ,14601
01.06.2026,ЉИГ,8447
01.06.2026,ЉУБОВИЈА,13085
01.06.2026,МАЈДАНПЕК,15345
01.06.2026,МАЛИ ЗВОРНИК,16166
01.06.2026,МАЛИ ИЂОШ,9798
01.06.2026,МАЛО ЦРНИЋЕ,11541
01.06.2026,МЕДВЕЂА,5983
01.06.2026,МЕРОШИНА,9690
01.06.2026,МИОНИЦА,10623
01.06.2026,НЕГОТИН,35437
01.06.2026,НИШ-МЕДИЈАНА,76468
01.06.2026,НИШ-НИШКА БАЊА,11556
01.06.2026,НИШ-ПАЛИЛУЛА,63285
01.06.2026,НИШ-ПАНТЕЛЕЈ,46398
01.06.2026,НИШ-ЦРВЕНИ КРСТ,29315
01.06.2026,НОВА ВАРОШ,12126
01.06.2026,НОВА ЦРЊА,7746
01.06.2026,НОВИ БЕЧЕЈ,18135
01.06.2026,НОВИ КНЕЖЕВАЦ,8293
01.06.2026,НОВИ ПАЗАР - ГРАД,94357
01.06.2026,НОВИ САД - ГРАД,344093
01.06.2026,НОВО БРДО,959
01.06.2026,ОБИЛИЋ,3568
01.06.2026,ОПОВО,7980
01.06.2026,ОРАХОВАЦ,1549
01.06.2026,ОСЕЧИНА,8902
01.06.2026,ОЏАЦИ,23349
01.06.2026,ПАНЧЕВО - ГРАД,106226
01.06.2026,ПАРАЋИН,45561
01.06.2026,ПЕТРОВАЦ НА МЛАВИ,30621
01.06.2026,ПЕЋ,3917
01.06.2026,ПЕЋИНЦИ,15485
01.06.2026,ПИРОТ - ГРАД,44396
01.06.2026,ПЛАНДИШТЕ,8289
01.06.2026,ПОДУЈЕВО,410
01.06.2026,ПОЖАРЕВАЦ,56929
01.06.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11347
01.06.2026,ПОЖЕГА,22494
01.06.2026,ПРЕШЕВО,44217
01.06.2026,ПРИБОЈ,26686
01.06.2026,ПРИЗРЕН,4603
01.06.2026,ПРИЈЕПОЉЕ,31571
01.06.2026,ПРИШТИНА - ГРАД,13846
01.06.2026,ПРОКУПЉЕ - ГРАД,35398
01.06.2026,РАЖАЊ,5915
01.06.2026,РАЧА,8923
01.06.2026,РАШКА,19522
01.06.2026,РЕКОВАЦ,7854
01.06.2026,РУМА,45284
01.06.2026,СВИЛАЈНАЦ,23458
01.06.2026,СВРЉИГ,9832
01.06.2026,СЕНТА,19344
01.06.2026,СЕЧАЊ,10150
01.06.2026,СЈЕНИЦА,27840
01.06.2026,СМЕДЕРЕВО - ГРАД,93926
01.06.2026,СМЕДЕРЕВСКА ПАЛАНКА,38829
01.06.2026,СОКОБАЊА,12833
01.06.2026,СОМБОР - ГРАД,69775
01.06.2026,СРБИЦА,292
01.06.2026,СРБОБРАН,13056
01.06.2026,СРЕМСКА МИТРОВИЦА - ГРАД,67997
01.06.2026,СРЕМСКИ КАРЛОВЦИ,7904
01.06.2026,СТАРА ПАЗОВА,56832
01.06.2026,СУБОТИЦА - ГРАД,124396
01.06.2026,СУРДУЛИЦА,16123
01.06.2026,ТЕМЕРИН,24782
01.06.2026,ТИТЕЛ,12570
01.06.2026,ТОПОЛА,17196
01.06.2026,ТРГОВИШТЕ,4382
01.06.2026,ТРСТЕНИК,33431
01.06.2026,ТУТИН,33698
01.06.2026,ЋИЋЕВАЦ,7137
01.06.2026,ЋУПРИЈА,27902
01.06.2026,УБ,22413
01.06.2026,УЖИЦЕ - ГРАД,56864
01.06.2026,УЖИЦЕ-СЕВОЈНО,5531
01.06.2026,УРОШЕВАЦ,3851
01.06.2026,ЦРНА ТРАВА,936
01.06.2026,ЧАЈЕТИНА,14466
01.06.2026,ЧАЧАК - ГРАД,93784
01.06.2026,ЧОКА,8523
01.06.2026,ШАБАЦ - ГРАД,99039
01.06.2026,ШИД,28812
01.06.2026,ШТРПЦЕ,5830
