ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
03.08.2026,СТАРА ПАЗОВА,57003
03.08.2026,СУБОТИЦА - ГРАД,124405
03.08.2026,СУРДУЛИЦА,16111
03.08.2026,ТЕМЕРИН,24785
03.08.2026,ТИТЕЛ,12546
03.08.2026,ТОПОЛА,17170
03.08.2026,ТРГОВИШТЕ,4370
03.08.2026,ТРСТЕНИК,33373
03.08.2026,ТУТИН,33721
03.08.2026,ЋИЋЕВАЦ,7129
03.08.2026,ЋУПРИЈА,27935
03.08.2026,УБ,22411
03.08.2026,УЖИЦЕ - ГРАД,56806
03.08.2026,УЖИЦЕ-СЕВОЈНО,5528
03.08.2026,УРОШЕВАЦ,3832
03.08.2026,ЦРНА ТРАВА,932
03.08.2026,ЧАЈЕТИНА,14550
03.08.2026,ЧАЧАК - ГРАД,93819
03.08.2026,ЧОКА,8494
03.08.2026,ШАБАЦ - ГРАД,98953
03.08.2026,ШИД,28765
03.08.2026,ШТРПЦЕ,5823
