ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
02.03.2026,ВУЧИТРН,3634
02.03.2026,ГАЏИН ХАН,5330
02.03.2026,ГЊИЛАНЕ,7916
02.03.2026,ГОЛУБАЦ,7902
02.03.2026,ГОРА,6922
02.03.2026,ГОРЊИ МИЛАНОВАЦ,34290
02.03.2026,ДЕСПОТОВАЦ,21245
02.03.2026,ДИМИТРОВГРАД,7765
02.03.2026,ДОЉЕВАЦ,13728
02.03.2026,ЖАБАЉ,21139
02.03.2026,ЖАБАРИ,11047
02.03.2026,ЖАГУБИЦА,10314
02.03.2026,ЖИТИШТЕ,13367
02.03.2026,ЖИТОРАЂА,11760
02.03.2026,ЗАЈЕЧАР - ГРАД,46986
02.03.2026,ЗВЕЧАН,5541
02.03.2026,ЗРЕЊАНИН - ГРАД,98335
02.03.2026,ЗУБИН ПОТОК,4313
02.03.2026,ИВАЊИЦА,24197
02.03.2026,ИНЂИЈА,40539
02.03.2026,ИРИГ,8976
02.03.2026,ИСТОК,3123
02.03.2026,ЈАГОДИНА - ГРАД,63500
02.03.2026,КАЊИЖА,20733
02.03.2026,КИКИНДА - ГРАД,46021
02.03.2026,КЛАДОВО,21084
02.03.2026,КЛИНА,1930
02.03.2026,КНИЋ,10299
02.03.2026,КЊАЖЕВАЦ,22264
02.03.2026,КОВАЧИЦА,20810
02.03.2026,КОВИН,27221
02.03.2026,КОСЈЕРИЋ,8839
02.03.2026,КОСОВО ПОЉЕ,4909
02.03.2026,КОСОВСКА КАМЕНИЦА,6285
02.03.2026,КОСОВСКА МИТРОВИЦА,14807
02.03.2026,КОЦЕЉЕВА,10390
02.03.2026,КРАГУЈЕВАЦ - ГРАД,152517
02.03.2026,КРАЉЕВО - ГРАД,98042
02.03.2026,КРУПАЊ,12653
02.03.2026,КРУШЕВАЦ - ГРАД,103772
02.03.2026,КУЛА,33293
02.03.2026,КУРШУМЛИЈА,13590
02.03.2026,КУЧЕВО,15290
02.03.2026,ЛАЈКОВАЦ,11284
02.03.2026,ЛАПОВО,6404
02.03.2026,ЛЕБАНЕ,16391
02.03.2026,ЛЕПОСАВИЋ,9071
02.03.2026,ЛЕСКОВАЦ - ГРАД,112559
02.03.2026,ЛИПЉАН,6036
02.03.2026,ЛОЗНИЦА - ГРАД,76479
02.03.2026,ЛУЧАНИ,14631
02.03.2026,ЉИГ,8445
02.03.2026,ЉУБОВИЈА,13179
02.03.2026,МАЈДАНПЕК,15437
02.03.2026,МАЛИ ЗВОРНИК,16207
02.03.2026,МАЛИ ИЂОШ,9800
02.03.2026,МАЛО ЦРНИЋЕ,11584
02.03.2026,МЕДВЕЂА,5977
02.03.2026,МЕРОШИНА,9735
02.03.2026,МИОНИЦА,10631
02.03.2026,НЕГОТИН,35534
02.03.2026,НИШ-МЕДИЈАНА,76516
02.03.2026,НИШ-НИШКА БАЊА,11583
02.03.2026,НИШ-ПАЛИЛУЛА,63262
02.03.2026,НИШ-ПАНТЕЛЕЈ,46292
02.03.2026,НИШ-ЦРВЕНИ КРСТ,29301
02.03.2026,НОВА ВАРОШ,12185
02.03.2026,НОВА ЦРЊА,7791
02.03.2026,НОВИ БЕЧЕЈ,18170
02.03.2026,НОВИ КНЕЖЕВАЦ,8351
02.03.2026,НОВИ ПАЗАР - ГРАД,94096
02.03.2026,НОВИ САД - ГРАД,343566
02.03.2026,НОВО БРДО,964
02.03.2026,ОБИЛИЋ,3580
02.03.2026,ОПОВО,7991
02.03.2026,ОРАХОВАЦ,1561
02.03.2026,ОСЕЧИНА,8958
02.03.2026,ОЏАЦИ,23364
02.03.2026,ПАНЧЕВО - ГРАД,106247
02.03.2026,ПАРАЋИН,45625
02.03.2026,ПЕТРОВАЦ НА МЛАВИ,30759
02.03.2026,ПЕЋ,3967
02.03.2026,ПЕЋИНЦИ,15481
02.03.2026,ПИРОТ - ГРАД,44484
02.03.2026,ПЛАНДИШТЕ,8335
02.03.2026,ПОДУЈЕВО,415
02.03.2026,ПОЖАРЕВАЦ,57018
02.03.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11361
02.03.2026,ПОЖЕГА,22535
02.03.2026,ПРЕШЕВО,44110
02.03.2026,ПРИБОЈ,26800
02.03.2026,ПРИЗРЕН,4638
02.03.2026,ПРИЈЕПОЉЕ,31608
02.03.2026,ПРИШТИНА - ГРАД,13968
02.03.2026,ПРОКУПЉЕ - ГРАД,35466
02.03.2026,РАЖАЊ,5936
02.03.2026,РАЧА,8911
02.03.2026,РАШКА,19526
02.03.2026,РЕКОВАЦ,7890
02.03.2026,РУМА,45348
02.03.2026,СВИЛАЈНАЦ,23541
02.03.2026,СВРЉИГ,9889
02.03.2026,СЕНТА,19367
02.03.2026,СЕЧАЊ,10174
02.03.2026,СЈЕНИЦА,27813
02.03.2026,СМЕДЕРЕВО - ГРАД,94049
02.03.2026,СМЕДЕРЕВСКА ПАЛАНКА,38973
02.03.2026,СОКОБАЊА,12868
02.03.2026,СОМБОР - ГРАД,69958
02.03.2026,СРБИЦА,293
02.03.2026,СРБОБРАН,13066
02.03.2026,СРЕМСКА МИТРОВИЦА - ГРАД,68128
02.03.2026,СРЕМСКИ КАРЛОВЦИ,7916
02.03.2026,СТАРА ПАЗОВА,56775
02.03.2026,СУБОТИЦА - ГРАД,124543
02.03.2026,СУРДУЛИЦА,16168
02.03.2026,ТЕМЕРИН,24814
02.03.2026,ТИТЕЛ,12588
02.03.2026,ТОПОЛА,17241
02.03.2026,ТРГОВИШТЕ,4407
02.03.2026,ТРСТЕНИК,33503
02.03.2026,ТУТИН,33652
02.03.2026,ЋИЋЕВАЦ,7143
02.03.2026,ЋУПРИЈА,27964
02.03.2026,УБ,22417
02.03.2026,УЖИЦЕ - ГРАД,56991
02.03.2026,УЖИЦЕ-СЕВОЈНО,5540
02.03.2026,УРОШЕВАЦ,3879
02.03.2026,ЦРНА ТРАВА,941
02.03.2026,ЧАЈЕТИНА,14343
02.03.2026,ЧАЧАК - ГРАД,93738
02.03.2026,ЧОКА,8545
02.03.2026,ШАБАЦ - ГРАД,99166
02.03.2026,ШИД,28864
02.03.2026,ШТРПЦЕ,5851
