ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
20.04.2026,КЛАДОВО,21073
20.04.2026,КЛИНА,1915
20.04.2026,КНИЋ,10264
20.04.2026,КЊАЖЕВАЦ,22243
20.04.2026,КОВАЧИЦА,20794
20.04.2026,КОВИН,27200
20.04.2026,КОСЈЕРИЋ,8827
20.04.2026,КОСОВО ПОЉЕ,4893
20.04.2026,КОСОВСКА КАМЕНИЦА,6267
20.04.2026,КОСОВСКА МИТРОВИЦА,14801
20.04.2026,КОЦЕЉЕВА,10371
20.04.2026,КРАГУЈЕВАЦ - ГРАД,152518
20.04.2026,КРАЉЕВО - ГРАД,97926
20.04.2026,КРУПАЊ,12618
20.04.2026,КРУШЕВАЦ - ГРАД,103697
20.04.2026,КУЛА,33223
20.04.2026,КУРШУМЛИЈА,13560
20.04.2026,КУЧЕВО,15270
20.04.2026,ЛАЈКОВАЦ,11272
20.04.2026,ЛАПОВО,6396
20.04.2026,ЛЕБАНЕ,16352
20.04.2026,ЛЕПОСАВИЋ,9019
20.04.2026,ЛЕСКОВАЦ - ГРАД,112453
20.04.2026,ЛИПЉАН,6030
20.04.2026,ЛОЗНИЦА - ГРАД,76499
20.04.2026,ЛУЧАНИ,14611
20.04.2026,ЉИГ,8451
20.04.2026,ЉУБОВИЈА,13150
20.04.2026,МАЈДАНПЕК,15382
20.04.2026,МАЛИ ЗВОРНИК,16180
20.04.2026,МАЛИ ИЂОШ,9785
20.04.2026,МАЛО ЦРНИЋЕ,11556
20.04.2026,МЕДВЕЂА,5974
20.04.2026,МЕРОШИНА,9705
20.04.2026,МИОНИЦА,10619
20.04.2026,НЕГОТИН,35471
20.04.2026,НИШ-МЕДИЈАНА,76493
20.04.2026,НИШ-НИШКА БАЊА,11568
20.04.2026,НИШ-ПАЛИЛУЛА,63222
20.04.2026,НИШ-ПАНТЕЛЕЈ,46334
20.04.2026,НИШ-ЦРВЕНИ КРСТ,29293
20.04.2026,НОВА ВАРОШ,12155
20.04.2026,НОВА ЦРЊА,7760
20.04.2026,НОВИ БЕЧЕЈ,18153
20.04.2026,НОВИ КНЕЖЕВАЦ,8325
20.04.2026,НОВИ ПАЗАР - ГРАД,94197
20.04.2026,НОВИ САД - ГРАД,343714
20.04.2026,НОВО БРДО,962
20.04.2026,ОБИЛИЋ,3576
20.04.2026,ОПОВО,7992
20.04.2026,ОРАХОВАЦ,1555
20.04.2026,ОСЕЧИНА,8915
20.04.2026,ОЏАЦИ,23358
20.04.2026,ПАНЧЕВО - ГРАД,106184
20.04.2026,ПАРАЋИН,45583
20.04.2026,ПЕТРОВАЦ НА МЛАВИ,30666
20.04.2026,ПЕЋ,3942
20.04.2026,ПЕЋИНЦИ,15471
20.04.2026,ПИРОТ - ГРАД,44421
20.04.2026,ПЛАНДИШТЕ,8304
20.04.2026,ПОДУЈЕВО,413
20.04.2026,ПОЖАРЕВАЦ,56951
20.04.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11346
20.04.2026,ПОЖЕГА,22522
20.04.2026,ПРЕШЕВО,44161
20.04.2026,ПРИБОЈ,26740
20.04.2026,ПРИЗРЕН,4626
20.04.2026,ПРИЈЕПОЉЕ,31564
20.04.2026,ПРИШТИНА - ГРАД,13905
20.04.2026,ПРОКУПЉЕ - ГРАД,35439
20.04.2026,РАЖАЊ,5921
20.04.2026,РАЧА,8907
20.04.2026,РАШКА,19539
20.04.2026,РЕКОВАЦ,7875
20.04.2026,РУМА,45328
20.04.2026,СВИЛАЈНАЦ,23483
20.04.2026,СВРЉИГ,9855
20.04.2026,СЕНТА,19356
20.04.2026,СЕЧАЊ,10165
20.04.2026,СЈЕНИЦА,27831
20.04.2026,СМЕДЕРЕВО - ГРАД,93990
20.04.2026,СМЕДЕРЕВСКА ПАЛАНКА,38871
20.04.2026,СОКОБАЊА,12845
20.04.2026,СОМБОР - ГРАД,69832
20.04.2026,СРБИЦА,292
20.04.2026,СРБОБРАН,13061
20.04.2026,СРЕМСКА МИТРОВИЦА - ГРАД,68042
20.04.2026,СРЕМСКИ КАРЛОВЦИ,7914
20.04.2026,СТАРА ПАЗОВА,56824
20.04.2026,СУБОТИЦА - ГРАД,124471
20.04.2026,СУРДУЛИЦА,16145
20.04.2026,ТЕМЕРИН,24765
20.04.2026,ТИТЕЛ,12563
20.04.2026,ТОПОЛА,17225
20.04.2026,ТРГОВИШТЕ,4397
20.04.2026,ТРСТЕНИК,33441
20.04.2026,ТУТИН,33693
20.04.2026,ЋИЋЕВАЦ,7141
20.04.2026,ЋУПРИЈА,27903
20.04.2026,УБ,22405
20.04.2026,УЖИЦЕ - ГРАД,56916
20.04.2026,УЖИЦЕ-СЕВОЈНО,5540
20.04.2026,УРОШЕВАЦ,3862
20.04.2026,ЦРНА ТРАВА,944
20.04.2026,ЧАЈЕТИНА,14399
20.04.2026,ЧАЧАК - ГРАД,93719
20.04.2026,ЧОКА,8518
20.04.2026,ШАБАЦ - ГРАД,99123
20.04.2026,ШИД,28835
20.04.2026,ШТРПЦЕ,5843
