ПЕРИОД_ОД,ПЕРИОД_ДО,ОПШТИНА_ГРАД,ВРСТА_ПРОМЕНЕ,БРОЈ_ПРОМЕНА
10.08.2026,16.08.2026,АРАНЂЕЛОВАЦ,Брисање по основу смрти лица,10
10.08.2026,16.08.2026,АРИЉЕ,Брисање по основу одјаве пребивалишта,3
10.08.2026,16.08.2026,БАБУШНИЦА,Упис по основу стицања пунолетства,3
10.08.2026,16.08.2026,БАБУШНИЦА,Промена адресе пребивалишта,5
10.08.2026,16.08.2026,БАБУШНИЦА,Брисање по основу одјаве пребивалишта,1
10.08.2026,16.08.2026,БАБУШНИЦА,Брисање по основу смрти лица,3
10.08.2026,16.08.2026,БАЈИНА БАШТА,Промена личних података,1
10.08.2026,16.08.2026,БАЈИНА БАШТА,Промена адресе пребивалишта,1
10.08.2026,16.08.2026,БАЈИНА БАШТА,Брисање по основу одјаве пребивалишта,6
10.08.2026,16.08.2026,БАЈИНА БАШТА,Брисање по основу смрти лица,8
10.08.2026,16.08.2026,БАТОЧИНА,Упис по основу стицања пунолетства,1
10.08.2026,16.08.2026,БАТОЧИНА,Упис по основу пријаве пребивалишта,2
10.08.2026,16.08.2026,БАТОЧИНА,Промена личних података,1
10.08.2026,16.08.2026,БАТОЧИНА,Промена адресе пребивалишта,16
10.08.2026,16.08.2026,БАТОЧИНА,Брисање по основу одјаве пребивалишта,2
10.08.2026,16.08.2026,БАТОЧИНА,Брисање по основу смрти лица,2
10.08.2026,16.08.2026,БАЧ,Упис по основу стицања пунолетства,2
10.08.2026,16.08.2026,БАЧ,Упис по основу пријаве пребивалишта,1
10.08.2026,16.08.2026,БАЧ,Промена личних података,2
10.08.2026,16.08.2026,БАЧ,Промена адресе пребивалишта,5
10.08.2026,16.08.2026,БАЧ,Брисање по основу одјаве пребивалишта,3
10.08.2026,16.08.2026,БАЧ,Брисање по основу смрти лица,6
10.08.2026,16.08.2026,БАЧКА ПАЛАНКА,Упис по основу стицања пунолетства,10
10.08.2026,16.08.2026,БАЧКА ПАЛАНКА,Упис по основу пријаве пребивалишта,10
10.08.2026,16.08.2026,БАЧКА ПАЛАНКА,Промена личних података,8
10.08.2026,16.08.2026,БАЧКА ПАЛАНКА,Промена адресе пребивалишта,11
10.08.2026,16.08.2026,БАЧКА ПАЛАНКА,Брисање по основу одјаве пребивалишта,19
10.08.2026,16.08.2026,БАЧКА ПАЛАНКА,Брисање по основу смрти лица,13
10.08.2026,16.08.2026,БАЧКА ПАЛАНКА,Брисање по службеној дужности,3
10.08.2026,16.08.2026,БАЧКА ТОПОЛА,Упис по основу стицања пунолетства,12
10.08.2026,16.08.2026,БАЧКА ТОПОЛА,Упис по основу пријаве пребивалишта,1
10.08.2026,16.08.2026,БАЧКА ТОПОЛА,Промена личних података,7
10.08.2026,16.08.2026,БАЧКА ТОПОЛА,Промена адресе пребивалишта,14
10.08.2026,16.08.2026,БАЧКА ТОПОЛА,Брисање по основу отпуста из држављанства,1
10.08.2026,16.08.2026,БАЧКА ТОПОЛА,Брисање по основу одјаве пребивалишта,5
10.08.2026,16.08.2026,БАЧКА ТОПОЛА,Брисање по основу губитка пословне способности,1
10.08.2026,16.08.2026,БАЧКА ТОПОЛА,Брисање по основу смрти лица,16
10.08.2026,16.08.2026,БАЧКИ ПЕТРОВАЦ,Упис по основу стицања пунолетства,1
10.08.2026,16.08.2026,БАЧКИ ПЕТРОВАЦ,Промена адресе пребивалишта,4
10.08.2026,16.08.2026,БАЧКИ ПЕТРОВАЦ,Брисање по основу одјаве пребивалишта,5
10.08.2026,16.08.2026,БАЧКИ ПЕТРОВАЦ,Брисање по основу смрти лица,4
10.08.2026,16.08.2026,БЕЛА ПАЛАНКА,Упис по основу стицања пунолетства,1
10.08.2026,16.08.2026,БЕЛА ПАЛАНКА,Упис по основу пријаве пребивалишта,1
10.08.2026,16.08.2026,БЕЛА ПАЛАНКА,Промена личних података,1
10.08.2026,16.08.2026,БЕЛА ПАЛАНКА,Промена адресе пребивалишта,6
10.08.2026,16.08.2026,БЕЛА ПАЛАНКА,Брисање по основу смрти лица,1
10.08.2026,16.08.2026,БЕЛА ЦРКВА,Упис по основу стицања пунолетства,4
10.08.2026,16.08.2026,БЕЛА ЦРКВА,Упис по основу пријаве пребивалишта,5
10.08.2026,16.08.2026,БЕЛА ЦРКВА,Промена личних података,248
10.08.2026,16.08.2026,БЕЛА ЦРКВА,Промена адресе пребивалишта,44
10.08.2026,16.08.2026,БЕЛА ЦРКВА,Брисање по основу дуплог уписа,5
10.08.2026,16.08.2026,БЕЛА ЦРКВА,Брисање по основу одјаве пребивалишта,6
10.08.2026,16.08.2026,БЕЛА ЦРКВА,Брисање по основу смрти лица,4
10.08.2026,16.08.2026,БЕЛА ЦРКВА,Брисање по службеној дужности,2
10.08.2026,16.08.2026,БЕОГРАД-БАРАЈЕВО,Брисање по основу одјаве пребивалишта,8
10.08.2026,16.08.2026,БЕОГРАД-БАРАЈЕВО,Брисање по основу смрти лица,8
10.08.2026,16.08.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу стицања пунолетства,40
10.08.2026,16.08.2026,БЕОГРАД-ВОЖДОВАЦ,Упис по основу пријаве пребивалишта,117
10.08.2026,16.08.2026,БЕОГРАД-ВОЖДОВАЦ,Промена личних података,38
10.08.2026,16.08.2026,БЕОГРАД-ВОЖДОВАЦ,Промена адресе пребивалишта,53
10.08.2026,16.08.2026,БЕОГРАД-ВОЖДОВАЦ,Промена адресе боравишта интерно расељеног лица,2
10.08.2026,16.08.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по основу одјаве пребивалишта,56
10.08.2026,16.08.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по основу смрти лица,43
10.08.2026,16.08.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање боравишта интерно расељеног лица,1
10.08.2026,16.08.2026,БЕОГРАД-ВОЖДОВАЦ,Исправка техничке грешке,1
10.08.2026,16.08.2026,БЕОГРАД-ВОЖДОВАЦ,Брисање по службеној дужности,47
10.08.2026,16.08.2026,БЕОГРАД-ВРАЧАР,Упис по основу стицања пунолетства,15
10.08.2026,16.08.2026,БЕОГРАД-ВРАЧАР,Упис по основу пријаве пребивалишта,54
10.08.2026,16.08.2026,БЕОГРАД-ВРАЧАР,Промена личних података,16
10.08.2026,16.08.2026,БЕОГРАД-ВРАЧАР,Промена адресе пребивалишта,5
10.08.2026,16.08.2026,БЕОГРАД-ВРАЧАР,Брисање по основу дуплог уписа,1
10.08.2026,16.08.2026,БЕОГРАД-ВРАЧАР,Брисање по основу одјаве пребивалишта,34
10.08.2026,16.08.2026,БЕОГРАД-ВРАЧАР,Брисање по основу смрти лица,14
10.08.2026,16.08.2026,БЕОГРАД-ВРАЧАР,Брисање по службеној дужности,7
10.08.2026,16.08.2026,БЕОГРАД-ГРОЦКА,Упис по основу стицања пунолетства,25
10.08.2026,16.08.2026,БЕОГРАД-ГРОЦКА,Упис по основу пријаве пребивалишта,34
10.08.2026,16.08.2026,БЕОГРАД-ГРОЦКА,Упис по основу пријаве боравишта интерно расељеног лица,2
10.08.2026,16.08.2026,БЕОГРАД-ГРОЦКА,Промена личних података,19
10.08.2026,16.08.2026,БЕОГРАД-ГРОЦКА,Промена адресе пребивалишта,17
10.08.2026,16.08.2026,БЕОГРАД-ГРОЦКА,Брисање по основу одјаве пребивалишта,12
10.08.2026,16.08.2026,БЕОГРАД-ГРОЦКА,Брисање по основу смрти лица,18
10.08.2026,16.08.2026,БЕОГРАД-ГРОЦКА,Брисање боравишта интерно расељеног лица,2
10.08.2026,16.08.2026,БЕОГРАД-ГРОЦКА,Брисање по службеној дужности,6
10.08.2026,16.08.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу стицања пунолетства,36
10.08.2026,16.08.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријаве пребивалишта,83
10.08.2026,16.08.2026,БЕОГРАД-ЗВЕЗДАРА,Упис по основу пријаве боравишта интерно расељеног лица,1
10.08.2026,16.08.2026,БЕОГРАД-ЗВЕЗДАРА,Промена личних података,26
10.08.2026,16.08.2026,БЕОГРАД-ЗВЕЗДАРА,Промена адресе пребивалишта,33
10.08.2026,16.08.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање по основу одјаве пребивалишта,71
10.08.2026,16.08.2026,БЕОГРАД-ЗВЕЗДАРА,Брисање по основу смрти лица,36
10.08.2026,16.08.2026,БЕОГРАД-ЗЕМУН,Упис по основу стицања пунолетства,40
10.08.2026,16.08.2026,БЕОГРАД-ЗЕМУН,Упис по основу пријаве пребивалишта,87
10.08.2026,16.08.2026,БЕОГРАД-ЗЕМУН,Промена личних података,9
10.08.2026,16.08.2026,БЕОГРАД-ЗЕМУН,Промена адресе пребивалишта,39
10.08.2026,16.08.2026,БЕОГРАД-ЗЕМУН,Брисање по основу одјаве пребивалишта,47
10.08.2026,16.08.2026,БЕОГРАД-ЗЕМУН,Брисање по основу смрти лица,36
10.08.2026,16.08.2026,БЕОГРАД-ЗЕМУН,Брисање боравишта интерно расељеног лица,1
10.08.2026,16.08.2026,БЕОГРАД-ЗЕМУН,Потврда о упису у бирачки списак,1
10.08.2026,16.08.2026,БЕОГРАД-ЗЕМУН,Брисање по службеној дужности,11
10.08.2026,16.08.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу стицања пунолетства,7
10.08.2026,16.08.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Упис по основу пријаве пребивалишта,16
10.08.2026,16.08.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Промена личних података,3
10.08.2026,16.08.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Промена адресе пребивалишта,19
10.08.2026,16.08.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу одјаве пребивалишта,7
10.08.2026,16.08.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по основу смрти лица,10
10.08.2026,16.08.2026,БЕОГРАД-ЛАЗАРЕВАЦ,Брисање по службеној дужности,4
10.08.2026,16.08.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу стицања пунолетства,11
10.08.2026,16.08.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу пријаве пребивалишта,12
10.08.2026,16.08.2026,БЕОГРАД-МЛАДЕНОВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,1
10.08.2026,16.08.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена личних података,17
10.08.2026,16.08.2026,БЕОГРАД-МЛАДЕНОВАЦ,Промена адресе пребивалишта,27
10.08.2026,16.08.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу одјаве пребивалишта,8
10.08.2026,16.08.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по основу смрти лица,11
10.08.2026,16.08.2026,БЕОГРАД-МЛАДЕНОВАЦ,Брисање по службеној дужности,8
10.08.2026,16.08.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу стицања пунолетства,50
10.08.2026,16.08.2026,БЕОГРАД-НОВИ БЕОГРАД,Упис по основу пријаве пребивалишта,96
10.08.2026,16.08.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена личних података,34
10.08.2026,16.08.2026,БЕОГРАД-НОВИ БЕОГРАД,Промена адресе пребивалишта,46
10.08.2026,16.08.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу отпуста из држављанства,2
10.08.2026,16.08.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу одјаве пребивалишта,61
10.08.2026,16.08.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по основу смрти лица,45
10.08.2026,16.08.2026,БЕОГРАД-НОВИ БЕОГРАД,Брисање по службеној дужности,17
10.08.2026,16.08.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу стицања пунолетства,20
10.08.2026,16.08.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу пријаве пребивалишта,24
10.08.2026,16.08.2026,БЕОГРАД-ОБРЕНОВАЦ,Упис по основу пријема у држављанство,1
10.08.2026,16.08.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена личних података,14
10.08.2026,16.08.2026,БЕОГРАД-ОБРЕНОВАЦ,Промена адресе пребивалишта,50
10.08.2026,16.08.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу одјаве пребивалишта,5
10.08.2026,16.08.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по основу смрти лица,11
10.08.2026,16.08.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање боравишта интерно расељеног лица,2
10.08.2026,16.08.2026,БЕОГРАД-ОБРЕНОВАЦ,Брисање по службеној дужности,4
10.08.2026,16.08.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу стицања пунолетства,46
10.08.2026,16.08.2026,БЕОГРАД-ПАЛИЛУЛА,Упис по основу пријаве пребивалишта,35
10.08.2026,16.08.2026,БЕОГРАД-ПАЛИЛУЛА,Промена личних података,363
10.08.2026,16.08.2026,БЕОГРАД-ПАЛИЛУЛА,Промена адресе пребивалишта,42
10.08.2026,16.08.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу одјаве пребивалишта,78
10.08.2026,16.08.2026,БЕОГРАД-ПАЛИЛУЛА,Брисање по основу смрти лица,40
10.08.2026,16.08.2026,БЕОГРАД-РАКОВИЦА,Упис по основу стицања пунолетства,19
10.08.2026,16.08.2026,БЕОГРАД-РАКОВИЦА,Упис по основу пријаве пребивалишта,92
10.08.2026,16.08.2026,БЕОГРАД-РАКОВИЦА,Промена личних података,19
10.08.2026,16.08.2026,БЕОГРАД-РАКОВИЦА,Промена адресе пребивалишта,32
10.08.2026,16.08.2026,БЕОГРАД-РАКОВИЦА,Брисање по основу одјаве пребивалишта,34
10.08.2026,16.08.2026,БЕОГРАД-РАКОВИЦА,Брисање по основу смрти лица,27
10.08.2026,16.08.2026,БЕОГРАД-РАКОВИЦА,Брисање боравишта интерно расељеног лица,3
10.08.2026,16.08.2026,БЕОГРАД-РАКОВИЦА,Брисање по службеној дужности,24
10.08.2026,16.08.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу стицања пунолетства,13
10.08.2026,16.08.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу пријаве пребивалишта,33
10.08.2026,16.08.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Упис по основу пријема у држављанство,1
10.08.2026,16.08.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Промена личних података,1
10.08.2026,16.08.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Промена адресе пребивалишта,4
10.08.2026,16.08.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу одјаве пребивалишта,21
10.08.2026,16.08.2026,БЕОГРАД-САВСКИ ВЕНАЦ,Брисање по основу смрти лица,11
10.08.2026,16.08.2026,БЕОГРАД-СОПОТ,Упис по основу стицања пунолетства,4
10.08.2026,16.08.2026,БЕОГРАД-СОПОТ,Упис по основу пријаве пребивалишта,3
10.08.2026,16.08.2026,БЕОГРАД-СОПОТ,Промена личних података,11
10.08.2026,16.08.2026,БЕОГРАД-СОПОТ,Промена адресе пребивалишта,7
10.08.2026,16.08.2026,БЕОГРАД-СОПОТ,Брисање по основу одјаве пребивалишта,5
10.08.2026,16.08.2026,БЕОГРАД-СОПОТ,Брисање по основу смрти лица,6
10.08.2026,16.08.2026,БЕОГРАД-СТАРИ ГРАД,Упис по основу стицања пунолетства,4
10.08.2026,16.08.2026,БЕОГРАД-СТАРИ ГРАД,Упис по основу пријаве пребивалишта,9
10.08.2026,16.08.2026,БЕОГРАД-СТАРИ ГРАД,Промена личних података,7
10.08.2026,16.08.2026,БЕОГРАД-СТАРИ ГРАД,Промена адресе пребивалишта,4
10.08.2026,16.08.2026,БЕОГРАД-СТАРИ ГРАД,Брисање по основу одјаве пребивалишта,24
10.08.2026,16.08.2026,БЕОГРАД-СТАРИ ГРАД,Брисање по основу смрти лица,10
10.08.2026,16.08.2026,БЕОГРАД-СТАРИ ГРАД,Брисање боравишта интерно расељеног лица,58
10.08.2026,16.08.2026,БЕОГРАД-СУРЧИН,Упис по основу стицања пунолетства,14
10.08.2026,16.08.2026,БЕОГРАД-СУРЧИН,Упис по основу пријаве пребивалишта,37
10.08.2026,16.08.2026,БЕОГРАД-СУРЧИН,Промена личних података,4
10.08.2026,16.08.2026,БЕОГРАД-СУРЧИН,Промена адресе пребивалишта,16
10.08.2026,16.08.2026,БЕОГРАД-СУРЧИН,Брисање по основу одјаве пребивалишта,4
10.08.2026,16.08.2026,БЕОГРАД-СУРЧИН,Брисање по основу смрти лица,13
10.08.2026,16.08.2026,БЕОГРАД-СУРЧИН,Брисање по службеној дужности,11
10.08.2026,16.08.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу стицања пунолетства,55
10.08.2026,16.08.2026,БЕОГРАД-ЧУКАРИЦА,Упис по основу пријаве пребивалишта,83
10.08.2026,16.08.2026,БЕОГРАД-ЧУКАРИЦА,Промена личних података,21
10.08.2026,16.08.2026,БЕОГРАД-ЧУКАРИЦА,Промена адресе пребивалишта,48
10.08.2026,16.08.2026,БЕОГРАД-ЧУКАРИЦА,Промена адресе боравишта интерно расељеног лица,2
10.08.2026,16.08.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по основу одјаве пребивалишта,64
10.08.2026,16.08.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по основу смрти лица,46
10.08.2026,16.08.2026,БЕОГРАД-ЧУКАРИЦА,Брисање по службеној дужности,8
10.08.2026,16.08.2026,БЕОЧИН,Упис по основу стицања пунолетства,4
10.08.2026,16.08.2026,БЕОЧИН,Упис по основу пријаве пребивалишта,7
10.08.2026,16.08.2026,БЕОЧИН,Промена личних података,5
10.08.2026,16.08.2026,БЕОЧИН,Промена адресе пребивалишта,8
10.08.2026,16.08.2026,БЕОЧИН,Брисање по основу одјаве пребивалишта,4
10.08.2026,16.08.2026,БЕОЧИН,Брисање по основу смрти лица,4
10.08.2026,16.08.2026,БЕЧЕЈ,Упис по основу стицања пунолетства,8
10.08.2026,16.08.2026,БЕЧЕЈ,Упис по основу пријаве пребивалишта,4
10.08.2026,16.08.2026,БЕЧЕЈ,Промена личних података,51
10.08.2026,16.08.2026,БЕЧЕЈ,Промена адресе пребивалишта,27
10.08.2026,16.08.2026,БЕЧЕЈ,Брисање по основу дуплог уписа,1
10.08.2026,16.08.2026,БЕЧЕЈ,Брисање по основу одјаве пребивалишта,3
10.08.2026,16.08.2026,БЕЧЕЈ,Брисање по основу смрти лица,13
10.08.2026,16.08.2026,БЕЧЕЈ,Исправка техничке грешке,1
10.08.2026,16.08.2026,БЛАЦЕ,Упис по основу стицања пунолетства,2
10.08.2026,16.08.2026,БЛАЦЕ,Упис по основу пријаве пребивалишта,1
10.08.2026,16.08.2026,БЛАЦЕ,Промена адресе пребивалишта,6
10.08.2026,16.08.2026,БЛАЦЕ,Брисање по основу одјаве пребивалишта,1
10.08.2026,16.08.2026,БЛАЦЕ,Брисање по основу смрти лица,2
10.08.2026,16.08.2026,БОГАТИЋ,Упис по основу стицања пунолетства,6
10.08.2026,16.08.2026,БОГАТИЋ,Упис по основу пријаве пребивалишта,4
10.08.2026,16.08.2026,БОГАТИЋ,Промена личних података,3
10.08.2026,16.08.2026,БОГАТИЋ,Промена адресе пребивалишта,5
10.08.2026,16.08.2026,БОГАТИЋ,Брисање по основу одјаве пребивалишта,5
10.08.2026,16.08.2026,БОГАТИЋ,Брисање по основу смрти лица,13
10.08.2026,16.08.2026,БОЈНИК,Упис по основу стицања пунолетства,6
10.08.2026,16.08.2026,БОЈНИК,Промена личних података,1
10.08.2026,16.08.2026,БОЈНИК,Промена адресе пребивалишта,8
10.08.2026,16.08.2026,БОЈНИК,Брисање по основу одјаве пребивалишта,3
10.08.2026,16.08.2026,БОЈНИК,Брисање по основу смрти лица,4
10.08.2026,16.08.2026,БОЉЕВАЦ,Упис по основу стицања пунолетства,3
10.08.2026,16.08.2026,БОЉЕВАЦ,Упис по основу пријаве пребивалишта,2
10.08.2026,16.08.2026,БОЉЕВАЦ,Промена личних података,4
10.08.2026,16.08.2026,БОЉЕВАЦ,Промена адресе пребивалишта,1
10.08.2026,16.08.2026,БОЉЕВАЦ,Брисање по основу одјаве пребивалишта,2
10.08.2026,16.08.2026,БОЉЕВАЦ,Брисање по основу смрти лица,5
10.08.2026,16.08.2026,БОР - ГРАД,Упис по основу стицања пунолетства,11
10.08.2026,16.08.2026,БОР - ГРАД,Упис по основу пријаве пребивалишта,3
10.08.2026,16.08.2026,БОР - ГРАД,Упис по основу пријема у држављанство,1
10.08.2026,16.08.2026,БОР - ГРАД,Промена личних података,9
10.08.2026,16.08.2026,БОР - ГРАД,Промена адресе пребивалишта,12
10.08.2026,16.08.2026,БОР - ГРАД,Брисање по основу одјаве пребивалишта,4
10.08.2026,16.08.2026,БОР - ГРАД,Брисање по основу смрти лица,11
10.08.2026,16.08.2026,БОСИЛЕГРАД,Упис по основу стицања пунолетства,1
10.08.2026,16.08.2026,БОСИЛЕГРАД,Упис по основу пријаве пребивалишта,1
10.08.2026,16.08.2026,БОСИЛЕГРАД,Промена личних података,3
10.08.2026,16.08.2026,БОСИЛЕГРАД,Промена адресе пребивалишта,18
10.08.2026,16.08.2026,БОСИЛЕГРАД,Брисање по основу одјаве пребивалишта,1
10.08.2026,16.08.2026,БОСИЛЕГРАД,Брисање по основу губитка пословне способности,1
10.08.2026,16.08.2026,БОСИЛЕГРАД,Брисање по основу смрти лица,2
10.08.2026,16.08.2026,БОСИЛЕГРАД,Брисање по службеној дужности,2
10.08.2026,16.08.2026,БРУС,Упис по основу стицања пунолетства,1
10.08.2026,16.08.2026,БРУС,Упис по основу пријаве пребивалишта,1
10.08.2026,16.08.2026,БРУС,Промена личних података,1
10.08.2026,16.08.2026,БРУС,Промена адресе пребивалишта,23
10.08.2026,16.08.2026,БРУС,Брисање по основу одјаве пребивалишта,3
10.08.2026,16.08.2026,БРУС,Брисање по основу смрти лица,6
10.08.2026,16.08.2026,БУЈАНОВАЦ,Упис по основу стицања пунолетства,13
10.08.2026,16.08.2026,БУЈАНОВАЦ,Упис по основу пријаве пребивалишта,36
10.08.2026,16.08.2026,БУЈАНОВАЦ,Упис по основу пријаве боравишта интерно расељеног лица,1
10.08.2026,16.08.2026,БУЈАНОВАЦ,Промена личних података,43
10.08.2026,16.08.2026,БУЈАНОВАЦ,Промена адресе пребивалишта,118
10.08.2026,16.08.2026,БУЈАНОВАЦ,Брисање по основу одјаве пребивалишта,1
10.08.2026,16.08.2026,БУЈАНОВАЦ,Брисање по основу смрти лица,4
10.08.2026,16.08.2026,БУЈАНОВАЦ,Исправка техничке грешке,1
10.08.2026,16.08.2026,ВАЉЕВО - ГРАД,Упис по основу стицања пунолетства,15
10.08.2026,16.08.2026,ВАЉЕВО - ГРАД,Упис по основу пријаве пребивалишта,13
10.08.2026,16.08.2026,ВАЉЕВО - ГРАД,Промена личних података,18
10.08.2026,16.08.2026,ВАЉЕВО - ГРАД,Промена адресе пребивалишта,20
10.08.2026,16.08.2026,ВАЉЕВО - ГРАД,Брисање по основу одјаве пребивалишта,12
10.08.2026,16.08.2026,ВАЉЕВО - ГРАД,Брисање по основу смрти лица,21
10.08.2026,16.08.2026,ВАРВАРИН,Упис по основу стицања пунолетства,5
10.08.2026,16.08.2026,ВАРВАРИН,Упис по основу пријаве пребивалишта,7
10.08.2026,16.08.2026,ВАРВАРИН,Промена личних података,1
10.08.2026,16.08.2026,ВАРВАРИН,Промена адресе пребивалишта,35
10.08.2026,16.08.2026,ВАРВАРИН,Брисање по основу одјаве пребивалишта,2
10.08.2026,16.08.2026,ВАРВАРИН,Брисање по основу смрти лица,10
10.08.2026,16.08.2026,ВЕЛИКА ПЛАНА,Упис по основу стицања пунолетства,7
10.08.2026,16.08.2026,ВЕЛИКА ПЛАНА,Упис по основу пријаве пребивалишта,21
10.08.2026,16.08.2026,ВЕЛИКА ПЛАНА,Промена личних података,6
10.08.2026,16.08.2026,ВЕЛИКА ПЛАНА,Промена адресе пребивалишта,26
10.08.2026,16.08.2026,ВЕЛИКА ПЛАНА,Промена адресе боравишта интерно расељеног лица,1
10.08.2026,16.08.2026,ВЕЛИКА ПЛАНА,Брисање по основу одјаве пребивалишта,7
10.08.2026,16.08.2026,ВЕЛИКА ПЛАНА,Брисање по основу смрти лица,29
10.08.2026,16.08.2026,ВЕЛИКА ПЛАНА,Брисање боравишта интерно расељеног лица,4
10.08.2026,16.08.2026,ВЕЛИКА ПЛАНА,Исправка техничке грешке,1
10.08.2026,16.08.2026,ВЕЛИКО ГРАДИШТЕ,Упис по основу стицања пунолетства,5
10.08.2026,16.08.2026,ВЕЛИКО ГРАДИШТЕ,Упис по основу пријаве пребивалишта,14
10.08.2026,16.08.2026,ВЕЛИКО ГРАДИШТЕ,Упис по основу пријема у држављанство,1
10.08.2026,16.08.2026,ВЕЛИКО ГРАДИШТЕ,Промена личних података,16
