ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
18.05.2026,АДА,14333
18.05.2026,АЛЕКСАНДРОВАЦ,20705
18.05.2026,АЛЕКСИНАЦ,39271
18.05.2026,АЛИБУНАР,16705
18.05.2026,АПАТИН,23491
18.05.2026,АРАНЂЕЛОВАЦ,36805
18.05.2026,АРИЉЕ,14778
18.05.2026,БАБУШНИЦА,7965
18.05.2026,БАЈИНА БАШТА,21406
18.05.2026,БАТОЧИНА,9666
18.05.2026,БАЧ,11832
18.05.2026,БАЧКА ПАЛАНКА,44489
18.05.2026,БАЧКА ТОПОЛА,26751
18.05.2026,БАЧКИ ПЕТРОВАЦ,11623
18.05.2026,БЕЛА ПАЛАНКА,8301
18.05.2026,БЕЛА ЦРКВА,15401
18.05.2026,БЕОГРАД-БАРАЈЕВО,24042
18.05.2026,БЕОГРАД-ВОЖДОВАЦ,162785
18.05.2026,БЕОГРАД-ВРАЧАР,62998
18.05.2026,БЕОГРАД-ГРОЦКА,73676
18.05.2026,БЕОГРАД-ЗВЕЗДАРА,164162
18.05.2026,БЕОГРАД-ЗЕМУН,170871
18.05.2026,БЕОГРАД-ЛАЗАРЕВАЦ,49688
18.05.2026,БЕОГРАД-МЛАДЕНОВАЦ,45169
18.05.2026,БЕОГРАД-НОВИ БЕОГРАД,202430
18.05.2026,БЕОГРАД-ОБРЕНОВАЦ,64229
18.05.2026,БЕОГРАД-ПАЛИЛУЛА,175603
18.05.2026,БЕОГРАД-РАКОВИЦА,98996
18.05.2026,БЕОГРАД-САВСКИ ВЕНАЦ,41097
18.05.2026,БЕОГРАД-СОПОТ,17317
18.05.2026,БЕОГРАД-СТАРИ ГРАД,52902
18.05.2026,БЕОГРАД-СУРЧИН,40915
18.05.2026,БЕОГРАД-ЧУКАРИЦА,163136
18.05.2026,БЕОЧИН,13282
18.05.2026,БЕЧЕЈ,30491
18.05.2026,БЛАЦЕ,8180
18.05.2026,БОГАТИЋ,23814
18.05.2026,БОЈНИК,8060
18.05.2026,БОЉЕВАЦ,9422
18.05.2026,БОР - ГРАД,38364
18.05.2026,БОСИЛЕГРАД,7004
18.05.2026,БРУС,12326
18.05.2026,БУЈАНОВАЦ,44083
18.05.2026,ВАЉЕВО - ГРАД,74329
18.05.2026,ВАРВАРИН,14586
18.05.2026,ВЕЛИКА ПЛАНА,34991
18.05.2026,ВЕЛИКО ГРАДИШТЕ,18668
18.05.2026,ВИТИНА,2433
18.05.2026,ВЛАДИМИРЦИ,13547
18.05.2026,ВЛАДИЧИН ХАН,15873
18.05.2026,ВЛАСОТИНЦЕ,22426
18.05.2026,ВРАЊЕ - ГРАД,59768
18.05.2026,ВРАЊЕ-ВРАЊСКА БАЊА,7889
18.05.2026,ВРБАС,33455
18.05.2026,ВРЊАЧКА БАЊА,23493
18.05.2026,ВРШАЦ - ГРАД,43571
18.05.2026,ВУЧИТРН,3615
18.05.2026,ГАЏИН ХАН,5287
18.05.2026,ГЊИЛАНЕ,7963
18.05.2026,ГОЛУБАЦ,7871
18.05.2026,ГОРА,6917
18.05.2026,ГОРЊИ МИЛАНОВАЦ,34232
18.05.2026,ДЕСПОТОВАЦ,21179
18.05.2026,ДИМИТРОВГРАД,7748
18.05.2026,ДОЉЕВАЦ,13684
18.05.2026,ЖАБАЉ,21109
18.05.2026,ЖАБАРИ,11034
18.05.2026,ЖАГУБИЦА,10281
18.05.2026,ЖИТИШТЕ,13330
18.05.2026,ЖИТОРАЂА,11752
18.05.2026,ЗАЈЕЧАР - ГРАД,46900
18.05.2026,ЗВЕЧАН,5512
18.05.2026,ЗРЕЊАНИН - ГРАД,98208
18.05.2026,ЗУБИН ПОТОК,4309
18.05.2026,ИВАЊИЦА,24124
18.05.2026,ИНЂИЈА,40536
18.05.2026,ИРИГ,8971
18.05.2026,ИСТОК,3080
18.05.2026,ЈАГОДИНА - ГРАД,63526
18.05.2026,КАЊИЖА,20684
18.05.2026,КИКИНДА - ГРАД,45879
18.05.2026,КЛАДОВО,21069
