ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
31.08.2026,АДА,14297
31.08.2026,АЛЕКСАНДРОВАЦ,20646
31.08.2026,АЛЕКСИНАЦ,39209
31.08.2026,АЛИБУНАР,16690
31.08.2026,АПАТИН,23390
31.08.2026,АРАНЂЕЛОВАЦ,36810
31.08.2026,АРИЉЕ,14739
31.08.2026,БАБУШНИЦА,7920
31.08.2026,БАЈИНА БАШТА,21367
31.08.2026,БАТОЧИНА,9676
31.08.2026,БАЧ,11803
31.08.2026,БАЧКА ПАЛАНКА,44415
31.08.2026,БАЧКА ТОПОЛА,26621
31.08.2026,БАЧКИ ПЕТРОВАЦ,11626
31.08.2026,БЕЛА ПАЛАНКА,8278
31.08.2026,БЕЛА ЦРКВА,15346
31.08.2026,БЕОГРАД-БАРАЈЕВО,23980
31.08.2026,БЕОГРАД-ВОЖДОВАЦ,163072
31.08.2026,БЕОГРАД-ВРАЧАР,62909
31.08.2026,БЕОГРАД-ГРОЦКА,73868
31.08.2026,БЕОГРАД-ЗВЕЗДАРА,164489
31.08.2026,БЕОГРАД-ЗЕМУН,171236
31.08.2026,БЕОГРАД-ЛАЗАРЕВАЦ,49669
31.08.2026,БЕОГРАД-МЛАДЕНОВАЦ,45252
31.08.2026,БЕОГРАД-НОВИ БЕОГРАД,202239
31.08.2026,БЕОГРАД-ОБРЕНОВАЦ,64337
31.08.2026,БЕОГРАД-ПАЛИЛУЛА,175684
31.08.2026,БЕОГРАД-РАКОВИЦА,99040
31.08.2026,БЕОГРАД-САВСКИ ВЕНАЦ,41242
31.08.2026,БЕОГРАД-СОПОТ,17374
31.08.2026,БЕОГРАД-СТАРИ ГРАД,52917
31.08.2026,БЕОГРАД-СУРЧИН,41147
31.08.2026,БЕОГРАД-ЧУКАРИЦА,163225
31.08.2026,БЕОЧИН,13295
31.08.2026,БЕЧЕЈ,30410
31.08.2026,БЛАЦЕ,8153
31.08.2026,БОГАТИЋ,23810
31.08.2026,БОЈНИК,8041
31.08.2026,БОЉЕВАЦ,9394
31.08.2026,БОР - ГРАД,38219
31.08.2026,БОСИЛЕГРАД,6972
31.08.2026,БРУС,12274
31.08.2026,БУЈАНОВАЦ,44477
31.08.2026,ВАЉЕВО - ГРАД,74240
31.08.2026,ВАРВАРИН,14576
31.08.2026,ВЕЛИКА ПЛАНА,34993
31.08.2026,ВЕЛИКО ГРАДИШТЕ,18679
31.08.2026,ВИТИНА,2403
31.08.2026,ВЛАДИМИРЦИ,13531
31.08.2026,ВЛАДИЧИН ХАН,15846
31.08.2026,ВЛАСОТИНЦЕ,22366
31.08.2026,ВРАЊЕ - ГРАД,59762
31.08.2026,ВРАЊЕ-ВРАЊСКА БАЊА,7884
31.08.2026,ВРБАС,33442
31.08.2026,ВРЊАЧКА БАЊА,23551
31.08.2026,ВРШАЦ - ГРАД,43526
31.08.2026,ВУЧИТРН,3601
31.08.2026,ГАЏИН ХАН,5262
31.08.2026,ГЊИЛАНЕ,8006
31.08.2026,ГОЛУБАЦ,7846
31.08.2026,ГОРА,6898
31.08.2026,ГОРЊИ МИЛАНОВАЦ,34183
31.08.2026,ДЕСПОТОВАЦ,21118
31.08.2026,ДИМИТРОВГРАД,7720
31.08.2026,ДОЉЕВАЦ,13676
31.08.2026,ЖАБАЉ,21120
31.08.2026,ЖАБАРИ,11044
31.08.2026,ЖАГУБИЦА,10270
31.08.2026,ЖИТИШТЕ,13318
31.08.2026,ЖИТОРАЂА,11736
31.08.2026,ЗАЈЕЧАР - ГРАД,46800
31.08.2026,ЗВЕЧАН,5482
31.08.2026,ЗРЕЊАНИН - ГРАД,98033
31.08.2026,ЗУБИН ПОТОК,4266
31.08.2026,ИВАЊИЦА,24027
31.08.2026,ИНЂИЈА,40579
31.08.2026,ИРИГ,8977
31.08.2026,ИСТОК,3052
31.08.2026,ЈАГОДИНА - ГРАД,63488
31.08.2026,КАЊИЖА,20658
31.08.2026,КИКИНДА - ГРАД,45774
31.08.2026,КЛАДОВО,21045
31.08.2026,КЛИНА,1886
31.08.2026,КНИЋ,10246
31.08.2026,КЊАЖЕВАЦ,22153
31.08.2026,КОВАЧИЦА,20767
31.08.2026,КОВИН,27165
31.08.2026,КОСЈЕРИЋ,8800
31.08.2026,КОСОВО ПОЉЕ,4830
31.08.2026,КОСОВСКА КАМЕНИЦА,6221
31.08.2026,КОСОВСКА МИТРОВИЦА,14679
31.08.2026,КОЦЕЉЕВА,10328
31.08.2026,КРАГУЈЕВАЦ - ГРАД,152850
31.08.2026,КРАЉЕВО - ГРАД,97925
31.08.2026,КРУПАЊ,12573
31.08.2026,КРУШЕВАЦ - ГРАД,103726
31.08.2026,КУЛА,33148
31.08.2026,КУРШУМЛИЈА,13500
31.08.2026,КУЧЕВО,15253
31.08.2026,ЛАЈКОВАЦ,11216
31.08.2026,ЛАПОВО,6394
31.08.2026,ЛЕБАНЕ,16305
31.08.2026,ЛЕПОСАВИЋ,8868
31.08.2026,ЛЕСКОВАЦ - ГРАД,112217
31.08.2026,ЛИПЉАН,6012
31.08.2026,ЛОЗНИЦА - ГРАД,76619
31.08.2026,ЛУЧАНИ,14562
31.08.2026,ЉИГ,8444
31.08.2026,ЉУБОВИЈА,13073
31.08.2026,МАЈДАНПЕК,15289
31.08.2026,МАЛИ ЗВОРНИК,16128
31.08.2026,МАЛИ ИЂОШ,9794
31.08.2026,МАЛО ЦРНИЋЕ,11550
31.08.2026,МЕДВЕЂА,5972
31.08.2026,МЕРОШИНА,9704
31.08.2026,МИОНИЦА,10616
31.08.2026,НЕГОТИН,35420
31.08.2026,НИШ-МЕДИЈАНА,76577
31.08.2026,НИШ-НИШКА БАЊА,11543
31.08.2026,НИШ-ПАЛИЛУЛА,63373
31.08.2026,НИШ-ПАНТЕЛЕЈ,46502
31.08.2026,НИШ-ЦРВЕНИ КРСТ,29310
31.08.2026,НОВА ВАРОШ,12095
31.08.2026,НОВА ЦРЊА,7718
31.08.2026,НОВИ БЕЧЕЈ,18140
31.08.2026,НОВИ КНЕЖЕВАЦ,8265
31.08.2026,НОВИ ПАЗАР - ГРАД,94880
31.08.2026,НОВИ САД - ГРАД,344822
31.08.2026,НОВО БРДО,951
31.08.2026,ОБИЛИЋ,3534
