ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
23.03.2026,АДА,14319
23.03.2026,АЛЕКСАНДРОВАЦ,20745
23.03.2026,АЛЕКСИНАЦ,39329
23.03.2026,АЛИБУНАР,16719
23.03.2026,АПАТИН,23502
23.03.2026,АРАНЂЕЛОВАЦ,36838
23.03.2026,АРИЉЕ,14764
23.03.2026,БАБУШНИЦА,7991
23.03.2026,БАЈИНА БАШТА,21458
23.03.2026,БАТОЧИНА,9658
23.03.2026,БАЧ,11845
23.03.2026,БАЧКА ПАЛАНКА,44555
23.03.2026,БАЧКА ТОПОЛА,26811
23.03.2026,БАЧКИ ПЕТРОВАЦ,11618
23.03.2026,БЕЛА ПАЛАНКА,8323
23.03.2026,БЕЛА ЦРКВА,15439
23.03.2026,БЕОГРАД-БАРАЈЕВО,23861
23.03.2026,БЕОГРАД-ВОЖДОВАЦ,162689
23.03.2026,БЕОГРАД-ВРАЧАР,62934
23.03.2026,БЕОГРАД-ГРОЦКА,73615
23.03.2026,БЕОГРАД-ЗВЕЗДАРА,163817
23.03.2026,БЕОГРАД-ЗЕМУН,170699
23.03.2026,БЕОГРАД-ЛАЗАРЕВАЦ,49708
23.03.2026,БЕОГРАД-МЛАДЕНОВАЦ,45142
23.03.2026,БЕОГРАД-НОВИ БЕОГРАД,202409
23.03.2026,БЕОГРАД-ОБРЕНОВАЦ,64198
23.03.2026,БЕОГРАД-ПАЛИЛУЛА,175093
23.03.2026,БЕОГРАД-РАКОВИЦА,99019
23.03.2026,БЕОГРАД-САВСКИ ВЕНАЦ,40983
23.03.2026,БЕОГРАД-СОПОТ,17306
23.03.2026,БЕОГРАД-СТАРИ ГРАД,52950
23.03.2026,БЕОГРАД-СУРЧИН,40839
23.03.2026,БЕОГРАД-ЧУКАРИЦА,163118
23.03.2026,БЕОЧИН,13288
23.03.2026,БЕЧЕЈ,30545
23.03.2026,БЛАЦЕ,8205
23.03.2026,БОГАТИЋ,23840
