ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
09.03.2026,НОВА ВАРОШ,12182
09.03.2026,НОВА ЦРЊА,7786
09.03.2026,НОВИ БЕЧЕЈ,18168
09.03.2026,НОВИ КНЕЖЕВАЦ,8343
09.03.2026,НОВИ ПАЗАР - ГРАД,94105
09.03.2026,НОВИ САД - ГРАД,343589
09.03.2026,НОВО БРДО,964
09.03.2026,ОБИЛИЋ,3578
09.03.2026,ОПОВО,7987
09.03.2026,ОРАХОВАЦ,1560
09.03.2026,ОСЕЧИНА,8949
09.03.2026,ОЏАЦИ,23370
09.03.2026,ПАНЧЕВО - ГРАД,106233
09.03.2026,ПАРАЋИН,45628
09.03.2026,ПЕТРОВАЦ НА МЛАВИ,30738
09.03.2026,ПЕЋ,3963
09.03.2026,ПЕЋИНЦИ,15485
09.03.2026,ПИРОТ - ГРАД,44476
09.03.2026,ПЛАНДИШТЕ,8332
09.03.2026,ПОДУЈЕВО,415
09.03.2026,ПОЖАРЕВАЦ,56997
09.03.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11360
09.03.2026,ПОЖЕГА,22528
09.03.2026,ПРЕШЕВО,44100
09.03.2026,ПРИБОЈ,26787
09.03.2026,ПРИЗРЕН,4638
09.03.2026,ПРИЈЕПОЉЕ,31610
09.03.2026,ПРИШТИНА - ГРАД,13962
09.03.2026,ПРОКУПЉЕ - ГРАД,35447
09.03.2026,РАЖАЊ,5935
09.03.2026,РАЧА,8906
09.03.2026,РАШКА,19517
09.03.2026,РЕКОВАЦ,7890
09.03.2026,РУМА,45359
09.03.2026,СВИЛАЈНАЦ,23536
09.03.2026,СВРЉИГ,9883
09.03.2026,СЕНТА,19365
09.03.2026,СЕЧАЊ,10167
09.03.2026,СЈЕНИЦА,27816
09.03.2026,СМЕДЕРЕВО - ГРАД,94045
09.03.2026,СМЕДЕРЕВСКА ПАЛАНКА,38978
09.03.2026,СОКОБАЊА,12862
09.03.2026,СОМБОР - ГРАД,69942
09.03.2026,СРБИЦА,292
09.03.2026,СРБОБРАН,13063
09.03.2026,СРЕМСКА МИТРОВИЦА - ГРАД,68102
09.03.2026,СРЕМСКИ КАРЛОВЦИ,7919
09.03.2026,СТАРА ПАЗОВА,56810
09.03.2026,СУБОТИЦА - ГРАД,124575
09.03.2026,СУРДУЛИЦА,16160
09.03.2026,ТЕМЕРИН,24800
09.03.2026,ТИТЕЛ,12585
09.03.2026,ТОПОЛА,17226
09.03.2026,ТРГОВИШТЕ,4403
09.03.2026,ТРСТЕНИК,33496
09.03.2026,ТУТИН,33667
09.03.2026,ЋИЋЕВАЦ,7136
09.03.2026,ЋУПРИЈА,27965
09.03.2026,УБ,22406
09.03.2026,УЖИЦЕ - ГРАД,56975
09.03.2026,УЖИЦЕ-СЕВОЈНО,5546
09.03.2026,УРОШЕВАЦ,3874
09.03.2026,ЦРНА ТРАВА,942
09.03.2026,ЧАЈЕТИНА,14343
09.03.2026,ЧАЧАК - ГРАД,93746
09.03.2026,ЧОКА,8538
09.03.2026,ШАБАЦ - ГРАД,99143
09.03.2026,ШИД,28859
09.03.2026,ШТРПЦЕ,5853
