ДАТУМ_СТАЊА,ОПШТИНА_ГРАД,БРОЈ_БИРАЧА
06.07.2026,КЛАДОВО,21062
06.07.2026,КЛИНА,1895
06.07.2026,КНИЋ,10257
06.07.2026,КЊАЖЕВАЦ,22193
06.07.2026,КОВАЧИЦА,20764
06.07.2026,КОВИН,27160
06.07.2026,КОСЈЕРИЋ,8801
06.07.2026,КОСОВО ПОЉЕ,4856
06.07.2026,КОСОВСКА КАМЕНИЦА,6231
06.07.2026,КОСОВСКА МИТРОВИЦА,14741
06.07.2026,КОЦЕЉЕВА,10346
06.07.2026,КРАГУЈЕВАЦ - ГРАД,152696
06.07.2026,КРАЉЕВО - ГРАД,97924
06.07.2026,КРУПАЊ,12602
06.07.2026,КРУШЕВАЦ - ГРАД,103733
06.07.2026,КУЛА,33177
06.07.2026,КУРШУМЛИЈА,13518
06.07.2026,КУЧЕВО,15249
06.07.2026,ЛАЈКОВАЦ,11237
06.07.2026,ЛАПОВО,6400
06.07.2026,ЛЕБАНЕ,16333
06.07.2026,ЛЕПОСАВИЋ,8966
06.07.2026,ЛЕСКОВАЦ - ГРАД,112295
06.07.2026,ЛИПЉАН,6022
06.07.2026,ЛОЗНИЦА - ГРАД,76559
06.07.2026,ЛУЧАНИ,14593
06.07.2026,ЉИГ,8427
06.07.2026,ЉУБОВИЈА,13074
06.07.2026,МАЈДАНПЕК,15318
06.07.2026,МАЛИ ЗВОРНИК,16139
06.07.2026,МАЛИ ИЂОШ,9793
06.07.2026,МАЛО ЦРНИЋЕ,11536
06.07.2026,МЕДВЕЂА,5975
06.07.2026,МЕРОШИНА,9706
06.07.2026,МИОНИЦА,10619
06.07.2026,НЕГОТИН,35398
06.07.2026,НИШ-МЕДИЈАНА,76552
06.07.2026,НИШ-НИШКА БАЊА,11545
06.07.2026,НИШ-ПАЛИЛУЛА,63280
06.07.2026,НИШ-ПАНТЕЛЕЈ,46443
06.07.2026,НИШ-ЦРВЕНИ КРСТ,29305
06.07.2026,НОВА ВАРОШ,12114
06.07.2026,НОВА ЦРЊА,7730
06.07.2026,НОВИ БЕЧЕЈ,18121
06.07.2026,НОВИ КНЕЖЕВАЦ,8274
06.07.2026,НОВИ ПАЗАР - ГРАД,94541
06.07.2026,НОВИ САД - ГРАД,344365
06.07.2026,НОВО БРДО,953
06.07.2026,ОБИЛИЋ,3556
06.07.2026,ОПОВО,7977
06.07.2026,ОРАХОВАЦ,1540
06.07.2026,ОСЕЧИНА,8885
06.07.2026,ОЏАЦИ,23334
06.07.2026,ПАНЧЕВО - ГРАД,106222
06.07.2026,ПАРАЋИН,45558
06.07.2026,ПЕТРОВАЦ НА МЛАВИ,30639
06.07.2026,ПЕЋ,3902
06.07.2026,ПЕЋИНЦИ,15501
06.07.2026,ПИРОТ - ГРАД,44364
06.07.2026,ПЛАНДИШТЕ,8276
06.07.2026,ПОДУЈЕВО,407
06.07.2026,ПОЖАРЕВАЦ,56902
06.07.2026,ПОЖАРЕВАЦ-КОСТОЛАЦ,11330
06.07.2026,ПОЖЕГА,22481
06.07.2026,ПРЕШЕВО,44284
06.07.2026,ПРИБОЈ,26673
06.07.2026,ПРИЗРЕН,4579
06.07.2026,ПРИЈЕПОЉЕ,31549
06.07.2026,ПРИШТИНА - ГРАД,13800
06.07.2026,ПРОКУПЉЕ - ГРАД,35354
06.07.2026,РАЖАЊ,5914
06.07.2026,РАЧА,8921
06.07.2026,РАШКА,19566
06.07.2026,РЕКОВАЦ,7851
06.07.2026,РУМА,45238
06.07.2026,СВИЛАЈНАЦ,23436
06.07.2026,СВРЉИГ,9823
06.07.2026,СЕНТА,19346
06.07.2026,СЕЧАЊ,10151
06.07.2026,СЈЕНИЦА,27891
06.07.2026,СМЕДЕРЕВО - ГРАД,93894
06.07.2026,СМЕДЕРЕВСКА ПАЛАНКА,38796
06.07.2026,СОКОБАЊА,12818
06.07.2026,СОМБОР - ГРАД,69697
06.07.2026,СРБИЦА,291
06.07.2026,СРБОБРАН,13051
06.07.2026,СРЕМСКА МИТРОВИЦА - ГРАД,67984
06.07.2026,СРЕМСКИ КАРЛОВЦИ,7906
06.07.2026,СТАРА ПАЗОВА,56910
06.07.2026,СУБОТИЦА - ГРАД,124407
06.07.2026,СУРДУЛИЦА,16102
06.07.2026,ТЕМЕРИН,24800
06.07.2026,ТИТЕЛ,12550
06.07.2026,ТОПОЛА,17192
06.07.2026,ТРГОВИШТЕ,4371
06.07.2026,ТРСТЕНИК,33406
06.07.2026,ТУТИН,33708
06.07.2026,ЋИЋЕВАЦ,7125
06.07.2026,ЋУПРИЈА,27918
06.07.2026,УБ,22417
06.07.2026,УЖИЦЕ - ГРАД,56824
06.07.2026,УЖИЦЕ-СЕВОЈНО,5529
06.07.2026,УРОШЕВАЦ,3840
06.07.2026,ЦРНА ТРАВА,936
06.07.2026,ЧАЈЕТИНА,14525
06.07.2026,ЧАЧАК - ГРАД,93607
06.07.2026,ЧОКА,8515
06.07.2026,ШАБАЦ - ГРАД,98916
06.07.2026,ШИД,28805
06.07.2026,ШТРПЦЕ,5821
